SAME_SEX_COUPLE	US_RAISED	ZPRURAL_CAT	CORESIDENT	GLBSTATUS	MARRIED	MET_THROUGH_AS_COWORKERS	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_FAMILY	MET_THROUGH_FRIENDS	PPHHHEAD	Q24_MET_ONLINE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q32_INTERNET	PPMSACAT	PPNET	PARTNER_YRSED	Q9	RELATIONSHIP_QUALITY	RESPONDENT_MOM_YRSED	RESPONDENT_YRSED	ZPFORBORN_CAT	ZPNHBLACK_CAT	ZPNHWHITE_CAT	AGE_DIFFERENCE	CHILDREN_IN_HH	DISTANCEMOVED_10MI	GENDER_ATTRACTION	HHINC	HOW_LONG_AGO_FIRST_COHAB	HOW_LONG_AGO_FIRST_MET	HOW_LONG_AGO_FIRST_ROMANTIC	HOW_LONG_RELATIONSHIP	PARTNER_MOM_YRSED	PARTNER_YRSED	PPAGECAT	PPHOUSE	PPHOUSEHOLDSIZE	Q21A	Q21B	Q21C
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	12	73	4	7.5	10	1	0	3	2	1	0	1	37250	50	52	51	51	7.5	12	6	1	2	19	20	21
0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	14	56	5	16	16	2	0	2	0	0	1010	1	80000	34	39	36	36	12	14	5	1	2	17	20	22
0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	16	22	5	20	14	3	2	1	0	0	0	1	200000	1	16	4	4	17	16	1	1	4	6	18	21
0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	12	30	5	16	12	1	2	2	6	2	200	1	67250	11	12	11	11	13	12	3	1	3	24	25	25
1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	12	51	5	14	16	3	3	0	10	0	2680	4	80000	9	10	9	9	12	12	5	1	3	51	52	52
0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	12	68	5	0	17	0	0	3	1	0	0	1	92250	46	53	47	47	0	12	6	1	2	16	22	23
0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	16	47	3	12	17	2	2	2	3	3	60	1	55000	15	18	17	17	12	16	4	1	5	32	33	35
0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	20	52	5	20	20	1	1	3	11	0	710	2	112250	13	18	18	18	12	20	3	1	2	23	23	28
0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	10	62	4	7.5	11	0	2	2	3	0	0	1	13750	6	11	6	6	7.5	10	5	1	2	48	53	53
0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	12	41	4	13	10	1	1	2	2	2	30	1	45000	23	24	24	24	13	12	3	1	4	19	19	20
1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	14	39	2	11	16	3	0	0	1	2	0	5	80000	-6	3	3	4	12	14	3	3	4	37	37	-6
0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	16	37	4	16	16	3	2	1	4	0	0	1	112250	9	10	10	10	16	16	3	1	2	31	31	32
0	1	0	1	0	1	-6	-6	-6	-6	1	-6	-6	-6	-6	-6	-6	-6	-6	-6	0	1	0	13	65	5	9	13	2	2	0	2	0	-6	1	45000	48	50	48	48	10	13	6	1	2	17	19	19
0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13	21	5	16	13	3	2	1	1	0	0	1	162250	-6	2	2	2.5	14	13	1	1	9	20	20	-6
0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	12	27	5	14	11	2	2	2	3	0	80	3	13750	1	1	1	.75	12	12	1	1	3	23	23	23
0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	13	-6	4	17	16	2	3	0	-6	0	440	1	22250	-6	-6	-6	-6	-6	13	6	3	1	-6	-6	-6
1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	17	68	4	13	16	3	2	1	7	0	1170	5	137250	22	33	33	33	12	17	5	1	2	28	28	39
0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	20	33	4	20	20	3	1	1	10	0	2270	1	112250	8	10	10	10	17	20	3	2	4	33	33	35
0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	16	33	4	16	16	2	2	2	2	0	10	1	67250	6	10	10	10	17	16	3	1	3	25	25	29
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	13	41	4	12	12	2	2	1	1	1	20	1	67250	20	20	20	20	12	13	3	1	4	22	22	22
0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	13	52	5	12	13	2	0	3	1	0	830	1	13750	16	23	23	23	12	13	4	4	2	28	28	35
0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	14	32	5	14	13	2	2	1	2	0	0	2	22250	8	8	8	8	13	14	2	1	2	22	22	22
0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	16	31	5	13	16	3	1	1	4	0	1390	1	27250	0	4	4	4	16	16	2	3	1	23	23	27
0	1	-6	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	20	50	4	16	20	-6	-6	-6	9	2	990	1	200000	7	13	13	13	13	20	3	1	4	28	28	34
0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	12	53	5	12	12	2	1	1	0	0	0	1	137250	35	39	38	38	12	12	4	1	2	14	15	18
0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	13	22	5	12	12	3	2	0	0	0	1090	1	27250	3	6	3	4	12	13	1	3	2	16	19	19
0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	13	33	2	16	16	0	0	3	5	0	0	1	37250	8	10	9	9	10	13	3	1	5	28	29	30
0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	13	52	5	7.5	12	3	2	1	2	0	4320	1	67250	27	28	27	27	12	13	4	1	4	26	27	27
0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	14	59	4	16	12	0	0	0	5	0	0	1	27250	28	30	29	29	12	14	4	1	2	24	25	26
0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	12	51	4	12	13	2	1	2	0	0	520	1	92250	20	20	20	20	12	12	4	1	2	31	31	31
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	14	39	5	13	13	3	2	0	1	2	0	1	37250	19	22	-6	-6	12	14	3	1	5	18	-6	21
0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	11	22	5	-6	13	3	2	1	4	1	-6	1	17250	-6	5	5	5	-6	11	2	1	5	21	21	-6
0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	16	62	5	17	17	2	2	1	3	0	1040	1	112250	39	41	40	40	13	16	5	1	2	18	19	20
0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	13	23	4	17	13	2	3	0	3	1	2250	1	92250	-6	2	2	2.5	16	13	1	1	3	18	18	-6
1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	16	69	5	16	16	2	2	2	20	0	0	2	80000	9	32	8	8	12	16	4	1	2	17	41	40
0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	13	55	4	12	12	1	0	3	7	0	0	1	13750	20	23	23	23	13	13	4	1	2	25	25	28
1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	14	44	5	12	13	0	0	3	12	0	100	5	67250	20	20	20	20	12	14	5	1	1	36	36	36
0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	13	42	5	12	13	2	0	3	0	0	20	1	137250	19	26	24	24	12	13	3	1	5	16	18	23
0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	16	61	5	16	16	2	2	1	6	0	690	1	200000	40	41	40	40	12	16	6	1	2	26	27	27
1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	13	42	5	16	13	3	3	0	5	0	0	5	67250	2	4	4	4	12	13	3	3	4	33	33	35
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	13	52	5	13	12	3	1	2	3	0	10	1	137250	17	18	18	18	12	13	5	1	2	37	37	38
1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	16	52	5	7.5	16	2	2	1	6	0	930	5	92250	11	16	16	16	12	16	5	1	2	42	42	47
0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	12	55	2	9	13	3	2	0	0	0	20	1	55000	31	37	37	37	10	12	5	1	2	18	18	24
0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	13	19	5	16	13	1	0	3	0	0	60	1	112250	-6	2	2	2.5	12	13	1	1	4	17	17	-6
0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	13	40	5	11	17	0	2	2	2	0	130	1	80000	8	9	9	9	13	13	3	1	2	29	29	30
1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	14	34	5	17	17	2	2	2	2	0	20	4	11250	10	12	12	12	12	14	2	1	3	20	20	22
0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	20	29	5	16	17	2	2	2	1	0	140	2	112250	3	5	5	5	13	20	2	3	2	23	23	25
0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	12	27	5	12	16	0	0	3	1	0	0	1	80000	8	11	11	11	17	12	2	2	1	15	15	18
1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	14	36	4	12	13	3	2	0	7	2	10	5	67250	10	12	12	12	12	14	2	3	4	17	17	19
1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	14	29	5	14	12	0	2	2	8	0	20	5	45000	0	2	2	4	14	14	3	1	1	35	35	37
0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	12	30	5	12	13	1	2	2	8	0	560	1	22250	7	13	13	13	12	12	3	2	2	25	25	31
0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	13	59	5	12	12	2	2	1	7	0	1890	1	55000	12	13	13	13	12	13	4	1	3	39	39	40
1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	17	60	5	17	17	2	3	0	0	0	30	4	162250	13	14	14	14	12	17	5	1	2	46	46	47
0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	13	36	4	13	16	2	3	1	3	0	0	1	137250	9	11	10	10	12	13	2	1	4	22	23	24
0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	12	41	5	12	17	3	2	1	0	0	1080	1	92250	3	8	7	7	10	12	3	3	2	33	34	38
0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	13	36	4	16	16	2	2	2	3	0	10	1	92250	13	13	13	13	12	13	3	1	1	26	26	26
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	17	45	5	12	20	3	2	0	1	0	120	1	200000	1	4	4	4	12	17	3	1	2	40	40	43
1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	20	39	5	12	20	1	3	0	1	0	1550	4	137250	7	9	9	9	12	20	3	1	2	29	29	31
0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	16	35	5	14	20	1	0	3	1	0	450	1	67250	4	9	9	9	14	16	3	1	2	27	27	32
0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	13	60	4	12	12	0	0	3	4	0	480	1	55000	38	39	38	38	12	13	5	1	2	17	18	18
0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	13	54	4	12	13	0	1	3	10	0	30	1	92250	9	9	9	9	12	13	3	1	2	35	35	35
1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	13	35	4	14	17	0	1	3	4	0	0	4	67250	15	16	16	16	12	13	3	1	2	23	23	24
0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	12	54	4	7.5	17	0	3	1	23	3	0	4	37250	-6	2	2	1.5	-6	12	2	1	4	29	29	-6
0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	12	21	4	13	13	2	3	0	7	2	470	1	45000	1	1	1	1.5	-6	12	2	3	1	27	27	27
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	12	38	5	12	12	2	1	2	4	2	820	1	67250	24	25	24	24	12	12	3	1	5	17	18	18
0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	13	50	5	16	16	0	0	0	4	1	1270	3	55000	21	21	21	21	12	13	4	1	5	33	33	33
0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	10	49	5	10	12	0	2	2	12	0	0	1	45000	6	14	14	14	7.5	10	5	1	2	47	47	55
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	13	36	4	14	13	3	3	0	2	2	220	1	67250	13	17	16	16	12	13	3	1	4	21	22	25
0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	13	34	4	13	16	2	0	2	4	1	180	1	67250	10	11	11	11	12	13	2	1	3	19	19	20
0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	13	29	4	0	14	2	3	1	1	1	670	1	67250	4	5	5	5	0	13	2	1	6	23	23	24
0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	13	51	5	16	16	2	2	1	1	0	0	2	80000	7	8	8	8	12	13	4	1	3	42	42	43
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	16	50	4	12	12	2	1	2	1	0	0	1	92250	18	22	20	20	12	16	4	1	2	27	29	31
0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	16	30	4	13	16	3	3	0	4	0	490	1	112250	8	10	8	8	12	16	2	2	5	24	26	26
0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	16	81	3	5.5	16	0	3	0	0	0	60	1	45000	58	61	-6	-6	5.5	16	7	1	4	20	-6	23
0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	14	31	3	14	16	2	0	2	7	0	0	1	27250	9	10	10	10	12	14	3	1	4	28	28	29
0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	17	29	5	17	16	3	2	1	1	0	320	1	80000	8	14	10	10	16	17	2	1	2	14	18	20
1	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	12	51	4	12	13	2	2	1	2	0	0	4	112250	4	4	4	4	12	12	4	1	2	45	45	45
0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	17	33	3	17	17	0	1	3	2	0	0	1	92250	14	14	14	14	12	17	3	2	2	21	21	21
0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	20	58	5	12	14	1	1	3	9	0	80	1	67250	7	17	14	14	14	20	4	1	2	32	35	42
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	17	30	5	13	16	0	2	2	3	0	0	1	67250	8	9	9	9	17	17	2	1	3	24	24	25
0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	12	57	5	12	12	1	2	2	3	0	80	1	45000	23	24	23	23	9	12	4	1	2	30	31	31
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	13	50	5	14	12	1	1	2	1	0	1040	1	67250	23	24	23	23	12	13	4	1	2	25	26	26
0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	16	44	4	12	17	1	1	2	9	0	1070	1	80000	-6	0	0	.05000000075	12	16	4	1	1	53	53	-6
0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	17	63	5	13	13	2	2	2	2	0	0	1	67250	2	2	2	4	12	17	5	1	2	59	59	59
0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	14	33	5	12	16	3	3	0	10	0	2230	1	67250	13	14	14	14	12	14	3	2	2	29	29	30
0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	12	36	3	2.5	13	3	3	0	2	0	0	1	37250	3	7	6	6	5.5	12	2	3	2	27	28	31
0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	10	42	5	12	12	3	3	0	5	0	190	1	27250	16	16	16	16	14	10	3	1	3	21	21	21
1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	16	55	5	12	13	3	2	1	11	0	80	5	92250	12	13	12	12	12	16	3	2	2	31	32	32
0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	16	43	5	20	16	3	2	0	1	0	400	2	112250	4	6	6	6	12	16	3	1	2	36	36	38
0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	12	62	5	9	13	2	3	1	3	0	0	1	22250	43	45	45	45	10	12	6	1	2	20	20	22
0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	12	18	4	12	12	2	2	1	2	0	0	1	55000	-6	0	0	.15000000596	13	12	1	1	2	20	20	-6
0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	9	62	5	5.5	7.5	2	2	1	3	4	0	1	67250	27	28	28	28	5.5	9	6	1	2	37	37	38
0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	12	19	5	14	13	1	2	2	3	2	0	1	45000	4	5	4	4	14	12	1	1	2	17	18	18
1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	17	43	5	12	12	0	3	0	2	0	0	5	32250	-6	2	2	1.5	12	17	4	1	1	43	43	-6
0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	16	60	5	12	16	1	0	3	7	0	210	1	92250	1	1	1	1.5	12	16	4	1	4	52	52	52
0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	17	54	5	12	16	1	0	3	2	0	10	1	200000	25	26	26	26	13	17	4	1	3	26	26	27
0	1	1	0	0	0	-6	-6	-6	-6	1	-6	0	0	0	0	0	1	0	0	0	0	0	12	46	3	9	13	1	3	0	3	0	-6	1	27250	-6	9	8	8	7.5	12	4	4	1	40	41	-6
0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	13	54	5	12	13	0	3	1	6	0	10	1	45000	6	9	8	8	12	13	4	1	2	39	40	42
1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	12	52	4	9	20	1	3	0	8	0	240	5	55000	-6	13	10	10	10	12	5	1	2	47	50	-6
0	1	-6	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	14	48	5	12	12	-6	-6	-6	0	2	0	1	67250	20	22	22	22	16	14	4	1	4	26	26	28
0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	16	32	5	16	16	1	2	3	1	0	0	1	37250	-6	0	0	1.5	16	16	2	1	1	33	33	-6
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	16	40	4	12	16	3	3	0	9	0	0	1	32250	-6	2	1	.75	12	16	4	3	3	47	48	-6
0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	36	5	16	16	0	0	3	4	3	0	1	67250	14	19	19	19	12	16	3	1	5	21	21	26
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	12	47	4	13	12	0	2	2	1	0	0	1	45000	-6	16	2	2.5	12	12	4	1	2	30	44	-6
0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	13	24	5	12	13	3	3	0	0	0	0	1	67250	0	1	1	1.5	-6	13	1	1	4	23	23	24
0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	12	55	5	12	12	2	2	2	3	0	10	1	200000	-6	8	8	8	13	12	5	1	1	50	50	-6
0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	12	55	5	10	13	0	0	3	10	0	10	1	2500	11	26	13	13	12	12	4	1	2	19	32	34
0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	16	51	5	12	12	1	3	0	1	0	0	1	37250	26	30	27	27	7.5	16	4	1	2	20	23	24
0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	12	26	4	12	12	0	2	3	0	1	10	1	37250	8	10	10	10	5.5	12	2	1	4	16	16	18
0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	16	40	5	12	16	3	1	2	0	2	0	1	112250	12	14	14	14	12	16	3	1	4	26	26	28
0	1	0	1	0	1	-6	-6	-6	-6	1	-6	0	0	1	0	0	0	0	0	0	1	1	13	25	5	16	16	1	0	3	4	2	-6	1	92250	4	5	5	5	13	13	2	1	4	24	24	25
0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	13	35	3	12	16	2	2	2	7	0	0	2	55000	3	4	4	4	12	13	2	3	2	24	24	25
0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	16	66	5	12	14	1	1	3	1	0	0	1	200000	45	54	54	54	12	16	6	1	2	13	13	22
1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	20	50	4	16	20	2	1	2	3	1	1810	4	92250	10	14	13	13	17	20	4	1	3	33	34	37
1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	17	44	5	12	17	1	3	0	1	0	10	5	67250	20	21	21	21	13	17	3	1	2	22	22	23
1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	20	53	4	12	20	2	3	1	3	0	20	5	162250	11	17	17	17	16	20	4	1	2	33	33	39
0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	14	35	4	12	16	3	3	0	6	3	0	1	67250	-6	1	0	.15000000596	9	14	3	1	4	40	41	-6
1	1	0	0	1	0	-6	-6	-6	-6	1	-6	0	0	0	0	0	0	0	1	0	1	0	-6	20	2	12	11	0	0	3	4	0	150	3	27250	-6	3	2	1.5	-6	-6	1	3	10	21	22	-6
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	17	34	5	10	16	3	2	1	2	0	530	1	162250	8	10	10	10	16	17	2	1	3	22	22	24
0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	14	48	4	7.5	16	0	2	3	1	0	0	1	32250	8	11	10	10	12	14	4	1	1	38	39	41
0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	40	3	12	13	0	0	3	11	2	0	1	55000	9	9	9	9	12	11	2	4	4	20	20	20
0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	16	35	3	14	16	3	2	1	0	0	0	1	80000	12	22	14	14	12	16	3	1	3	13	21	23
0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	16	67	5	12	17	0	2	2	6	0	0	1	112250	8	37	9	9	12	16	5	1	2	24	52	53
0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	16	29	4	11	16	2	2	1	1	0	10	1	45000	-6	0	0	.44999998808	12	16	2	1	1	28	28	-6
0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	17	47	4	14	17	3	2	0	1	0	5010	1	92250	28	31	30	30	14	17	4	3	2	17	18	20
0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	16	38	4	5.5	13	3	1	0	0	1	0	1	55000	7	25	7	7	7.5	16	3	1	6	13	31	31
0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	16	25	3	12	16	3	2	1	8	1	720	1	67250	7	10	9	9	13	16	2	1	3	23	24	26
0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	12	55	4	13	13	1	3	0	6	1	0	1	37250	14	19	19	19	12	12	4	2	3	30	30	35
0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	12	52	4	12	16	1	3	0	3	0	0	1	80000	-6	24	2	2.5	13	12	4	1	1	25	47	-6
0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	14	49	5	16	14	2	0	2	0	1	990	1	112250	26	29	28	28	13	14	4	1	3	20	21	23
0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	13	37	3	12	16	3	3	0	2	0	0	1	92250	-6	2	2	2.5	12	13	3	1	1	37	37	-6
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	13	65	5	16	16	2	0	3	1	0	330	1	55000	41	42	42	42	12	13	6	1	2	24	24	25
0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	20	58	5	13	13	2	2	1	2	0	410	1	6250	0	1	1	.15000000596	13	20	5	1	1	59	59	60
0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	13	51	4	12	12	1	2	1	7	0	10	1	92250	20	21	21	21	16	13	3	1	2	23	23	24
0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	12	27	5	16	16	1	2	2	2	0	0	1	112250	-6	5	4	4	12	12	2	1	3	20	21	-6
1	1	-6	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	16	35	4	13	16	-6	-6	-6	0	0	10	5	112250	12	13	13	13	12	16	3	1	3	22	22	23
