PAPGLB_FRIEND	PAPRELIGION	PARTNER_RACE	PPMARIT	PPPARTYID3	PPREG9	PPRENT	Q12	Q29	Q7B	RESPONDENT_RACE	PAPGLB_STATUS	AGE_DIFFERENCE	CHILDREN_IN_HH	DISTANCEMOVED_10MI	GENDER_ATTRACTION	HHINC	HOW_LONG_AGO_FIRST_COHAB	HOW_LONG_AGO_FIRST_MET	HOW_LONG_AGO_FIRST_ROMANTIC	HOW_LONG_RELATIONSHIP	PARTNER_MOM_YRSED	PARTNER_YRSED	PPAGECAT	PPHOUSE	PPHOUSEHOLDSIZE	Q21A	Q21B	Q21C	Q9	RELATIONSHIP_QUALITY	RESPONDENT_MOM_YRSED	RESPONDENT_YRSED	ZPFORBORN_CAT	ZPNHBLACK_CAT	ZPNHWHITE_CAT	CORESIDENT	GLBSTATUS	MARRIED	MET_THROUGH_AS_COWORKERS	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_FAMILY	MET_THROUGH_FRIENDS	PPHHHEAD	PPMSACAT	PPNET	Q24_MET_ONLINE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q32_INTERNET	SAME_SEX_COUPLE	US_RAISED	ZPRURAL_CAT	PARENTAL_APPROVAL	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	EITHER_INTERNET_ADJUSTED	PAPEVANGELICAL	Q13A	Q25	Q26	Q27	Q28	Q7A	Q8A	SUCCESS
4	3	6	3	3	9	2	2	1	3	6	2	7	1	0	1	6250	nan	0	0	.15000000596	13	13	2	3	4	30	30	nan	37	4	12	12	3	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	-1
4	2	1	1	3	3	1	2	3	2	1	2	1	0	10	1	45000	32	41	34	34	14	12	4	1	2	10	17	19	50	5	10	11	0	0	3	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	nan	0	1	0	0	1
3	11	1	1	1	5	1	1	1	11	1	2	0	0	430	1	137250	8	9	9	9	16	17	3	1	2	30	30	31	39	4	17	14	2	3	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1
5	13	1	5	3	9	2	2	1	13	4	2	0	0	40	1	45000	nan	1	1	1.5	14	13	2	1	1	28	28	nan	29	4	16	20	1	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	-1
4	2	1	1	3	2	1	3	1	3	1	2	4	0	2040	2	112250	31	34	34	34	12	17	5	1	2	21	21	24	51	4	16	17	1	0	3	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1
2	1	1	3	1	5	1	2	3	1	1	2	10	2	0	1	45000	4	5	5	5	12	12	4	1	3	40	40	41	35	1	12	16	0	2	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	nan	1	1	0	0	-1
1	3	1	1	1	7	2	3	4	11	1	2	3	1	0	1	22250	16	31	18	18	0	12	3	1	3	10	23	25	38	3	12	13	1	3	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	0	1	nan	0	0	1	0	1
4	2	1	3	1	9	1	5	1	2	6	2	5	2	290	1	92250	16	22	21	21	12	12	3	1	1	19	20	25	36	4	14	14	3	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	nan	1	1	1	0	-1
3	2	1	6	3	5	1	2	1	13	1	1	0	0	860	5	45000	11	12	12	12	12	16	4	1	2	33	33	34	45	5	12	16	2	2	2	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	-1
1	11	1	6	3	7	1	3	1	11	1	2	9	0	20	1	80000	0	1	1	1.5	14	12	1	1	2	23	23	24	33	3	16	13	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
3	1	1	1	1	5	1	3	4	1	1	2	9	0	0	1	37250	38	39	39	39	12	13	6	4	3	30	30	31	60	5	11	13	0	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	nan	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1
3	9	5	1	3	3	1	2	4	9	2	2	11	0	390	1	32250	6	6	6	6	12	12	4	1	5	46	46	46	41	5	12	12	1	2	2	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	0	1	1	nan	1	1	0	0	1
4	3	1	1	3	3	1	2	4	3	1	2	7	0	80	1	67250	21	56	22	22	7.5	16	7	1	2	19	53	54	82	5	12	12	1	2	2	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	nan	1	0	0	0	0	0	0	0	1	0	1	nan	0	0	1	0	1
4	2	1	1	3	5	1	2	3	2	1	2	3	0	0	1	55000	19	33	19	19	12	13	4	1	2	16	30	30	52	5	12	12	2	3	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	nan	0	1	0	0	1
2	12	6	3	3	3	2	5	2	3	1	2	19	0	0	1	17250	nan	1	1	.44999998808	nan	12	5	1	3	58	58	nan	40	3	12	10	0	0	3	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	nan	1	1	-2	0	-1
1	2	1	1	1	7	1	1	1	11	6	2	2	0	10	1	55000	7	8	8	8	12	16	2	1	3	22	22	23	28	5	13	16	3	2	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1
1	3	1	1	3	1	1	5	1	3	1	2	1	0	470	1	55000	12	14	12	12	12	10	4	4	2	38	40	40	53	3	12	14	0	0	3	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
1	5	1	5	3	2	1	2	1	3	1	2	1	0	0	2	112250	nan	5	0	.15000000596	13	16	1	1	2	18	23	nan	24	4	17	16	1	0	3	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	-1
4	8	1	1	1	5	1	1	4	2	4	2	1	0	7160	1	67250	23	24	24	24	12	16	5	1	2	35	35	36	60	5	0	12	1	3	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	nan	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
1	3	1	6	3	9	2	2	1	2	4	1	1	0	2390	5	112250	11	16	16	16	16	13	4	2	2	30	30	35	47	4	16	13	3	2	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
4	11	1	1	1	7	1	1	3	2	1	2	7	0	1470	1	27250	24	25	25	25	12	16	5	1	2	30	30	31	62	5	16	17	0	3	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1
4	9	1	3	1	3	1	5	3	1	1	2	3	0	0	1	6250	nan	1	1	.05000000075	12	12	4	3	1	51	51	nan	49	5	13	12	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	nan	1	1	0	0	-1
3	12	1	6	3	5	1	2	3	11	1	1	6	0	390	4	67250	nan	1	1	.44999998808	12	16	5	1	5	55	55	nan	50	5	12	17	2	2	2	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
3	8	5	1	1	9	2	3	3	8	5	2	1	0	0	1	67250	20	27	27	27	13	12	3	1	5	17	17	24	43	3	12	16	3	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	nan	1	1	1	0	1
1	13	1	6	3	4	1	2	4	13	1	1	15	0	910	5	112250	25	26	25	25	13	16	6	1	2	39	40	40	50	5	16	16	2	2	2	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	nan	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
1	1	1	1	1	5	2	1	2	1	1	2	6	2	1920	1	55000	12	14	13	13	12	11	3	1	4	30	31	32	38	5	13	11	3	3	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	nan	1	1	1	1	1
4	3	1	1	3	5	1	2	2	3	1	2	3	1	1710	1	37250	13	13	13	13	12	14	4	1	3	40	40	40	50	5	10	9	1	2	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
1	3	2	5	3	9	2	2	4	1	2	1	11	1	0	1	11250	21	26	26	26	12	12	6	3	4	40	40	45	55	5	12	13	3	3	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	nan	0	0	0	0	0	1	0	-1	0	0	1	nan	0	1	1	0	-1
2	3	1	1	3	5	1	2	1	3	5	2	4	0	220	2	92250	6	9	9	9	16	17	2	1	5	18	18	21	31	5	13	17	2	2	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1
4	13	4	1	3	3	2	3	1	8	4	2	8	0	7710	1	32250	3	5	5	5	9	16	3	3	2	32	32	34	29	4	9	20	2	3	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
4	3	1	1	1	2	1	1	3	3	1	2	5	0	150	1	55000	9	10	10	10	16	17	3	1	5	28	28	29	33	4	12	12	0	0	3	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	nan	1	1	1	0	1
3	2	6	3	3	5	1	2	3	3	1	1	30	0	990	3	137250	10	10	10	10	12	17	5	1	2	49	49	49	29	4	16	16	3	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	-1
3	2	1	3	3	3	1	1	1	2	1	1	15	0	120	5	67250	6	8	8	8	17	14	5	1	2	49	49	51	42	2	14	14	1	2	2	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	-1
1	11	1	5	3	5	1	3	3	13	1	1	17	0	10	5	32250	20	23	20	20	0	12	5	1	2	34	37	37	40	3	7.5	13	1	2	3	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	nan	0	1	1	0	-1
1	2	1	1	1	5	1	1	1	2	1	2	1	2	0	1	92250	13	21	21	21	17	17	3	1	5	14	14	22	34	4	12	16	1	2	2	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1
4	2	1	3	3	9	1	1	4	2	1	2	0	0	1490	1	55000	42	48	48	48	12	20	6	1	2	18	18	24	66	4	12	17	3	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	-1
3	10	1	1	3	1	1	2	3	2	1	1	20	0	0	4	137250	6	9	7	7	13	20	3	1	2	30	32	33	59	5	14	20	2	2	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1
3	5	1	1	3	3	1	2	4	5	1	1	20	0	100	5	200000	15	17	17	17	12	17	5	2	2	41	41	43	38	5	14	16	1	3	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	nan	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1
2	nan	1	1	3	2	1	2	3	13	1	2	0	0	0	1	92250	31	38	38	38	12	13	4	1	3	15	15	22	53	5	12	12	2	2	2	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	nan	0	0	nan	1	1	1	0	1
2	2	1	1	1	7	1	1	4	2	1	2	4	0	640	1	45000	53	54	54	54	12	16	6	1	2	20	20	21	78	3	5.5	16	0	0	2	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	nan	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1
3	11	1	1	1	6	1	1	3	11	1	2	10	0	0	1	67250	14	14	14	14	12	14	6	1	1	52	52	52	56	5	13	13	2	2	2	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1
2	13	2	1	3	3	1	2	4	13	2	2	7	0	0	1	37250	28	28	28	28	9	12	4	1	2	17	17	17	52	4	5.5	11	1	3	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	nan	0	0	0	0	0	0	1	0	1	0	1	nan	0	1	1	0	1
3	3	1	1	3	1	1	3	3	3	1	2	1	0	0	1	37250	22	35	35	35	12	12	5	1	2	22	22	35	58	4	12	12	1	0	3	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
2	13	1	1	3	2	1	5	3	3	1	2	2	0	10	1	37250	31	34	33	33	12	11	4	1	2	14	15	17	50	4	9	11	0	2	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	0	1	0	1
3	4	1	1	1	9	1	1	4	4	1	2	1	0	0	1	67250	17	19	19	19	12	13	3	1	6	22	22	24	42	5	13	17	3	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1
3	2	1	6	1	5	1	3	4	11	1	1	1	0	780	4	55000	22	37	23	23	16	16	5	1	2	26	40	41	64	5	17	16	2	2	2	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	nan	0	0	1	0	0	0	0	0	1	1	1	1	1	1	-2	0	1
4	3	1	6	3	2	1	1	3	11	1	2	2	0	0	1	45000	4	6	6	6	20	12	4	1	2	40	40	42	48	4	12	12	0	2	2	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	nan	1	1	1	0	1
3	11	1	6	3	7	1	2	4	3	1	1	5	0	180	5	112250	13	14	14	14	12	12	6	1	2	51	51	52	70	4	12	16	nan	nan	nan	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	nan	nan	0	1	0	0	0	0	0	0	0	1	1	nan	1	1	1	0	1
3	2	1	1	3	5	1	2	1	3	1	2	2	2	10	1	67250	4	10	10	10	12	14	2	4	4	19	19	25	27	5	12	14	1	2	2	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1
4	2	1	1	1	3	1	1	4	2	1	2	2	0	0	1	32250	53	58	57	57	12	12	6	1	2	16	17	21	72	4	12	12	0	1	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	nan	0	0	0	0	0	0	1	0	1	0	1	nan	1	1	1	0	1
1	1	1	1	3	3	1	2	4	1	1	2	0	1	0	1	80000	21	30	22	22	12	11	3	1	3	12	20	21	42	3	10	10	2	2	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	1	0	0	0	0	0	0	1	0	0	nan	0	1	1	0	1
1	2	1	1	3	2	1	4	4	13	1	2	4	0	220	2	80000	14	25	25	25	20	16	5	1	2	36	36	47	57	5	13	13	0	0	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	nan	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
1	11	6	1	3	8	1	3	1	3	1	2	2	0	10	1	55000	6	7	7	7	12	12	3	2	3	29	29	30	34	5	13	13	3	2	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
1	1	1	1	3	3	1	2	3	1	1	1	6	0	400	3	80000	13	14	14	14	12	12	4	1	2	37	37	38	57	5	13	12	0	0	3	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	nan	1	1	1	0	1
4	9	2	1	3	2	1	2	1	11	2	2	3	0	260	1	92250	13	17	16	16	12	17	3	1	4	20	21	24	40	5	12	16	2	1	3	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	1
3	3	1	6	3	5	1	2	2	2	6	1	2	0	840	5	45000	32	32	32	32	12	13	5	2	2	28	28	28	58	5	12	12	1	2	2	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
1	10	1	1	3	2	1	5	4	2	1	2	2	0	40	1	55000	56	60	59	59	12	12	7	1	2	19	20	23	81	4	5.5	12	3	1	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
3	3	1	1	1	1	1	3	4	2	1	2	1	0	10	1	80000	52	55	54	54	12	12	6	1	2	17	18	20	73	5	9	12	2	0	3	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	0	0	nan	0	1	1	0	1
1	2	1	3	3	3	1	2	4	2	1	2	8	0	370	1	45000	nan	18	16	16	12	16	5	1	1	46	48	nan	56	5	13	13	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	nan	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1
1	2	1	1	3	2	1	2	4	2	1	2	0	0	170	1	45000	38	44	39	39	12	13	5	1	3	13	18	19	57	5	13	12	1	1	3	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	nan	0	1	0	0	0	0	0	0	0	1	0	nan	1	1	0	0	1
4	2	1	1	1	3	1	1	1	2	1	2	0	0	0	1	112250	23	26	24	24	12	12	3	1	3	18	20	21	44	5	10	12	1	2	2	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
4	11	1	1	1	6	1	1	4	11	1	2	2	0	30	1	55000	15	24	16	16	12	12	6	1	3	48	56	57	70	5	12	12	0	2	2	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	nan	0	0	0	0	0	1	0	0	0	0	1	nan	1	1	0	1	1
4	2	1	1	3	6	1	2	4	2	1	2	17	0	10	1	67250	37	39	38	38	9	12	7	1	2	42	43	44	64	5	7.5	12	0	1	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	nan	0	1	0	0	0	0	0	0	0	0	1	nan	1	1	0	0	1
1	3	1	6	3	5	1	2	4	5	1	1	8	0	130	4	162250	19	19	19	19	16	16	5	1	2	40	40	40	51	5	12	17	3	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	nan	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
3	3	1	1	1	1	1	3	4	3	1	2	10	0	10	1	80000	13	16	16	16	7.5	13	6	1	2	56	56	59	62	5	12	9	1	1	3	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	0	1	0	1	0	1	nan	1	1	1	0	1
4	3	1	3	1	8	1	1	4	13	1	2	1	0	350	1	67250	nan	0	0	.75	0	13	5	1	1	63	63	nan	62	4	11	11	3	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
3	13	1	1	3	5	1	2	3	13	1	1	0	0	440	1	37250	5	5	5	5	17	17	2	1	2	24	24	24	29	5	14	16	0	2	2	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1
4	2	1	1	1	7	1	1	4	2	1	2	4	0	640	1	45000	56	60	60	60	7.5	13	7	1	2	21	21	25	77	5	12	12	3	2	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	1	0	0	0	0	1	0	0	0	1	nan	1	1	0	0	1
4	2	1	1	3	6	1	2	4	2	1	2	6	0	0	1	27250	45	45	45	45	5.5	12	5	1	2	16	16	16	67	5	9	11	0	2	2	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	1	0	0	0	0	0	0	0	1	1	1	nan	1	1	1	1	1
3	3	1	5	3	5	1	2	1	3	1	1	3	0	1020	2	55000	10	10	10	10	14	14	3	1	2	29	29	29	36	4	16	16	2	2	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
3	13	1	5	3	5	1	2	2	5	6	1	21	0	1510	4	137250	15	16	16	16	16	20	5	2	1	43	43	44	38	5	13	17	3	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
3	3	1	5	1	4	2	2	1	3	1	2	4	3	250	1	137250	nan	2	0	.44999998808	16	16	1	1	6	17	19	nan	23	4	12	12	1	0	3	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	nan	1	1	1	0	-1
1	13	1	6	3	2	1	2	1	13	1	2	1	0	0	1	112250	7	11	8	8	17	16	2	1	4	17	20	21	29	5	17	16	2	2	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1
3	11	1	1	1	7	1	1	4	11	1	2	7	0	1380	1	162250	31	34	33	33	12	12	4	1	4	15	16	18	56	5	12	10	3	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	nan	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
4	11	1	6	3	5	1	2	2	11	1	2	0	0	970	1	17250	1	2	1	1.5	10	12	4	1	6	47	48	48	49	4	14	14	1	2	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	nan	1	1	1	0	-1
2	3	1	5	3	2	1	3	1	13	1	2	1	0	60	1	200000	nan	3	3	2.5	14	16	2	1	2	22	22	nan	24	5	17	17	2	0	3	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1
1	2	1	6	3	2	1	2	1	2	1	1	6	0	10	5	112250	14	17	17	17	10	16	3	1	2	27	27	30	50	5	12	16	0	0	3	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
1	2	1	6	3	5	1	2	4	2	1	1	13	0	510	5	162250	4	22	5	5	12	17	5	1	2	40	57	58	49	4	16	17	3	2	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	nan	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1
5	3	1	1	3	1	1	2	3	1	1	2	2	0	170	1	92250	35	35	35	35	12	13	5	1	2	20	20	20	57	5	10	12	1	0	3	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
3	5	1	5	3	5	1	2	2	2	1	1	2	0	270	5	80000	nan	3	2	4	12	17	4	1	1	50	51	nan	51	5	13	20	3	3	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1
1	1	1	1	3	7	1	3	1	1	1	2	1	1	180	1	67250	7	7	7	7	14	13	2	1	3	22	22	22	30	5	12	16	0	0	3	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1
5	1	2	3	3	5	2	2	1	1	2	2	5	0	0	1	8750	15	18	18	18	12	12	4	1	1	27	27	30	40	4	5.5	12	1	3	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	nan	1	1	0	0	-1
1	2	1	6	3	5	1	2	1	11	1	1	10	0	0	5	45000	nan	7	2	4	13	12	3	1	2	33	38	nan	50	4	13	12	1	2	2	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	1	1
4	11	1	1	1	4	1	2	1	11	1	2	2	2	50	1	112250	11	15	15	15	14	20	3	1	4	21	21	25	34	5	12	12	1	0	3	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	nan	1	1	1	0	1
