AGE_DIFFERENCE	ALT_PARTNER_GENDER	CASEID_NEW	CHILDREN_IN_HH	CIVILNOTREALLY	CORESIDENT	DISTANCEMOVED_10MI	DURATION	EITHER_INTERNET	EITHER_INTERNET_ADJUSTED	GENDER_ATTRACTION	GLBSTATUS	HCMST_MAIN_INTERVIEW_YRMO	HHINC	HOME_COUNTRY_RECODE	HOW_LONG_AGO_FIRST_COHAB	HOW_LONG_AGO_FIRST_MET	HOW_LONG_AGO_FIRST_MET_CAT	HOW_LONG_AGO_FIRST_ROMANTIC	HOW_LONG_RELATIONSHIP	HOW_MET_ONLINE	INTERSTATE_MOVER_PP1_PP2	INTERSTATE_MOVER_PP1_PP3	INTERSTATE_MOVER_PP2_PP3	IRB_CONSENT	MARRIED	MARRYCOUNTRY	MARRYNOTREALLY	MET_THROUGH_AS_COWORKERS	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_FAMILY	MET_THROUGH_FRIENDS	OWN_RELIGION_CHILD_RECLASS	PAPEVANGELICAL	PAPGLB_FRIEND	PAPGLB_STATUS	PAPRELIGION	PARENTAL_APPROVAL	PARTNER_DECEASED	PARTNER_MOM_YRSED	PARTNER_RACE	PARTNER_RELIGION_AT_16	PARTNER_RELIGION_CHILD_RECLASS	PARTNER_RELIGION_RECLASSIFIED	PARTNER_RELIG_16_CAT	PARTNER_YRSED	POTENTIAL_PARTNER_GENDER_RECODES	PP2_AFTERP1	PP2_IEDUC2	PP2_IGDR2	PP2_PPCMDATE_YRMO	PP2_PPEDUC	PP2_PPEDUCAT	PP2_PPETHM	PP2_PPHHHEAD	PP2_PPHHSIZE	PP2_PPHOUSE	PP2_PPINCIMP	PP2_PPMARIT	PP2_PPMSACAT	PP2_PPNET	PP2_PPREG4	PP2_PPREG9	PP2_PPRENT	PP2_PPT01	PP2_PPT1317	PP2_PPT18OV	PP2_PPT25	PP2_PPT612	PP2_PPWORK	PP2_RESPONDENT_YRSED	PP3_NEWER	PP3_PPCMDATE_YRMO	PP3_PPEDUC	PP3_PPEDUCAT	PP3_PPETHM	PP3_PPHHHEAD	PP3_PPHHSIZE	PP3_PPHOUSE	PP3_PPINCIMP	PP3_PPMARIT	PP3_PPMSACAT	PP3_PPNET	PP3_PPREG4	PP3_PPREG9	PP3_PPRENT	PP3_PPT01	PP3_PPT1317	PP3_PPT18OV	PP3_PPT25	PP3_PPT612	PP3_PPWORK	PP3_RESPONDENT_YRSED	PPAGE	PPAGECAT	PPAGECT4	PPEDUC	PPEDUCAT	PPETHM	PPGENDER	PPHHCOMP11_MEMBER10_AGE	PPHHCOMP11_MEMBER10_GENDER	PPHHCOMP11_MEMBER10_RELATIONSHIP	PPHHCOMP11_MEMBER11_AGE	PPHHCOMP11_MEMBER11_GENDER	PPHHCOMP11_MEMBER11_RELATIONSHIP	PPHHCOMP11_MEMBER12_AGE	PPHHCOMP11_MEMBER12_GENDER	PPHHCOMP11_MEMBER12_RELATIONSHIP	PPHHCOMP11_MEMBER13_AGE	PPHHCOMP11_MEMBER13_GENDER	PPHHCOMP11_MEMBER13_RELATIONSHIP	PPHHCOMP11_MEMBER14_AGE	PPHHCOMP11_MEMBER14_GENDER	PPHHCOMP11_MEMBER14_RELATIONSHIP	PPHHCOMP11_MEMBER15_AGE	PPHHCOMP11_MEMBER15_GENDER	PPHHCOMP11_MEMBER15_RELATIONSHIP	PPHHCOMP11_MEMBER2_AGE	PPHHCOMP11_MEMBER2_GENDER	PPHHCOMP11_MEMBER2_RELATIONSHIP	PPHHCOMP11_MEMBER3_AGE	PPHHCOMP11_MEMBER3_GENDER	PPHHCOMP11_MEMBER3_RELATIONSHIP	PPHHCOMP11_MEMBER4_AGE	PPHHCOMP11_MEMBER4_GENDER	PPHHCOMP11_MEMBER4_RELATIONSHIP	PPHHCOMP11_MEMBER5_AGE	PPHHCOMP11_MEMBER5_GENDER	PPHHCOMP11_MEMBER5_RELATIONSHIP	PPHHCOMP11_MEMBER6_AGE	PPHHCOMP11_MEMBER6_GENDER	PPHHCOMP11_MEMBER6_RELATIONSHIP	PPHHCOMP11_MEMBER7_AGE	PPHHCOMP11_MEMBER7_GENDER	PPHHCOMP11_MEMBER7_RELATIONSHIP	PPHHCOMP11_MEMBER8_AGE	PPHHCOMP11_MEMBER8_GENDER	PPHHCOMP11_MEMBER8_RELATIONSHIP	PPHHCOMP11_MEMBER9_AGE	PPHHCOMP11_MEMBER9_GENDER	PPHHCOMP11_MEMBER9_RELATIONSHIP	PPHHHEAD	PPHISPAN	PPHOUSE	PPHOUSEHOLDSIZE	PPINCIMP	PPMARIT	PPMSACAT	PPNET	PPPADATE_YRMO	PPPARTYID3	PPPPCMDATE_YRMO	PPQ14ARACE	PPRACE_ASIANINDIAN	PPRACE_BLACK	PPRACE_CHINESE	PPRACE_FILIPINO	PPRACE_GUAMANIAN	PPRACE_HAWAIIAN	PPRACE_JAPANESE	PPRACE_KOREAN	PPRACE_NATIVEAMERICAN	PPRACE_OTHERASIAN	PPRACE_OTHERPACIFICISLANDER	PPRACE_SAMOAN	PPRACE_SOMEOTHERRACE	PPRACE_VIETNAMESE	PPRACE_WHITE	PPREG4	PPREG9	PPRENT	PPT01	PPT1317	PPT18OV	PPT25	PPT612	PPWORK	PP_IEDUC1	PP_IGDR1	Q10	Q11	Q12	Q13A	Q13B	Q14	Q15A1	Q15A1_COMPRESSED	Q15A1_OTHER_UNEDITED	Q15A3_CODES	Q16	Q17A	Q17B	Q17C	Q17D	Q18A_1	Q18A_2	Q18A_3	Q18A_REFUSED	Q18B_CODES	Q18C_CODES	Q19	Q20	Q21A	Q21A_REFUSAL	Q21B	Q21B_REFUSAL	Q21C	Q21C_REFUSAL	Q21D	Q21D_REFUSAL	Q21E	Q21E_REFUSAL	Q22	Q23	Q24_BAR_RESTAURANT	Q24_BLIND_DATE	Q24_BTWN_I_COWORK	Q24_BTWN_I_FAMILY	Q24_BTWN_I_FRIEND	Q24_BTWN_I_NEIGHBOR	Q24_BTWN_I_SIG_OTHER	Q24_BUSINESS_TRIP	Q24_CHURCH	Q24_CODES	Q24_COLLEGE	Q24_CUSTOMER	Q24_FAM_AUNT_NIECE_ACTIVE	Q24_FAM_AUNT_NIECE_PASSIVE	Q24_FAM_BROTHER_ACTIVE	Q24_FAM_BROTHER_PASSIVE	Q24_FAM_COUSINS_ACTIVE	Q24_FAM_COUSINS_PASSIVE	Q24_FAM_FATHER_ACTIVE	Q24_FAM_FATHER_PASSIVE	Q24_FAM_FEMALE	Q24_FAM_GRANDFATHER_ACTIVE	Q24_FAM_GRANDFATHER_PASSIVE	Q24_FAM_GRANDMOTHER_ACTIVE	Q24_FAM_GRANDMOTHER_PASSIVE	Q24_FAM_MALE	Q24_FAM_MOTHER_ACTIVE	Q24_FAM_MOTHER_PASSIVE	Q24_FAM_OTHER_ACTIVE	Q24_FAM_OTHER_PASSIVE	Q24_FAM_SISTER_ACTIVE	Q24_FAM_SISTER_PASSIVE	Q24_FAM_UNCLE_NEPHEW_ACTIVE	Q24_FAM_UNCLE_NEPHEW_PASSIVE	Q24_INTERNET_CHAT	Q24_INTERNET_COMMUNITY	Q24_INTERNET_DATING	Q24_INTERNET_GAME	Q24_INTERNET_OTHER	Q24_INTERNET_SOCIAL_NETWORKING	Q24_MET_ONLINE	Q24_MILITARY	Q24_PRIVATE_PARTY	Q24_PUBLIC	Q24_P_COWORK	Q24_P_FAMILY	Q24_P_FRIEND	Q24_P_NEIGHBOR	Q24_P_SIG_OTHER	Q24_R_COWORK	Q24_R_FAMILY	Q24_R_FRIEND	Q24_R_NEIGHBOR	Q24_R_SIG_OTHER	Q24_SCHOOL	Q24_SINGLES_SERVICE_NON_INTERNET	Q24_VACATION	Q24_VOL_ORG	Q24_WORK_NEIGHBOR	Q25	Q26	Q27	Q28	Q29	Q30	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q31_9	Q31_OTHER_TEXT_ENTERED	Q32	Q32_INTERNET	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	Q33_OTHER_TEXT_ENTERED	Q34	Q35_CODES	Q35_TEXT_ENTERED	Q3_CODES	Q4	Q5	Q6A	Q6B	Q7A	Q7B	Q8A	Q8B	Q9	QFLAG	RECSOURCE	RELATIONSHIP_QUALITY	RESPONDENT_MOM_YRSED	RESPONDENT_RACE	RESPONDENT_RELIGION_AT_16	RESPONDENT_RELIG_16_CAT	RESPONDENT_YRSED	S1	S1A	S2	SAME_SEX_COUPLE	SUMMARY_Q24_TOTAL	US_RAISED	W2W3_COMBO_BREAKUP	W2_ASSIGNED	W2_BROKE_UP	W2_DAYS_ELAPSED	W2_DECEASED	W2_DONOTCONTACT	W2_DURATION	W2_F1COMPLETE	W2_HCMST_INTERVIEW_FIN_YRMO	W2_MULTINAME	W2_PANELSTAT	W2_Q1	W2_Q10	W2_Q2	W2_Q3	W2_Q4	W2_Q5	W2_Q6	W2_Q7	W2_Q8	W2_Q9	W2_SOURCE	W2_XMARRY	W2_XSS	W3_BROKE_UP	W3_COMPLETE	W3_DAYS_ELAPSED	W3_DURATION	W3_HCMST_INTERVIEW_FIN_YRMO	W3_MBTIMING_MONTH	W3_MBTIMING_YEAR	W3_MULTINAME	W3_NONMBTIMING_MONTH	W3_NONMBTIMING_YEAR	W3_Q1	W3_Q10	W3_Q2	W3_Q3	W3_Q4	W3_Q5	W3_Q6	W3_Q7	W3_Q8	W3_Q9	W3_SOURCE	W3_STATUS	W3_XDECEASED	W3_XLAST	W3_XMARRY	W3_XMONTH	W3_XPARTNERED	W3_XQUALIFIED	W3_XSS	W3_XTYPE	W3_XYEAR	WEIGHT1	WEIGHT2	WEIGHT3	WEIGHT4	WEIGHT5	WEIGHT6	WEIGHT7	WEIGHT_COUPLES_CORESIDENT	ZPFORBORN_CAT	ZPHISP_CAT	ZPMEDHHINC_CAT	ZPNHBLACK_CAT	ZPNHWHITE_CAT	ZPRURAL_CAT	pp4_newer	pp4_ppcmdate_yrmo	pp4_ppeduc	pp4_ppeducat	pp4_ppethm	pp4_pphhhead	pp4_pphhsize	pp4_pphouse	pp4_ppincimp	pp4_ppmarit	pp4_ppmsacat	pp4_ppnet	pp4_ppreg4	pp4_ppreg9	pp4_pprent	pp4_ppt01	pp4_ppt1317	pp4_ppt18ov	pp4_ppt25	pp4_ppt612	pp4_ppwork	ppa2009_how_often_services	ppa2009_services_yrmo	relationship_quality_w4	success	w234_combo_breakup	w4_HCMST_interview_fin_yrmo	w4_attractive	w4_attractive_partner	w4_broke_up	w4_civ_year	w4_complete	w4_duration	w4_mar_month	w4_mar_year	w4_mbtiming_month	w4_mbtiming_year	w4_nonmbtiming_month	w4_nonmbtiming_year	w4_q1	w4_q10	w4_q2	w4_q3	w4_q4	w4_q5	w4_q6	w4_q7	w4_q8_a	w4_q8_b	w4_q9	w4_quality	w4_source	w4_status	w4_xcivil	w4_xlast	w4_xmarry	w4_xmonth	w4_xqualified	w4_xss	w4_xtype	w4_xwave1_month	w4_xyear
4	2	22526	0	 	1	10	20	1	1	4	1	200902	22250	 	7	7	3	7	7	3	0	0	0	1	0	 	 	0	0	0	0	 	1	1	1	3	 	0	12	1	2	 	 	1	14	 	1	0	0	200905	12	4	4	1	2	3	7	6	1	1	2	3	2	0	0	2	0	0	4	16	1	201107	12	4	4	1	2	3	6	6	1	1	2	3	2	0	0	2	0	0	4	16	52	4	3	12	4	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	47	3	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	8	3	2	7	6	1	1	200709	3	200711	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	0	0	2	0	0	1	0	0	11	9	2	2	2	12	1	1	 	 	0	 	2	4	 	0	0	1	0	 	 	1	 	45	 	45	 	45	 	 	 	 	 	 	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	4	 	0	0	0	1	0	0	0	0	0	0	6	1	-1	-1	-1	-1	-1	-1	-1	0	2	 	1	 	2	1	1	1	2	2	1	 	48	1	2	4	16	6	2	1	16	2	 	1	1	2	1	0	1	0	390	0	2	6	1	201003	 	2	 	 	 	 	 	1	1	2	1	 	1	2	1	0	1	774	2	201104	 	 	 	 	 	 	 	 	 	 	1	1	2	1	 	1	1	0	1	2	3	1	1	1	1	2010	4265	4265	4265	5618	7505	3576	3576	634.354187012	1	0	1	1	3	0	1	 	12	4	4	1	2	3	5	6	1	1	2	3	2	0	0	2	0	0	6	 	 	4	1	0	201303	2	1	0	 	1	3	 	 	 	 	 	 	 	 	 	 	 	1	1	2	1	 	 	2	1	1	 	 	 	 	1	1	 	 	 
2	2	23286	0	0	1	2510	13	0	0	3	1	200902	45000	 	6	9	3	8	8	 	0	0	0	1	1	USA	0	0	1	0	1	 	2	3	1	5	0	0	16	1	11	 	 	1	16	 	1	0	0	200904	14	4	1	1	2	3	16	1	1	1	4	9	2	0	0	2	0	0	1	20	1	201106	14	4	1	1	2	2	15	6	1	1	4	9	2	0	0	2	0	0	1	20	28	2	1	13	4	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	29	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	3	2	11	6	1	1	200709	3	200711	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9	2	0	0	2	0	0	1	0	0	12	12	2	2	5	14	1	1	 	 	0	1	 	3	 	1	0	0	0	 	 	1	 	19	 	20	 	22	 	23	 	26	 	 	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	1	2	2	1	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	 	1	 	2	1	1	1	2	13	2	11	30	1	2	4	20	1	5	3	17	1	 	 	1	4	1	0	1	0	390	0	2	0	1	201003	 	2	1	 	1	 	 	 	 	 	 	 	1	1	2	0	1	788	0	201104	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	1	1	0	1	1	3	1	1	2	1	2010	16485	16485	16485	8383	11198	10241	10241	9589.90625	3	2	2	3	0	0	1	 	14	4	1	1	3	2	13	6	1	1	4	9	2	1	0	2	0	0	1	 	 	4	1	0	201303	1	1	0	 	1	0	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	 	2	1	1	 	 	 	 	1	2	 	 	 
9	1	26315	0	 	0	1790	9	1	1	5	1	200902	45000	 	8	8	3	8	8	2	0	0	0	1	0	 	 	0	0	0	1	 	2	3	1	12	1	0	12	1	13	 	12	5	12	 	1	0	0	200905	11	3	1	1	1	3	11	5	1	1	3	5	1	0	0	1	0	0	1	14	1	201106	11	3	1	1	1	3	11	5	1	1	3	5	1	0	0	1	0	0	1	14	31	2	2	11	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	3	1	11	5	1	1	200709	3	200710	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	1	0	0	2	0	0	1	0	0	9	9	2	1	 	12	1	1	 	 	1	 	1	 	5	0	0	1	0	 	 	2	1	23	 	23	 	23	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	 	2	2	1	1	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	2	 	1	 	1	1	1	1	2	12	2	13	40	1	2	4	16	1	12	4	14	2	 	1	1	3	1	1	1	1	391	0	2	13	1	201003	 	2	 	1	 	 	 	2	 	 	 	1	1	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	2	0	 	 	 	4575	4575	4575	8656	11562	10270	10270	 	3	2	1	3	0	0	1	201309	11	3	1	1	1	3	12	5	1	1	3	5	1	0	0	1	0	0	1	6	200903	 	-1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	2	 
2	1	28536	0	 	1	60	8	0	0	4	1	200902	137250	 	12	12	4	12	12	 	0	0	0	1	0	 	 	0	0	0	0	 	2	1	1	2	1	0	13	1	1	 	 	1	17	 	1	0	0	200904	12	4	1	1	2	1	16	6	1	1	2	4	1	0	0	2	0	0	1	16	1	201107	12	4	1	1	2	1	17	6	1	1	2	4	1	0	0	2	0	0	1	16	53	4	3	12	4	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	54	2	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	2	17	6	1	1	200709	3	200710	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	0	0	2	0	0	1	0	0	13	10	2	1	 	13	1	1	 	 	1	 	1	 	4	0	0	1	0	 	 	1	 	41	 	41	 	41	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	3	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	1	1	2	 	1	 	1	1	1	1	2	13	2	1	55	1	2	4	17	1	2	1	16	2	 	1	1	1	1	0	1	0	389	0	2	0	1	201003	 	1	 	 	 	 	 	1	1	2	1	 	1	2	1	0	1	774	0	201104	 	 	 	 	 	 	 	 	 	 	1	1	2	1	 	1	1	0	1	2	3	1	1	1	1	2010	1924	1924	1924	1748	2335	1517	1517	1280.037231446	2	2	2	2	2	0	1	201305	12	4	1	1	2	1	15	6	1	1	2	4	1	0	0	2	0	0	1	5	200902	3	1	0	201303	2	2	0	 	1	1	 	 	 	 	 	 	 	 	 	 	 	1	1	2	1	 	 	3	1	1	0	2	2	4	1	1	1	2	2011
7	2	29584	0	 	0	220	9	0	0	4	1	200902	17250	 	28	30	6	30	30	 	0	0	0	1	1	 	 	1	0	0	0	 	2	3	1	2	1	0	13	1	3	 	 	2	17	 	1	0	0	200904	14	4	1	1	1	3	6	4	1	1	3	5	2	0	0	1	0	0	1	20	1	201107	13	4	1	1	1	3	7	4	1	1	3	5	2	0	0	1	0	0	1	17	58	5	3	13	4	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	3	1	6	4	1	1	200709	3	200710	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	2	0	0	1	0	0	1	0	0	13	10	2	1	 	10	1	1	 	 	0	1	 	 	4	 	 	 	 	 	 	2	1	28	 	28	 	30	 	30	 	 	 	 	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	 	1	 	2	2	1	1	2	2	2	3	51	1	2	4	13	1	2	1	17	1	 	 	0	2	1	0	1	0	389	0	2	0	1	201003	 	1	1	 	2	 	 	 	 	 	 	 	1	1	2	0	1	774	0	201104	 	 	 	 	 	1	 	2	 	 	 	 	 	 	 	1	1	0	1	1	3	1	1	2	2	2010	3173	3173	3173	2812	3756	2630	2630	 	1	1	2	2	2	0	1	201305	13	4	1	1	1	1	19	1	1	1	3	5	1	0	0	1	0	0	5	2	200903	4	1	0	201303	2	2	0	 	1	1	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	 	2	1	1	0	2	1	4	1	2	2	2	2011
9	1	33536	0	 	1	1950	12	0	0	5	1	200902	200000	 	15	15	4	15	15	 	0	0	0	1	0	 	 	0	0	0	0	 	2	1	1	2	1	0	12	2	2	 	 	1	17	 	1	0	0	200905	14	4	1	1	2	2	19	6	1	1	4	9	1	0	0	2	0	0	1	20	1	201107	14	4	1	1	2	2	16	6	1	1	4	9	1	0	0	2	0	0	1	20	53	4	3	14	4	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43	2	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	2	19	6	1	1	200809	3	200809	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9	1	0	0	2	0	0	2	0	0	13	9	2	1	 	12	1	1	 	 	0	 	1	 	5	0	0	1	0	 	 	1	 	38	 	38	 	38	 	 	 	 	 	 	2	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	 	1	 	1	1	1	2	2	2	1	 	44	1	2	5	16	1	2	1	20	2	 	1	1	1	1	0	1	0	390	0	2	8	1	201003	 	1	 	 	 	 	 	1	1	2	1	 	1	2	1	0	1	774	4	201104	 	 	 	 	 	 	 	 	 	 	1	1	2	1	 	1	1	0	1	2	3	1	1	1	1	2010	3190	3190	3190	2954	3946	3177	3177	4520.868164063	3	2	1	2	0	0	1	201207	14	4	1	1	2	2	18	6	1	1	4	9	1	0	0	2	0	0	2	4	200905	4	1	0	201303	1	1	0	 	1	1	 	 	 	 	 	 	 	 	 	 	 	1	1	2	1	 	 	2	1	1	0	2	2	4	1	1	1	2	2011
0	1	34341	0	 	1	2230	24	0	0	2	1	200902	80000	 	12	16	5	14	14	 	1	1	0	1	1	 	 	0	1	0	1	13	2	3	1	12	1	0	17	1	2	 	12	1	16	 	1	0	0	200905	12	4	1	1	2	1	15	1	1	1	4	9	2	0	0	2	0	0	1	16	1	201007	12	4	1	1	2	3	14	1	1	1	4	9	2	0	0	2	0	0	1	16	34	2	2	12	4	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	33	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	2	14	1	1	1	200801	3	200801	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	0	0	1	0	0	1	0	0	12	13	3	2	13	11	1	1	 	 	0	1	 	2	 	 	 	 	 	 	 	1	 	18	 	20	 	22	 	23	 	 	 	 	1	0	0	0	0	1	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	2	1	2	2	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	 	1	 	1	2	1	1	2	12	2	2	34	1	2	5	14	1	13	5	16	1	 	 	0	6	1	0	1	0	389	0	2	0	1	201003	 	1	1	 	1	 	 	 	 	 	 	 	1	1	2	0	1	774	0	201104	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	1	1	0	1	1	3	1	1	2	2	2010	4924	4924	4924	9149	12221	9021	9021	2575.498291016	2	2	2	1	2	0	0	201007	12	4	1	1	2	3	14	1	1	1	4	9	2	0	0	2	0	0	1	6	200903	5	1	0	201303	2	2	0	 	1	221	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	 	1	1	2	0	2	1	4	1	2	2	2	2011
15	1	35653	0	 	0	10	9	1	1	5	1	200902	45000	 	 	14	4	14	14	3	0	0	0	1	0	 	 	0	0	0	0	 	2	1	1	11	 	0	12	1	3	 	12	2	13	 	1	0	0	200904	13	4	1	1	2	1	11	5	1	1	4	8	1	0	0	2	0	0	3	17	1	201107	13	4	1	1	2	1	12	5	1	1	4	8	1	0	0	2	0	0	1	17	65	6	4	13	4	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	61	2	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	2	11	3	1	1	200709	3	200712	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	1	0	0	2	0	0	1	0	0	10	9	2	2	3	8	1	1	 	 	0	 	1	 	5	0	0	1	0	 	 	2	2	51	 	51	 	 	 	 	 	 	 	 	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	4	 	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	1	 	1	 	1	1	1	1	2	12	2	3	50	1	2	5	12	1	3	2	17	2	 	1	1	1	1	1	1	1	389	0	2	1	1	201003	 	1	 	2	 	 	 	2	 	 	 	3	1	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	2	0	 	 	 	2303	2303	2303	2377	3175	2016	2016	 	 	 	 	 	 	 	1	201305	13	4	1	1	2	1	12	6	1	1	4	8	1	0	0	2	0	0	1	6	200903	 	-1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	2	 
