CASEID_NEW	WEIGHT1	WEIGHT2	PPAGE	PPAGECAT	PPAGECT4	PPEDUC	PPEDUCAT	PPETHM	PPGENDER	PPHHHEAD	PPHOUSEHOLDSIZE	PPHOUSE	PPINCIMP	HHINC	PPMARIT	PPMSACAT	PPREG4	PPREG9	PPRENT	PPT01	PPT1317	PPT18OV	PPT25	PPT612	CHILDREN_IN_HH	PPWORK	PPNET	PPQ14ARACE	PPHISPAN	PPRACE_WHITE	PPRACE_BLACK	PPRACE_NATIVEAMERICAN	PPRACE_ASIANINDIAN	PPRACE_CHINESE	PPRACE_FILIPINO	PPRACE_JAPANESE	PPRACE_KOREAN	PPRACE_VIETNAMESE	PPRACE_OTHERASIAN	PPRACE_HAWAIIAN	PPRACE_GUAMANIAN	PPRACE_SAMOAN	PPRACE_OTHERPACIFICISLANDER	PPRACE_SOMEOTHERRACE	PAPGLB_FRIEND	PPPARTYID3	PAPEVANGELICAL	PAPRELIGION	PPPPCMDATE_YRMO	PPPADATE_YRMO	PPHHCOMP11_MEMBER2_AGE	PPHHCOMP11_MEMBER3_AGE	PPHHCOMP11_MEMBER4_AGE	PPHHCOMP11_MEMBER5_AGE	PPHHCOMP11_MEMBER6_AGE	PPHHCOMP11_MEMBER7_AGE	PPHHCOMP11_MEMBER8_AGE	PPHHCOMP11_MEMBER9_AGE	PPHHCOMP11_MEMBER10_AGE	PPHHCOMP11_MEMBER11_AGE	PPHHCOMP11_MEMBER12_AGE	PPHHCOMP11_MEMBER13_AGE	PPHHCOMP11_MEMBER14_AGE	PPHHCOMP11_MEMBER15_AGE	PPHHCOMP11_MEMBER2_GENDER	PPHHCOMP11_MEMBER3_GENDER	PPHHCOMP11_MEMBER4_GENDER	PPHHCOMP11_MEMBER5_GENDER	PPHHCOMP11_MEMBER6_GENDER	PPHHCOMP11_MEMBER7_GENDER	PPHHCOMP11_MEMBER8_GENDER	PPHHCOMP11_MEMBER9_GENDER	PPHHCOMP11_MEMBER10_GENDER	PPHHCOMP11_MEMBER11_GENDER	PPHHCOMP11_MEMBER12_GENDER	PPHHCOMP11_MEMBER13_GENDER	PPHHCOMP11_MEMBER14_GENDER	PPHHCOMP11_MEMBER15_GENDER	PPHHCOMP11_MEMBER2_RELATIONSHIP	PPHHCOMP11_MEMBER3_RELATIONSHIP	PPHHCOMP11_MEMBER4_RELATIONSHIP	PPHHCOMP11_MEMBER5_RELATIONSHIP	PPHHCOMP11_MEMBER6_RELATIONSHIP	PPHHCOMP11_MEMBER7_RELATIONSHIP	PPHHCOMP11_MEMBER8_RELATIONSHIP	PPHHCOMP11_MEMBER9_RELATIONSHIP	PPHHCOMP11_MEMBER10_RELATIONSHIP	PPHHCOMP11_MEMBER11_RELATIONSHIP	PPHHCOMP11_MEMBER12_RELATIONSHIP	PPHHCOMP11_MEMBER13_RELATIONSHIP	PPHHCOMP11_MEMBER14_RELATIONSHIP	PPHHCOMP11_MEMBER15_RELATIONSHIP	IRB_CONSENT	WEIGHT3	WEIGHT4	WEIGHT5	WEIGHT6	WEIGHT7	WEIGHT_COUPLES_CORESIDENT	HCMST_MAIN_INTERVIEW_YRMO	DURATION	QFLAG	GLBSTATUS	PAPGLB_STATUS	RECSOURCE	S1	S1A	S2	Q3_CODES	Q4	Q5	Q6A	Q6B	Q7A	Q7B	Q8A	Q8B	Q9	Q10	Q11	Q12	Q13A	Q13B	Q14	Q15A1_COMPRESSED	Q16	Q17A	Q17B	Q17C	Q17D	GENDER_ATTRACTION	Q18A_1	Q18A_2	Q18A_3	Q18A_REFUSED	Q18B_CODES	Q18C_CODES	Q19	Q20	Q21A	Q21A_REFUSAL	Q21B	Q21B_REFUSAL	Q21C	Q21C_REFUSAL	Q21D	Q21D_REFUSAL	Q21E	Q21E_REFUSAL	Q22	Q23	Q24_CODES	Q25	Q26	Q27	Q28	Q29	Q30	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q31_9	Q31_OTHER_TEXT_ENTERED	Q32	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	Q33_OTHER_TEXT_ENTERED	Q34	Q35_CODES	Q35_TEXT_ENTERED	Q24_MET_ONLINE	SUMMARY_Q24_TOTAL	Q24_R_COWORK	Q24_R_FRIEND	Q24_R_FAMILY	Q24_R_SIG_OTHER	Q24_R_NEIGHBOR	Q24_P_COWORK	Q24_P_FRIEND	Q24_P_FAMILY	Q24_P_SIG_OTHER	Q24_P_NEIGHBOR	Q24_BTWN_I_COWORK	Q24_BTWN_I_FRIEND	Q24_BTWN_I_FAMILY	Q24_BTWN_I_SIG_OTHER	Q24_BTWN_I_NEIGHBOR	Q24_SCHOOL	Q24_COLLEGE	Q24_MILITARY	Q24_CHURCH	Q24_VOL_ORG	Q24_CUSTOMER	Q24_BAR_RESTAURANT	Q24_INTERNET_DATING	Q24_INTERNET_SOCIAL_NETWORKING	Q24_INTERNET_GAME	Q24_INTERNET_CHAT	Q24_INTERNET_COMMUNITY	Q24_INTERNET_OTHER	Q24_PUBLIC	Q24_PRIVATE_PARTY	Q24_BLIND_DATE	Q24_VACATION	Q24_SINGLES_SERVICE_NON_INTERNET	Q24_BUSINESS_TRIP	Q24_WORK_NEIGHBOR	Q24_FAM_SISTER_ACTIVE	Q24_FAM_BROTHER_ACTIVE	Q24_FAM_MOTHER_ACTIVE	Q24_FAM_FATHER_ACTIVE	Q24_FAM_OTHER_ACTIVE	Q24_FAM_COUSINS_ACTIVE	Q24_FAM_AUNT_NIECE_ACTIVE	Q24_FAM_UNCLE_NEPHEW_ACTIVE	Q24_FAM_GRANDMOTHER_ACTIVE	Q24_FAM_GRANDFATHER_ACTIVE	Q24_FAM_SISTER_PASSIVE	Q24_FAM_BROTHER_PASSIVE	Q24_FAM_MOTHER_PASSIVE	Q24_FAM_FATHER_PASSIVE	Q24_FAM_OTHER_PASSIVE	Q24_FAM_COUSINS_PASSIVE	Q24_FAM_AUNT_NIECE_PASSIVE	Q24_FAM_UNCLE_NEPHEW_PASSIVE	Q24_FAM_GRANDMOTHER_PASSIVE	Q24_FAM_GRANDFATHER_PASSIVE	Q24_FAM_FEMALE	Q24_FAM_MALE	DISTANCEMOVED_10MI	MARRYNOTREALLY	MARRYCOUNTRY	CIVILNOTREALLY	PARTNER_DECEASED	PARTNER_RELIGION_RECLASSIFIED	PARTNER_RELIGION_CHILD_RECLASS	OWN_RELIGION_CHILD_RECLASS	Q32_INTERNET	HOW_MET_ONLINE	EITHER_INTERNET	EITHER_INTERNET_ADJUSTED	SAME_SEX_COUPLE	POTENTIAL_PARTNER_GENDER_RECODES	ALT_PARTNER_GENDER	HOW_LONG_AGO_FIRST_MET	HOW_LONG_AGO_FIRST_ROMANTIC	HOW_LONG_AGO_FIRST_COHAB	HOW_LONG_AGO_FIRST_MET_CAT	HOW_LONG_RELATIONSHIP	RESPONDENT_RACE	PARTNER_RACE	AGE_DIFFERENCE	MET_THROUGH_FRIENDS	MET_THROUGH_FAMILY	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_AS_COWORKERS	RESPONDENT_RELIGION_AT_16	RESPONDENT_RELIG_16_CAT	PARTNER_RELIGION_AT_16	PARTNER_RELIG_16_CAT	MARRIED	PARENTAL_APPROVAL	RESPONDENT_YRSED	PARTNER_YRSED	HOME_COUNTRY_RECODE	US_RAISED	PARTNER_MOM_YRSED	RESPONDENT_MOM_YRSED	RELATIONSHIP_QUALITY	CORESIDENT	PP2_AFTERP1	PP2_PPHHHEAD	PP2_PPHHSIZE	PP2_PPHOUSE	PP2_PPINCIMP	PP2_PPMARIT	PP2_PPMSACAT	PP2_PPEDUC	PP2_PPEDUCAT	PP2_RESPONDENT_YRSED	PP2_PPETHM	PP2_PPREG4	PP2_PPREG9	PP2_PPRENT	PP2_PPT01	PP2_PPT1317	PP2_PPT18OV	PP2_PPT25	PP2_PPT612	PP2_PPWORK	PP2_PPNET	PP2_PPCMDATE_YRMO	PP_IGDR1	PP_IEDUC1	PP2_IGDR2	PP2_IEDUC2	W2_DECEASED	W2_MULTINAME	W2_PANELSTAT	W2_DONOTCONTACT	W2_ASSIGNED	W2_F1COMPLETE	W2_HCMST_INTERVIEW_FIN_YRMO	W2_DURATION	W2_XMARRY	W2_XSS	W2_SOURCE	W2_Q1	W2_Q2	W2_Q3	W2_Q4	W2_Q5	W2_Q6	W2_Q7	W2_Q8	W2_Q9	W2_Q10	W2_BROKE_UP	W2_DAYS_ELAPSED	PP3_PPHHHEAD	PP3_PPHHSIZE	PP3_PPHOUSE	PP3_PPINCIMP	PP3_PPMARIT	PP3_PPMSACAT	PP3_PPRENT	PP3_PPREG4	PP3_PPREG9	INTERSTATE_MOVER_PP1_PP2	INTERSTATE_MOVER_PP2_PP3	INTERSTATE_MOVER_PP1_PP3	PP3_PPT01	PP3_PPT1317	PP3_PPT18OV	PP3_PPT25	PP3_PPT612	PP3_PPWORK	PP3_PPNET	PP3_PPCMDATE_YRMO	PP3_PPEDUC	PP3_PPEDUCAT	PP3_RESPONDENT_YRSED	PP3_PPETHM	PP3_NEWER	W2W3_COMBO_BREAKUP	W3_BROKE_UP	W3_XPARTNERED	W3_XDECEASED	W3_MULTINAME	W3_XSS	W3_XLAST	W3_XYEAR	W3_XMONTH	W3_XQUALIFIED	W3_STATUS	W3_COMPLETE	W3_SOURCE	W3_HCMST_INTERVIEW_FIN_YRMO	W3_DAYS_ELAPSED	W3_DURATION	W3_XMARRY	W3_XTYPE	W3_Q1	W3_Q2	W3_Q3	W3_Q4	W3_MBTIMING_YEAR	W3_MBTIMING_MONTH	W3_Q5	W3_Q6	W3_Q7	W3_Q8	W3_Q9	W3_Q10	W3_NONMBTIMING_YEAR	W3_NONMBTIMING_MONTH	ZPNHWHITE_CAT	ZPNHBLACK_CAT	ZPHISP_CAT	ZPMEDHHINC_CAT	ZPFORBORN_CAT	ZPRURAL_CAT	Q15A1_OTHER_UNEDITED	Q15A1	Q15A3_CODES	w4_xqualified	w4_status	w4_complete	w4_source	w4_duration	w4_HCMST_interview_fin_yrmo	w4_xtype	w4_xyear	w4_xmonth	w4_xmarry	w4_xlast	w4_xwave1_month	w4_xcivil	w4_xss	w4_q1	w4_q2	w4_quality	w4_attractive	w4_attractive_partner	w4_q3	w4_q4	w4_mbtiming_year	w4_mbtiming_month	w4_q5	w4_q6	w4_q7	w4_mar_year	w4_mar_month	w4_civ_year	w4_q8_a	w4_q8_b	w4_q9	w4_q10	w4_nonmbtiming_year	w4_nonmbtiming_month	relationship_quality_w4	w4_broke_up	w234_combo_breakup	pp4_ppeduc	pp4_ppeducat	pp4_ppethm	pp4_pphhhead	pp4_pphhsize	pp4_pphouse	pp4_ppincimp	pp4_ppmarit	pp4_ppmsacat	pp4_ppreg4	pp4_ppreg9	pp4_pprent	pp4_ppt01	pp4_ppt25	pp4_ppt612	pp4_ppt1317	pp4_ppt18ov	pp4_ppwork	pp4_ppnet	pp4_ppcmdate_yrmo	pp4_newer	ppa2009_services_yrmo	ppa2009_how_often_services	SUCCESS
22526	4265	4265	52	4	3	12	4	4	2	1	2	3	7	22250	6	1	2	3	2	0	0	2	0	0	0	1	1	-2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	200711	200709	47	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	4265	5618	7505	3576	3576	634.354187012	200902	20	1	1	1	2	2	nan	1	nan	2	1	1	1	2	2	1	nan	48	11	9	2	2	2	12	1	0	nan	2	4	nan	4	0	0	1	0	nan	nan	1	nan	45	nan	45	nan	45	nan	nan	nan	nan	nan	nan	3	nan	2	2	2	2	4	nan	0	0	0	1	0	0	0	0	0	0	6	-1	-1	-1	-1	-1	-1	-1	0	2	nan	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	nan	nan	nan	0	nan	nan	nan	1	3	1	1	1	nan	2	7	7	7	3	7	6	1	4	0	0	0	0	2	1	2	1	0	nan	16	14	nan	1	12	16	4	1	1	1	2	3	7	6	1	12	4	16	4	2	3	2	0	0	2	0	0	4	1	200905	0	0	0	0	0	nan	2	2	1	1	201003	6	2	1	1	nan	nan	nan	nan	1	1	2	1	nan	nan	0	390	1	2	3	6	6	1	2	2	3	0	0	0	0	0	2	0	0	4	1	201107	12	4	16	4	1	0	0	1	0	nan	1	1	2010	3	1	1	1	1	201104	774	2	2	1	nan	nan	nan	nan	nan	nan	1	1	2	1	nan	nan	nan	nan	3	1	0	1	1	0	nan	1	nan	1	1	1	1	3	201303	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	2	2	1	nan	nan	nan	nan	1	1	2	nan	nan	nan	1	nan	nan	nan	nan	nan	4	0	0	12	4	4	1	2	3	5	6	1	2	3	2	0	0	0	0	2	6	1	nan	1	nan	nan	1
23286	16485	16485	28	2	1	13	4	1	2	1	2	3	11	45000	6	1	4	9	2	0	0	2	0	0	0	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	5	200711	200709	29	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	16485	8383	11198	10241	10241	9589.90625	200902	13	1	1	1	2	1	nan	nan	nan	2	1	1	1	2	13	2	11	30	12	12	2	2	5	14	1	0	1	nan	3	nan	3	1	0	0	0	nan	nan	1	nan	19	nan	20	nan	22	nan	23	nan	26	nan	nan	1	nan	2	1	2	2	1	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	nan	1	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2510	0	USA	0	0	nan	nan	nan	0	nan	0	0	1	nan	2	9	8	6	3	8	1	1	2	1	0	1	0	5	3	11	1	1	0	17	16	nan	1	16	20	4	1	1	1	2	3	16	1	1	14	4	20	1	4	9	2	0	0	2	0	0	1	1	200904	0	0	0	0	0	nan	2	2	1	1	201003	0	1	2	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	0	390	1	2	2	15	6	1	2	4	9	0	0	0	0	0	2	0	0	1	1	201106	14	4	20	1	1	0	0	1	0	nan	2	1	2010	3	1	1	1	1	201104	788	0	1	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	3	2	2	3	0	nan	1	nan	1	1	1	1	0	201303	nan	nan	nan	nan	nan	nan	nan	2	1	1	2	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4	0	0	14	4	1	1	3	2	13	6	1	4	9	2	1	0	0	0	2	1	1	nan	1	nan	nan	1
26315	4575	4575	31	2	2	11	3	1	1	1	1	3	11	45000	5	1	3	5	1	0	0	2	0	0	0	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	12	200710	200709	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	4575	8656	11562	10270	10270	nan	200902	9	1	1	1	2	2	nan	1	nan	1	1	1	1	2	12	2	13	40	9	9	2	1	nan	12	1	1	nan	1	nan	5	5	0	0	1	0	nan	nan	2	1	23	nan	23	nan	23	nan	nan	nan	nan	nan	nan	1	nan	2	nan	2	2	1	1	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	2	nan	1	1	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1790	nan	nan	nan	0	12	nan	nan	0	2	1	1	1	nan	1	8	8	8	3	8	1	1	9	1	0	0	0	12	4	13	5	0	1	14	12	nan	1	12	16	4	0	1	1	1	3	11	5	1	11	3	14	1	3	5	1	0	0	1	0	0	1	1	200905	0	0	0	0	0	nan	2	2	1	1	201003	13	2	1	1	nan	nan	nan	nan	2	nan	nan	nan	1	1	1	391	1	1	3	11	5	1	1	3	5	0	0	0	0	0	1	0	0	1	1	201106	11	3	14	1	1	1	nan	2	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	3	2	1	3	0	nan	1	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	11	3	1	1	1	3	12	5	1	3	5	1	0	0	0	0	1	1	1	201309	1	200903	6	-1
28536	1924	1924	53	4	3	12	4	1	1	1	2	1	17	137250	6	1	2	4	1	0	0	2	0	0	0	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	200710	200709	54	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	1924	1748	2335	1517	1517	1280.037231446	200902	8	1	1	1	2	2	nan	1	nan	1	1	1	1	2	13	2	1	55	13	10	2	1	nan	13	1	1	nan	1	nan	4	4	0	0	1	0	nan	nan	1	nan	41	nan	41	nan	41	nan	nan	nan	nan	nan	nan	1	nan	2	2	2	2	3	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	2	nan	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	nan	nan	nan	0	nan	nan	nan	0	nan	0	0	1	nan	1	12	12	12	4	12	1	1	2	0	0	0	0	2	1	1	1	0	1	16	17	nan	1	13	17	4	1	1	1	2	1	16	6	1	12	4	16	1	2	4	1	0	0	2	0	0	1	1	200904	0	0	0	0	0	nan	1	2	1	1	201003	0	2	1	1	nan	nan	nan	nan	1	1	2	1	nan	nan	0	389	1	2	1	17	6	1	1	2	4	0	0	0	0	0	2	0	0	1	1	201107	12	4	16	1	1	0	0	1	0	nan	1	1	2010	3	1	1	1	1	201104	774	0	2	1	nan	nan	nan	nan	nan	nan	1	1	2	1	nan	nan	nan	nan	2	2	2	2	2	0	nan	1	nan	1	1	1	1	1	201303	1	2011	4	2	2	2	0	1	nan	nan	3	2	2	nan	nan	nan	nan	1	1	2	nan	nan	nan	1	nan	nan	nan	nan	nan	3	0	0	12	4	1	1	2	1	15	6	1	2	4	1	0	0	0	0	2	1	1	201305	1	200902	5	1
29584	3173	3173	58	5	3	13	4	1	1	1	1	3	6	17250	4	1	3	5	2	0	0	1	0	0	0	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	200710	200709	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	3173	2812	3756	2630	2630	nan	200902	9	1	1	1	2	1	nan	nan	nan	2	2	1	1	2	2	2	3	51	13	10	2	1	nan	10	1	0	1	nan	nan	4	4	nan	nan	nan	nan	nan	nan	2	1	28	nan	28	nan	30	nan	30	nan	nan	nan	nan	3	nan	2	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	nan	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	nan	nan	nan	0	nan	nan	nan	0	nan	0	0	0	nan	2	30	30	28	6	30	1	1	7	0	0	0	1	2	1	3	2	1	1	17	17	nan	1	13	13	4	0	1	1	1	3	6	4	1	14	4	20	1	3	5	2	0	0	1	0	0	1	1	200904	0	0	0	0	0	nan	1	2	1	1	201003	0	1	2	1	1	2	nan	nan	nan	nan	nan	nan	nan	nan	0	389	1	1	3	7	4	1	2	3	5	0	0	0	0	0	1	0	0	1	1	201107	13	4	17	1	1	0	0	1	0	nan	2	1	2010	3	1	1	1	1	201104	774	0	1	2	1	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	2	1	2	1	0	nan	1	nan	1	1	1	1	1	201303	2	2011	4	1	2	2	0	2	1	1	2	2	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4	0	0	13	4	1	1	1	1	19	1	1	3	5	1	0	0	0	0	1	5	1	201305	1	200903	2	1
33536	3190	3190	53	4	3	14	4	1	1	1	2	2	19	200000	6	1	4	9	1	0	0	2	0	0	0	2	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	200809	200809	43	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	3190	2954	3946	3177	3177	4520.868164063	200902	12	1	1	1	2	2	nan	1	nan	1	1	1	2	2	2	1	nan	44	13	9	2	1	nan	12	1	0	nan	1	nan	5	5	0	0	1	0	nan	nan	1	nan	38	nan	38	nan	38	nan	nan	nan	nan	nan	nan	2	nan	2	2	2	2	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	nan	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1950	nan	nan	nan	0	nan	nan	nan	0	nan	0	0	1	nan	1	15	15	15	4	15	1	2	9	0	0	0	0	2	1	2	1	0	1	20	17	nan	1	12	16	5	1	1	1	2	2	19	6	1	14	4	20	1	4	9	1	0	0	2	0	0	1	1	200905	0	0	0	0	0	nan	1	2	1	1	201003	8	2	1	1	nan	nan	nan	nan	1	1	2	1	nan	nan	0	390	1	2	2	16	6	1	1	4	9	0	0	0	0	0	2	0	0	1	1	201107	14	4	20	1	1	0	0	1	0	nan	1	1	2010	3	1	1	1	1	201104	774	4	2	1	nan	nan	nan	nan	nan	nan	1	1	2	1	nan	nan	nan	nan	0	2	2	1	3	0	nan	1	nan	1	1	1	1	1	201303	1	2011	4	2	2	2	0	1	nan	nan	2	1	1	nan	nan	nan	nan	1	1	2	nan	nan	nan	1	nan	nan	nan	nan	nan	4	0	0	14	4	1	1	2	2	18	6	1	4	9	1	0	0	0	0	2	2	1	201207	1	200905	4	1
34341	4924	4924	34	2	2	12	4	1	2	1	2	1	14	80000	1	1	2	4	2	0	0	1	0	0	0	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	12	200801	200801	33	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	4924	9149	12221	9021	9021	2575.498291016	200902	24	1	1	1	2	1	nan	nan	nan	1	2	1	1	2	12	2	2	34	12	13	3	2	13	11	1	0	1	nan	2	nan	2	nan	nan	nan	nan	nan	nan	1	nan	18	nan	20	nan	22	nan	23	nan	nan	nan	nan	1	nan	2	1	2	2	1	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	nan	1	0	6	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2230	nan	nan	nan	0	12	nan	13	0	nan	0	0	0	nan	1	16	14	12	5	14	1	1	0	1	0	1	0	13	5	2	1	1	1	16	16	nan	1	17	14	5	1	1	1	2	1	15	1	1	12	4	16	1	4	9	2	0	0	2	0	0	1	1	200905	0	0	0	0	0	nan	1	2	1	1	201003	0	1	2	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	0	389	1	2	3	14	1	1	2	4	9	1	0	1	0	0	2	0	0	1	1	201007	12	4	16	1	1	0	0	1	0	nan	2	1	2010	3	1	1	1	1	201104	774	0	1	2	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	1	2	2	2	0	nan	1	nan	1	2	1	1	221	201303	2	2011	4	1	2	2	0	2	1	1	1	2	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5	0	0	12	4	1	1	2	3	14	1	1	4	9	2	0	0	0	0	2	1	1	201007	0	200903	6	1
