PPGENDER	PPAGE	PPINCIMP	HOW_LONG_AGO_FIRST_ROMANTIC	SAME_SEX_COUPLE	Q23	Q19	PPEDUC	Q18A_3	MET_THROUGH_FRIENDS	MET_THROUGH_FAMILY	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_AS_COWORKERS	Q24_CHURCH	Q24_SCHOOL	Q24_COLLEGE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q31_9	Q31_OTHER_TEXT_ENTERED	SUCCESS
2	30	12	9	0	3	1	7	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	37	8	1	1	1	1	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	64	11	20	0	1	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	56	16	9	1	1	1	12	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	48	16	28	0	3	1	12	nan	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
1	44	7	2	0	-1	2	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
1	64	17	49	0	1	1	12	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	41	7	1	0	1	2	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	71	9	2	0	3	2	9	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	40	3	1	0	3	2	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	35	14	17	0	1	1	13	nan	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	62	17	40	0	1	1	6	nan	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	24	7	3	0	3	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	50	9	7	0	3	1	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	48	14	33	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	29	8	6	0	3	1	14	nan	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	40	16	4	1	1	1	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	62	11	43	0	2	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	38	12	13	0	3	1	9	nan	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	36	13	20	0	2	1	9	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	44	19	14	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	72	18	16	1	3	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	46	6	0	0	3	2	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	51	13	26	0	1	1	9	nan	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1
2	29	13	6	0	1	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	35	12	16	0	3	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	52	12	26	0	1	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	44	18	14	1	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	38	19	19	0	3	1	13	nan	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1
2	27	14	10	0	3	1	12	nan	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
1	59	16	5	0	1	2	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	33	19	6	0	1	1	13	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	29	6	8	0	3	1	13	nan	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	52	16	6	0	1	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	47	16	22	0	1	1	12	nan	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	30	2	8	0	3	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	79	10	55	0	1	1	5	nan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	35	12	0	0	1	2	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	61	7	6	0	3	2	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	47	15	8	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	52	12	28	0	2	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	59	19	39	0	3	1	12	nan	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1
2	19	14	1	0	3	1	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	41	10	3	0	2	1	9	0	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	1	1
2	54	15	35	0	3	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	51	14	8	0	2	2	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	55	18	14	0	3	1	14	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	26	12	6	0	1	1	11	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	33	19	6	0	1	1	13	nan	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	76	8	50	0	3	1	13	nan	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	30	11	9	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	29	13	4	0	2	1	13	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
1	62	4	12	0	3	2	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	31	12	16	0	3	2	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	38	11	20	0	3	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	38	16	15	0	1	1	10	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	62	16	nan	0	3	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	34	11	6	0	1	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	44	16	1	1	1	2	13	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	33	11	4	0	3	1	9	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	24	3	6	0	1	2	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	68	9	49	0	3	1	7	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	40	13	11	0	3	1	12	nan	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	44	7	19	0	3	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	76	9	41	1	3	2	12	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	37	15	16	0	1	1	11	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	70	14	6	1	1	1	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	36	16	13	0	1	1	12	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	27	13	4	0	3	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	44	14	19	1	3	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	58	15	12	0	2	1	13	nan	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	21	16	2	0	3	2	10	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
1	41	13	4	0	1	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
1	33	11	1	0	3	2	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
1	50	15	5	1	3	1	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	47	19	8	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	44	10	14	0	1	1	12	nan	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	84	5	47	0	3	2	13	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	54	12	19	0	1	1	12	nan	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	70	8	53	0	3	1	9	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	27	8	8	0	1	1	8	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	28	15	5	0	3	1	12	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	31	15	9	0	1	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	29	7	0	0	1	2	12	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	52	7	26	0	3	1	4	nan	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
1	45	10	20	0	3	2	7	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1
2	40	11	14	0	1	1	6	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	55	11	6	0	3	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	53	14	30	0	3	1	12	nan	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	21	14	9	0	1	1	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1
1	31	11	0	0	1	2	13	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1
2	32	15	14	0	3	1	12	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	37	14	16	0	1	1	9	nan	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	56	12	35	0	3	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	24	7	7	0	3	1	10	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	21	13	0	0	3	2	8	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	39	2	2	1	3	1	11	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	22	15	1	0	1	2	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	39	16	9	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
1	43	9	11	0	1	1	11	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	46	14	27	0	3	1	13	nan	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1
2	20	15	3	0	1	2	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
2	44	13	16	0	1	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	29	11	10	0	3	1	12	nan	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	28	14	11	0	1	1	12	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	44	15	9	0	1	1	11	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	43	19	13	0	1	1	12	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	58	8	0	0	1	2	12	1	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	1	0	0	0	-1
1	51	14	33	0	3	1	9	nan	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
2	36	10	12	0	3	1	10	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	35	16	16	0	3	1	13	nan	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	64	12	47	0	1	1	10	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	53	18	32	0	1	1	11	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	57	15	12	1	1	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	28	13	11	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	28	9	8	0	2	1	10	nan	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1
1	30	11	10	0	3	1	11	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	53	11	8	1	3	2	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
1	33	15	15	0	1	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	36	17	19	0	1	1	14	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	36	18	15	0	1	1	13	nan	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	40	13	11	0	1	1	10	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	58	13	22	0	3	1	13	nan	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	71	9	53	0	2	1	8	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	41	16	12	1	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	21	16	5	0	1	1	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	47	12	19	1	3	1	10	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	46	19	6	1	3	1	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	20	1	4	0	2	2	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
1	51	16	29	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	43	7	6	0	3	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	39	11	7	0	1	1	11	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	57	12	40	0	3	1	6	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	80	15	55	0	1	1	12	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	64	16	20	1	3	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	38	2	21	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	24	13	3	0	3	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	25	10	3	0	3	2	9	1	nan	nan	nan	nan	nan	nan	nan	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
1	76	12	55	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	28	13	0	0	1	2	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	49	12	0	0	3	2	13	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	26	7	7	0	3	1	10	nan	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	42	13	0	0	2	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	44	14	13	1	3	1	9	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	52	13	22	0	1	1	14	nan	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1
1	49	18	16	1	1	1	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	38	13	16	0	1	1	10	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	53	9	8	0	1	2	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
2	52	17	3	1	1	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	46	16	20	0	1	1	13	nan	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	44	11	21	0	2	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	27	16	2	0	1	1	11	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	82	12	54	0	3	1	12	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	79	12	57	0	1	1	10	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	49	13	0	1	2	2	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
2	24	16	2	0	2	1	10	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	-1
2	44	12	0	1	1	2	11	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	48	13	24	0	1	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	51	12	16	0	3	1	6	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	20	19	3	0	1	2	10	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1
1	55	13	9	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	41	15	21	0	1	1	11	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	20	11	6	0	-1	1	9	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	1	1
2	26	13	7	0	3	1	12	nan	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1
1	36	11	11	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	50	16	9	1	1	1	11	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	19	19	0	0	3	2	7	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	-1
2	27	12	5	0	3	1	12	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	21	3	2	0	2	2	10	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
2	89	11	58	1	3	1	10	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	55	16	30	1	2	1	12	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	47	14	13	0	1	1	10	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1
1	36	16	17	0	1	1	12	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	58	15	26	0	1	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	49	16	12	1	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	50	15	32	0	1	1	9	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	53	16	15	1	2	1	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	41	8	14	0	1	1	14	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	51	4	21	0	3	2	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	74	5	41	0	3	2	6	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	41	7	3	0	1	1	9	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	29	11	14	0	1	1	12	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	42	11	15	0	1	1	12	nan	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	49	14	21	0	2	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	78	12	60	0	1	1	11	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	28	13	1	0	3	2	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	45	17	9	0	3	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	62	8	17	0	1	2	10	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	62	6	39	0	2	1	5	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	24	19	3	0	1	2	11	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1
1	52	16	15	1	3	1	14	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	43	13	5	1	3	1	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	21	13	2	0	3	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	21	17	1	0	3	2	10	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	-1
1	44	17	22	0	2	1	12	nan	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	44	13	9	0	3	1	12	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	22	10	1	0	1	2	10	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	46	16	10	1	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	43	15	8	0	1	1	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	56	17	30	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	59	19	41	0	3	1	14	nan	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1
1	40	13	1	0	1	1	13	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	1	0	0	0	0	1	0	1
1	50	13	27	0	1	1	10	nan	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	29	13	5	0	3	2	10	1	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	1	-1
1	36	16	16	0	1	1	13	nan	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	49	11	9	0	1	1	9	nan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	51	17	33	0	3	1	13	nan	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	60	15	38	0	3	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	56	12	39	0	3	1	9	nan	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	39	16	24	0	3	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	31	18	4	1	1	2	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	63	13	23	1	1	2	13	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	29	12	15	0	3	1	12	nan	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	59	12	31	0	3	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	30	13	12	0	3	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	38	13	10	0	1	1	10	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	64	14	46	0	2	1	8	nan	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	52	16	30	1	1	1	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1
2	36	3	10	1	3	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
1	39	15	15	0	1	1	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
2	63	12	13	1	1	1	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	41	12	13	0	2	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	42	12	24	0	1	1	9	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	59	17	30	0	3	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	41	19	16	1	3	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	38	13	6	0	3	1	13	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	19	13	0	0	3	2	10	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	62	16	34	0	1	1	10	nan	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	78	8	58	0	3	1	9	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	50	12	29	0	1	1	11	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	68	19	23	1	3	1	14	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	65	10	46	0	1	1	10	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	1	1
1	44	15	7	1	1	1	14	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	28	13	11	0	2	1	11	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	25	19	3	0	3	1	12	nan	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	31	13	5	0	1	1	14	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	61	4	1	1	1	1	12	1	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	1	0	0	-1
2	26	17	6	0	3	1	10	nan	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	25	14	1	0	3	2	10	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	21	9	1	0	3	2	11	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	29	11	1	1	3	1	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	43	16	11	1	3	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	42	11	22	0	3	1	9	nan	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	71	10	51	0	1	1	6	nan	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	56	14	36	0	1	1	12	nan	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	22	19	4	0	1	1	11	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	36	13	11	0	1	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	61	14	9	1	3	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	69	15	47	0	1	1	13	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
