PAPGLB_FRIEND	PAPRELIGION	PARTNER_RACE	PPMARIT	PPPARTYID3	PPREG9	PPRENT	Q12	Q29	Q7B	RESPONDENT_RACE	PAPGLB_STATUS	AGE_DIFFERENCE	CHILDREN_IN_HH	DISTANCEMOVED_10MI	GENDER_ATTRACTION	HHINC	HOW_LONG_AGO_FIRST_COHAB	HOW_LONG_AGO_FIRST_MET	HOW_LONG_AGO_FIRST_ROMANTIC	HOW_LONG_RELATIONSHIP	PARTNER_MOM_YRSED	PARTNER_YRSED	PPAGECAT	PPHOUSE	PPHOUSEHOLDSIZE	Q21A	Q21B	Q21C	Q9	RELATIONSHIP_QUALITY	RESPONDENT_MOM_YRSED	RESPONDENT_YRSED	ZPFORBORN_CAT	ZPNHBLACK_CAT	ZPNHWHITE_CAT	CORESIDENT	GLBSTATUS	MARRIED	MET_THROUGH_AS_COWORKERS	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_FAMILY	MET_THROUGH_FRIENDS	PPHHHEAD	PPMSACAT	PPNET	Q24_MET_ONLINE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q32_INTERNET	SAME_SEX_COUPLE	US_RAISED	ZPRURAL_CAT	PARENTAL_APPROVAL	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	EITHER_INTERNET_ADJUSTED	PAPEVANGELICAL	Q13A	Q25	Q26	Q27	Q28	Q7A	Q8A
1	2	nan	5	3	2	3	nan	nan	nan	1	2	nan	1	nan	nan	27250	nan	nan	nan	nan	nan	nan	1	1	6	nan	nan	nan	nan	nan	nan	13	2	2	1	nan	0	0	nan	nan	nan	nan	0	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	3	nan	2	1	6	1	nan	nan	nan	2	2	nan	0	nan	nan	37250	nan	nan	nan	nan	nan	nan	6	1	2	nan	nan	nan	nan	nan	nan	12	0	3	0	nan	0	0	nan	nan	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
3	13	1	5	1	8	1	3	1	13	1	2	3	0	0	1	80000	nan	3	3	2.5	17	16	1	1	3	18	18	nan	24	5	12	13	1	1	2	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	1
3	13	6	5	3	6	1	3	1	9	6	1	4	1	0	5	67250	nan	0	0	.05000000075	12	13	1	1	4	21	21	nan	25	5	13	13	0	2	2	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0
1	3	1	5	3	2	1	4	1	5	1	2	9	0	0	1	45000	1	2	2	1.5	12	16	2	3	2	27	27	28	38	5	12	16	1	1	3	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0
1	11	1	1	3	2	1	2	4	13	1	2	4	0	0	1	45000	1	2	2	4	16	16	2	1	1	25	25	26	31	5	16	16	1	2	3	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	nan	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1
2	11	nan	3	1	8	2	nan	nan	nan	1	2	nan	0	nan	nan	37250	nan	nan	nan	nan	nan	nan	3	3	1	nan	nan	nan	nan	nan	nan	13	1	0	2	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	2	1	6	3	4	1	5	1	13	1	1	3	0	20	5	137250	6	7	7	7	nan	13	2	1	4	23	23	24	27	4	12	14	2	2	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1
4	1	1	1	1	5	1	3	4	1	1	2	1	0	0	1	45000	53	55	55	55	7.5	12	6	1	1	17	17	19	71	5	7.5	12	1	2	2	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	nan	0	1	0	0	0	0	0	0	0	0	1	nan	1	1	0	0
4	2	nan	2	3	9	1	nan	nan	nan	1	2	nan	0	nan	nan	22250	nan	nan	nan	nan	nan	nan	7	3	1	nan	nan	nan	nan	nan	nan	16	3	1	1	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
2	3	nan	5	1	8	1	nan	nan	nan	1	2	nan	0	nan	nan	67250	nan	nan	nan	nan	nan	nan	3	1	1	nan	nan	nan	nan	nan	nan	16	2	1	2	nan	0	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	5	1	1	3	9	1	3	1	13	1	2	3	2	2440	1	162250	19	24	21	21	12	14	3	2	4	14	17	19	41	5	16	16	3	2	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1
1	2	1	5	3	4	1	2	3	13	1	1	13	0	20	5	55000	1	10	1	1.5	13	16	4	1	2	41	50	50	38	4	12	16	1	0	3	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0
4	11	2	1	3	1	1	2	1	2	2	2	5	0	0	1	200000	25	30	29	29	7.5	13	4	1	6	19	20	24	54	5	13	12	3	3	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	nan	0	0	1	0
4	11	1	1	1	2	1	1	1	11	1	2	2	3	60	1	37250	15	19	15	15	12	12	3	1	6	17	21	21	38	5	12	12	1	0	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	nan	0	1	0	0
4	11	1	1	1	2	1	5	1	13	1	2	0	1	0	1	67250	15	17	17	17	12	13	3	1	4	22	22	24	39	4	12	14	2	2	2	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0
3	12	3	6	3	8	3	1	1	2	6	1	6	2	620	4	80000	4	5	4	4	12	20	3	1	6	33	34	34	44	4	12	13	2	2	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0
4	2	1	6	3	3	1	5	3	2	1	2	5	1	0	1	55000	5	12	12	12	11	12	3	1	4	23	23	30	30	5	12	12	1	3	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	nan	1	1	1	0
1	11	1	1	1	3	1	1	4	11	1	2	2	0	40	1	17250	58	61	58	58	7.5	12	7	3	2	22	25	25	85	5	9	12	3	2	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	nan	1	0	0	0	0	0	0	0	0	1	1	nan	0	1	0	1
3	12	1	1	3	8	2	3	1	4	1	1	22	2	930	3	80000	7	7	7	7	12	17	2	1	6	21	21	21	50	5	7.5	13	3	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1
3	2	1	6	3	1	2	2	3	2	1	1	7	0	0	5	55000	21	22	22	22	12	14	3	3	3	22	22	23	51	5	12	13	2	0	2	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0
3	12	nan	5	3	9	2	nan	nan	nan	1	1	nan	0	nan	nan	32250	nan	nan	nan	nan	nan	nan	4	3	1	nan	nan	nan	nan	nan	nan	20	3	2	0	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	11	1	1	1	9	1	5	-1	11	1	2	1	1	950	1	137250	22	22	22	22	20	16	4	1	5	26	26	26	49	nan	12	16	2	2	1	1	0	1	nan	nan	nan	nan	1	1	1	nan	-1	-1	-1	-1	-1	-1	-1	-1	nan	0	1	0	nan	-1	-1	-1	-1	-1	-1	-1	0	0	1	-2	-2	-2	-2	0	1
3	13	nan	3	3	4	1	nan	nan	nan	6	2	nan	0	nan	nan	45000	nan	nan	nan	nan	nan	nan	2	1	1	nan	nan	nan	nan	nan	nan	16	2	2	1	nan	0	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	1	1	1	1	9	1	1	4	13	1	2	6	0	0	1	55000	34	35	35	35	7.5	12	5	4	3	23	23	24	64	5	7.5	12	0	0	2	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	nan	0	1	0	0	0	0	0	0	0	0	0	nan	0	0	1	0
3	3	nan	5	3	2	2	nan	nan	nan	1	2	nan	0	nan	nan	17250	nan	nan	nan	nan	nan	nan	5	3	1	nan	nan	nan	nan	nan	nan	16	0	3	1	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
1	12	nan	3	3	1	1	nan	nan	nan	1	1	nan	1	nan	nan	45000	nan	nan	nan	nan	nan	nan	4	1	2	nan	nan	nan	nan	nan	nan	17	1	0	3	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	2	1	1	1	2	1	2	2	2	1	2	1	2	1260	1	137250	17	20	20	20	12	17	3	1	4	20	20	23	39	1	12	16	0	0	3	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0
2	2	1	1	1	3	1	3	1	11	1	2	0	3	0	1	45000	15	19	16	16	17	16	4	1	5	28	31	32	47	4	14	16	1	1	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1
3	1	2	1	3	3	1	2	1	1	2	2	13	2	0	1	67250	5	24	5	5	12	12	2	1	4	5	24	24	42	5	12	16	0	1	3	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	nan	0	1	0	0
2	1	1	1	1	5	1	2	4	2	1	2	1	0	1180	1	55000	48	58	55	55	7.5	12	6	1	2	12	15	22	69	5	14	12	3	2	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	0	0	0	nan	0	1	0	0
4	1	1	1	1	7	1	1	4	1	1	2	5	0	90	1	55000	36	36	36	36	11	12	5	1	2	25	25	25	66	5	9	11	1	0	2	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	0	0	0	nan	0	1	0	0
3	2	nan	5	3	9	2	nan	nan	nan	1	1	nan	0	nan	nan	27250	nan	nan	nan	nan	nan	nan	1	3	3	nan	nan	nan	nan	nan	nan	13	3	2	1	nan	1	0	nan	nan	nan	nan	0	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
3	5	6	5	3	6	1	2	1	13	1	2	2	0	0	1	67250	nan	0	0	.75	12	13	2	1	4	26	26	nan	28	5	17	13	1	3	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0
4	3	1	1	1	7	1	5	1	3	6	2	6	3	240	1	55000	7	9	8	8	12	13	2	1	5	25	26	27	28	5	16	13	2	1	2	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0
2	3	1	1	1	7	1	1	4	3	1	2	1	0	90	1	32250	60	63	63	63	5.5	11	7	1	2	20	20	23	82	5	5.5	7.5	1	3	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	0	1	0	1	0	-2	nan	1	0	1	0
1	12	nan	5	3	8	1	nan	nan	nan	1	2	nan	0	nan	nan	11250	nan	nan	nan	nan	nan	nan	5	1	1	nan	nan	nan	nan	nan	nan	16	2	0	2	nan	0	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	13	1	1	3	7	1	5	3	3	1	1	1	3	1230	3	67250	14	17	17	17	12	13	2	1	6	16	16	19	32	4	12	12	3	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	nan	0	1	1	0
4	11	1	5	1	3	1	1	1	2	1	2	1	0	0	1	55000	1	4	2	1.5	16	13	1	1	2	16	18	19	19	5	16	12	2	2	2	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	nan	1	1	0	0
3	2	nan	3	1	2	1	nan	nan	nan	1	2	nan	0	nan	nan	32250	nan	nan	nan	nan	nan	nan	5	1	1	nan	nan	nan	nan	nan	nan	16	0	0	3	nan	0	0	nan	nan	nan	nan	1	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	11	1	1	3	5	3	5	4	11	1	2	3	0	0	1	13750	19	41	19	19	5.5	7.5	5	1	4	16	38	38	60	4	7.5	13	2	3	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	nan	0	1	0	0	0	0	0	0	0	0	1	nan	1	1	0	0
3	3	6	5	3	7	1	3	3	3	6	1	15	0	1090	5	55000	2	3	3	4	10	13	3	1	2	40	40	41	28	4	11	13	2	3	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0
1	11	1	1	1	3	1	1	1	11	1	2	2	2	560	3	45000	5	21	5	5	12	13	2	1	4	5	21	21	28	5	11	11	0	0	3	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	nan	0	1	1	0
4	2	1	1	1	5	1	3	4	2	1	2	2	0	1160	1	67250	25	27	25	25	12	12	6	1	2	44	46	46	73	5	16	13	1	0	3	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0
1	11	1	1	1	3	1	1	4	11	1	2	2	0	10	1	80000	11	16	12	12	12	13	5	1	2	48	52	53	62	5	12	12	0	0	3	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	nan	0	1	0	0	0	0	0	0	0	0	1	nan	1	1	0	1
4	3	nan	5	1	5	1	nan	nan	nan	6	2	nan	0	nan	nan	45000	nan	nan	nan	nan	nan	nan	1	1	4	nan	nan	nan	nan	nan	nan	13	0	2	2	nan	0	0	nan	nan	nan	nan	0	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	1	6	6	3	2	2	2	3	1	2	1	12	0	0	5	27250	9	9	9	9	7.5	13	2	3	2	23	23	23	44	nan	12	16	3	3	0	1	1	1	0	0	0	0	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	nan	1	1	0	nan	-1	-1	-1	-1	-1	-1	-1	0	1	0	1	1	1	1	1	1
4	2	1	5	1	2	1	1	1	3	1	2	1	2	0	1	200000	nan	5	3	4	14	13	1	1	5	14	16	nan	20	5	16	12	1	2	2	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	nan	0	1	1	0
1	3	nan	5	3	2	1	nan	nan	nan	1	2	nan	2	nan	nan	45000	nan	nan	nan	nan	nan	nan	1	3	5	nan	nan	nan	nan	nan	nan	13	1	0	3	nan	0	0	nan	nan	nan	nan	0	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
3	13	nan	5	3	5	1	nan	nan	nan	1	1	nan	0	nan	nan	22250	nan	nan	nan	nan	nan	nan	4	1	2	nan	nan	nan	nan	nan	nan	14	2	0	3	nan	1	0	nan	nan	nan	nan	0	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
2	3	2	5	3	5	2	2	1	11	2	2	1	0	230	1	2500	nan	4	2	4	16	12	1	3	3	19	21	nan	24	5	12	13	1	3	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0
4	9	nan	5	3	2	2	nan	nan	nan	2	2	nan	1	nan	nan	27250	nan	nan	nan	nan	nan	nan	1	3	5	nan	nan	nan	nan	nan	nan	12	1	1	2	nan	0	0	nan	nan	nan	nan	0	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	11	nan	2	3	9	1	nan	nan	nan	1	1	nan	0	nan	nan	45000	nan	nan	nan	nan	nan	nan	7	1	2	nan	nan	nan	nan	nan	nan	13	2	1	0	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	8	1	1	3	1	1	2	1	13	1	2	1	0	180	1	45000	13	13	12	12	12	13	3	1	3	26	27	26	38	4	12	16	1	1	3	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0
3	11	1	1	1	6	1	1	3	13	1	2	4	0	720	1	80000	27	29	29	29	10	12	4	1	5	19	19	21	44	5	12	12	0	3	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0
1	13	1	6	3	3	1	2	1	13	1	2	3	0	10	1	80000	nan	3	0	.75	14	16	1	1	2	19	22	nan	25	5	16	13	0	1	3	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1
4	1	1	1	3	3	1	2	1	2	1	2	0	0	120	1	45000	18	19	19	19	12	16	3	1	2	21	21	22	40	5	16	16	1	0	3	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0
5	11	6	1	1	7	1	5	1	9	6	2	0	0	270	1	45000	14	17	15	15	12	12	3	1	3	18	20	21	35	3	12	12	2	2	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	nan	1	1	0	1
1	3	6	5	3	9	1	2	1	13	1	2	5	2	0	1	162250	nan	2	1	1.5	0	13	1	1	4	19	20	nan	26	4	16	12	3	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	nan	0	1	1	1
5	1	nan	2	3	5	2	nan	nan	nan	1	2	nan	0	nan	nan	11250	nan	nan	nan	nan	nan	nan	6	4	2	nan	nan	nan	nan	nan	nan	12	0	2	3	nan	0	0	nan	nan	nan	nan	0	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	2	nan	2	1	5	1	nan	nan	nan	1	2	nan	0	nan	nan	22250	nan	nan	nan	nan	nan	nan	7	1	2	nan	nan	nan	nan	nan	nan	14	2	0	3	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	2	nan	2	3	2	1	nan	nan	nan	1	2	nan	0	nan	nan	37250	nan	nan	nan	nan	nan	nan	7	3	2	nan	nan	nan	nan	nan	nan	16	3	2	0	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	11	1	4	1	6	1	1	4	11	1	2	1	0	0	1	6250	17	18	17	17	2.5	2.5	4	1	1	32	33	33	49	3	12	12	0	0	3	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	nan	0	1	0	0	0	0	0	0	0	0	1	nan	0	1	1	0
1	11	nan	5	1	3	1	nan	nan	nan	1	2	nan	0	nan	nan	22250	nan	nan	nan	nan	nan	nan	4	1	1	nan	nan	nan	nan	nan	nan	13	1	3	0	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
3	2	1	6	3	5	1	3	2	11	1	1	0	0	70	5	55000	13	13	13	13	10	12	4	1	2	32	32	32	45	4	14	10	1	2	2	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	nan	1	1	1	1
2	3	1	5	3	2	1	1	3	3	1	2	31	1	0	1	80000	17	18	18	18	9	13	3	1	5	22	22	23	71	5	14	12	2	0	2	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0
3	11	nan	5	3	8	2	nan	nan	nan	1	1	nan	0	nan	nan	112250	nan	nan	nan	nan	nan	nan	4	3	1	nan	nan	nan	nan	nan	nan	16	2	0	2	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
4	13	1	1	3	5	1	2	2	13	1	2	2	0	1040	1	32250	13	30	30	30	12	12	5	1	2	28	28	45	60	5	12	17	2	0	3	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	1
1	3	1	1	3	2	1	1	1	3	1	1	16	0	60	5	112250	28	29	28	28	12	12	4	1	3	19	20	20	64	5	12	14	1	2	2	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	nan	0	1	1	0
4	9	nan	3	3	5	1	nan	nan	nan	6	2	nan	0	nan	nan	37250	nan	nan	nan	nan	nan	nan	5	4	1	nan	nan	nan	nan	nan	nan	13	0	0	3	nan	0	0	nan	nan	nan	nan	1	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	2	1	5	1	9	1	3	1	2	4	2	1	0	0	1	27250	1	2	2	1.5	12	14	1	1	4	19	19	20	22	5	12	13	0	0	2	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0
3	3	1	1	3	9	1	2	4	3	6	2	8	1	20	1	112250	8	8	8	8	5.5	13	4	1	6	46	46	46	46	5	12	12	3	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	0	1	0	1	0	1	nan	1	1	1	0
4	9	1	1	3	7	2	5	4	9	1	2	9	0	40	1	22250	35	35	35	35	5.5	5.5	6	2	2	32	32	32	58	5	12	12	0	3	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	0	0	1	nan	1	1	0	1
4	2	nan	5	3	4	1	nan	nan	nan	1	2	nan	1	nan	nan	27250	nan	nan	nan	nan	nan	nan	1	1	4	nan	nan	nan	nan	nan	nan	13	0	0	3	nan	0	0	nan	nan	nan	nan	0	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	1	1	1	1	5	1	1	1	2	1	2	4	2	10	1	67250	10	11	11	11	14	17	3	1	5	27	27	28	34	4	12	12	1	2	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	nan	1	1	0	0
4	9	1	1	1	3	1	1	1	9	1	2	4	1	20	1	67250	17	17	17	17	12	13	4	1	3	29	29	29	50	5	12	16	0	0	3	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0
1	11	1	1	3	2	1	2	4	11	1	1	1	1	120	4	92250	27	28	28	28	12	20	4	1	5	25	25	26	52	3	13	16	2	2	2	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1
