PAPGLB_FRIEND	PAPRELIGION	PARTNER_RACE	PPMARIT	PPPARTYID3	PPREG9	PPRENT	Q12	Q29	Q7B	RESPONDENT_RACE	PAPGLB_STATUS	AGE_DIFFERENCE	CHILDREN_IN_HH	DISTANCEMOVED_10MI	GENDER_ATTRACTION	HHINC	HOW_LONG_AGO_FIRST_COHAB	HOW_LONG_AGO_FIRST_MET	HOW_LONG_AGO_FIRST_ROMANTIC	HOW_LONG_RELATIONSHIP	PARTNER_MOM_YRSED	PARTNER_YRSED	PPAGECAT	PPHOUSE	PPHOUSEHOLDSIZE	Q21A	Q21B	Q21C	Q9	RELATIONSHIP_QUALITY	RESPONDENT_MOM_YRSED	RESPONDENT_YRSED	ZPFORBORN_CAT	ZPNHBLACK_CAT	ZPNHWHITE_CAT	CORESIDENT	GLBSTATUS	MARRIED	MET_THROUGH_AS_COWORKERS	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_FAMILY	MET_THROUGH_FRIENDS	PPHHHEAD	PPMSACAT	PPNET	Q24_MET_ONLINE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q32_INTERNET	SAME_SEX_COUPLE	US_RAISED	ZPRURAL_CAT	PARENTAL_APPROVAL	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	EITHER_INTERNET_ADJUSTED	PAPEVANGELICAL	Q13A	Q25	Q26	Q27	Q28	Q7A	Q8A
3	2	1	2	1	1	1	1	4	2	1	2	0	0	20	1	32250	nan	1	1	1.5	12	20	7	1	1	77	77	nan	78	5	12	13	1	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0
4	2	1	2	1	1	1	3	4	3	1	2	3	0	40	1	8750	nan	1	1	.75	12	12	6	4	1	66	66	nan	64	5	12	12	2	1	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	nan	0	0	0	0	0	0	1	1	1	0	1	nan	1	1	1	0
4	9	nan	2	1	7	1	nan	nan	nan	1	2	nan	0	nan	nan	8750	nan	nan	nan	nan	nan	nan	7	1	1	nan	nan	nan	nan	nan	nan	10	1	2	1	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
4	4	nan	2	1	5	2	nan	nan	nan	1	2	nan	0	nan	nan	8750	nan	nan	nan	nan	nan	nan	5	3	1	nan	nan	nan	nan	nan	nan	13	nan	nan	nan	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
1	12	nan	5	3	4	2	nan	nan	nan	1	2	nan	0	nan	nan	32250	nan	nan	nan	nan	nan	nan	2	3	1	nan	nan	nan	nan	nan	nan	16	2	2	1	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
1	1	1	1	1	3	1	1	3	11	1	2	10	0	10	1	37250	2	2	2	2.5	16	16	2	1	4	26	26	26	38	3	14	13	2	1	3	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0
3	5	1	6	3	9	1	2	2	5	6	1	1	0	10	5	200000	27	28	27	27	16	17	5	2	4	32	33	33	59	5	12	16	3	2	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1
4	13	1	1	3	9	1	1	4	13	1	2	1	0	1120	1	17250	51	52	51	51	9	14	6	1	2	20	21	21	73	5	12	7.5	3	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	0	1	0	1	0	1	nan	1	1	1	1
4	2	nan	2	3	4	1	nan	nan	nan	1	2	nan	0	nan	nan	22250	nan	nan	nan	nan	nan	nan	7	1	2	nan	nan	nan	nan	nan	nan	12	1	1	2	nan	0	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	3	nan	5	3	3	1	nan	nan	nan	6	1	nan	0	nan	nan	80000	nan	nan	nan	nan	nan	nan	4	1	1	nan	nan	nan	nan	nan	nan	16	nan	nan	nan	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	11	nan	3	1	9	2	nan	nan	nan	1	2	nan	0	nan	nan	17250	nan	nan	nan	nan	nan	nan	7	3	1	nan	nan	nan	nan	nan	nan	13	2	0	2	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
1	2	nan	5	3	8	2	nan	nan	nan	1	1	nan	0	nan	nan	8750	nan	nan	nan	nan	nan	nan	4	3	1	nan	nan	nan	nan	nan	nan	14	2	2	1	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	13	1	5	3	9	2	2	1	3	1	2	10	0	0	1	55000	nan	1	1	1.5	17	20	2	1	2	27	27	nan	38	5	17	14	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0
3	11	1	6	3	9	1	3	1	5	1	1	3	0	2130	5	200000	9	11	11	11	20	20	3	1	2	32	32	34	40	5	13	16	3	2	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0
4	13	2	5	3	1	2	2	3	1	6	2	18	0	20	1	11250	7	8	8	8	12	11	4	3	2	40	40	41	30	3	10	12	3	3	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	nan	1	1	1	0
1	3	1	1	3	3	1	2	1	3	1	2	3	1	140	1	67250	16	18	18	18	9	12	3	1	4	23	23	25	44	5	12	12	nan	nan	nan	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	nan	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0
2	4	1	1	1	8	1	1	3	4	1	2	1	1	50	1	55000	18	23	22	22	12	14	3	1	3	15	16	20	39	5	17	16	1	0	2	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0
3	13	nan	5	3	6	2	nan	nan	nan	1	2	nan	0	nan	nan	67250	nan	nan	nan	nan	nan	nan	1	1	4	nan	nan	nan	nan	nan	nan	12	1	3	1	nan	0	0	nan	nan	nan	nan	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	1	1	1	1	2	2	1	4	1	1	2	0	0	0	1	45000	64	65	65	65	5.5	12	7	3	2	17	17	18	82	5	7.5	12	3	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	0	1	0	0	0	1	nan	1	1	0	0
4	3	nan	5	3	2	1	nan	nan	nan	1	2	nan	0	nan	nan	37250	nan	nan	nan	nan	nan	nan	3	2	3	nan	nan	nan	nan	nan	nan	12	1	2	3	nan	0	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	9	1	6	1	5	2	1	1	1	1	2	6	0	150	1	92250	6	8	8	8	12	12	2	2	2	22	22	24	36	5	16	17	2	2	2	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	nan	1	1	0	0
1	2	nan	3	1	3	1	nan	nan	nan	1	2	nan	0	nan	nan	32250	nan	nan	nan	nan	nan	nan	5	1	2	nan	nan	nan	nan	nan	nan	13	3	2	0	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	2	1	1	3	5	1	5	4	2	1	2	24	0	520	1	37250	26	28	28	28	12	12	7	2	2	57	57	59	61	4	12	17	1	2	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0
1	13	6	1	3	2	1	2	1	3	6	2	1	2	5280	1	92250	19	19	19	19	14	17	3	1	4	22	22	22	42	4	14	16	3	2	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0
3	2	1	1	3	5	1	2	3	11	1	1	9	0	1570	5	112250	16	20	20	20	12	16	4	1	2	28	28	32	57	4	10	20	2	2	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0
3	2	nan	5	3	9	2	nan	nan	nan	1	1	nan	0	nan	nan	55000	nan	nan	nan	nan	nan	nan	4	1	2	nan	nan	nan	nan	nan	nan	13	3	0	0	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
3	2	nan	5	3	5	1	nan	nan	nan	1	1	nan	0	nan	nan	80000	nan	nan	nan	nan	nan	nan	4	2	1	nan	nan	nan	nan	nan	nan	17	2	2	1	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	3	nan	2	1	7	1	nan	nan	nan	1	2	nan	0	nan	nan	37250	nan	nan	nan	nan	nan	nan	6	1	1	nan	nan	nan	nan	nan	nan	12	3	2	0	nan	0	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	3	1	1	2	3	1	1	4	2	1	2	10	0	10	1	137250	35	36	36	36	17	16	7	1	2	47	47	48	73	5	20	16	2	0	3	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	nan	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0
1	2	nan	5	3	9	2	nan	nan	nan	1	1	nan	0	nan	nan	27250	nan	nan	nan	nan	nan	nan	5	3	1	nan	nan	nan	nan	nan	nan	16	2	1	2	nan	1	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	3	1	1	3	4	1	1	1	3	1	2	1	0	170	1	55000	5	6	6	6	13	16	2	1	2	21	21	22	26	5	14	16	2	2	2	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0
1	2	1	1	1	4	1	3	4	2	1	2	1	0	650	1	27250	59	61	61	61	7.5	13	7	1	2	20	20	22	82	5	10	17	0	0	3	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0
4	11	1	1	3	6	1	5	3	11	1	2	0	3	290	1	67250	13	19	19	19	12	16	2	1	5	15	15	21	34	5	16	14	2	2	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0
3	3	nan	6	3	1	1	nan	nan	nan	1	1	nan	0	nan	nan	137250	nan	nan	nan	nan	nan	nan	2	2	2	nan	nan	nan	nan	nan	nan	16	3	3	0	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	13	1	1	3	9	2	5	1	13	1	2	2	0	2420	1	55000	0	3	2	2.5	17	16	2	3	1	27	28	30	28	4	17	16	2	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1
3	12	1	1	3	5	1	2	1	1	1	2	2	0	0	1	32250	15	15	15	15	10	13	3	1	2	22	22	22	35	4	12	14	1	2	2	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0
1	2	1	1	2	1	1	3	3	2	1	2	2	0	0	1	92250	39	43	42	42	10	13	5	1	2	16	17	20	61	5	12	12	2	0	3	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	nan	0	1	1	0
3	3	nan	5	3	3	1	nan	nan	nan	1	1	nan	0	nan	nan	92250	nan	nan	nan	nan	nan	nan	3	3	1	nan	nan	nan	nan	nan	nan	17	3	2	0	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	2	1	6	3	5	1	2	1	2	1	1	2	0	10	5	55000	6	6	6	6	13	13	2	2	2	26	26	26	30	5	17	13	1	1	3	1	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0
3	3	1	6	1	2	1	2	3	2	1	1	4	0	110	5	80000	16	17	17	17	13	16	5	1	2	39	39	40	60	5	12	16	2	0	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0
3	3	1	1	3	2	1	2	1	3	1	2	1	2	0	1	55000	8	10	10	10	12	12	2	1	4	19	19	21	28	5	13	13	1	2	2	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0
1	8	nan	5	3	2	2	nan	nan	nan	1	1	nan	0	nan	nan	2500	nan	nan	nan	nan	nan	nan	2	3	1	nan	nan	nan	nan	nan	nan	13	2	2	2	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	10	1	6	1	9	1	2	2	13	1	1	1	0	1930	5	137250	14	15	15	15	20	14	3	3	2	29	29	30	45	4	11	16	3	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0
1	13	1	1	1	5	1	1	4	3	1	1	3	2	1020	1	80000	14	19	19	19	12	13	3	1	5	17	17	22	33	5	12	13	2	2	2	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0
3	2	1	6	3	3	1	2	1	2	1	1	17	0	40	5	67250	11	12	12	12	16	16	4	1	2	33	33	34	28	5	12	16	0	2	2	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0
1	2	1	1	1	2	1	1	4	3	1	2	0	0	180	1	67250	14	15	15	15	17	16	5	1	2	45	45	46	60	5	12	12	0	0	3	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	1	0	0	0	0	0	0	0	0	1	nan	1	1	0	0
4	11	nan	2	1	9	1	nan	nan	nan	1	2	nan	0	nan	nan	17250	nan	nan	nan	nan	nan	nan	6	4	1	nan	nan	nan	nan	nan	nan	13	3	2	0	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
4	5	4	1	3	8	1	2	4	3	1	2	5	0	1380	1	55000	30	31	31	31	12	20	5	1	2	31	31	32	67	4	13	17	3	2	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0
1	3	nan	5	3	5	3	nan	nan	nan	2	1	nan	0	nan	nan	13750	nan	nan	nan	nan	nan	nan	4	3	1	nan	nan	nan	nan	nan	nan	11	3	3	0	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	1	1	1	3	3	1	2	4	2	1	2	3	0	0	1	80000	32	36	36	36	12	12	4	1	2	15	15	19	48	5	12	12	0	2	2	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	0	0	nan	0	1	1	0
1	2	nan	3	3	4	1	nan	nan	nan	1	2	nan	0	nan	nan	27250	nan	nan	nan	nan	nan	nan	5	1	1	nan	nan	nan	nan	nan	nan	12	0	2	3	nan	0	0	nan	nan	nan	nan	1	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
1	3	nan	2	1	9	1	nan	nan	nan	6	2	nan	0	nan	nan	32250	nan	nan	nan	nan	nan	nan	6	4	2	nan	nan	nan	nan	nan	nan	12	3	2	1	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
3	13	1	6	3	1	2	2	1	13	1	1	8	0	170	4	67250	2	7	7	7	20	16	3	3	2	31	31	36	30	4	14	17	3	2	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0
5	3	1	2	3	1	1	1	4	2	1	2	0	0	90	1	37250	nan	69	6	6	12	16	7	1	1	16	79	nan	85	4	5.5	12	1	0	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	nan	0	0	0	1	0	1	0	0	1	0	0	nan	-2	1	0	0
5	13	nan	3	3	9	1	nan	nan	nan	1	2	nan	0	nan	nan	27250	nan	nan	nan	nan	nan	nan	5	2	1	nan	nan	nan	nan	nan	nan	16	3	2	1	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
3	1	2	5	3	5	1	2	1	1	2	1	13	0	0	2	67250	nan	3	1	.75	12	12	1	1	3	19	21	nan	35	4	16	13	1	3	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	nan	1	1	1	0
3	13	1	1	1	8	1	1	1	13	1	2	3	2	1930	1	112250	17	19	19	19	12	14	3	1	4	20	20	22	36	5	12	13	2	2	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0
4	11	1	1	1	6	1	1	1	13	1	2	0	0	0	1	45000	2	16	8	8	16	17	2	1	2	10	18	24	26	4	12	16	0	0	3	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
4	1	1	6	1	3	1	5	1	13	1	2	4	0	0	1	8750	3	3	3	4	12	12	3	1	2	39	39	39	46	4	12	12	1	3	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0
1	11	6	1	1	7	1	1	3	9	6	2	13	3	1720	1	112250	nan	10	9	9	12	16	3	1	4	33	34	nan	30	5	13	16	3	2	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0
4	2	nan	2	3	3	1	nan	nan	nan	1	2	nan	0	nan	nan	200000	nan	nan	nan	nan	nan	nan	7	1	1	nan	nan	nan	nan	nan	nan	20	1	0	3	nan	0	0	nan	nan	nan	nan	1	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
3	3	nan	5	3	5	2	nan	nan	nan	5	1	nan	0	nan	nan	67250	nan	nan	nan	nan	nan	nan	3	3	1	nan	nan	nan	nan	nan	nan	14	2	3	1	nan	1	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
3	4	1	5	1	8	2	2	4	13	1	1	1	0	590	5	22250	25	26	26	26	20	17	4	3	1	22	22	23	47	5	16	13	3	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	nan	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1
3	13	nan	4	3	2	2	nan	nan	nan	2	2	nan	1	nan	nan	67250	nan	nan	nan	nan	nan	nan	2	3	5	nan	nan	nan	nan	nan	nan	13	3	3	0	nan	0	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	3	1	1	2	8	1	3	4	2	1	2	4	1	790	1	55000	36	37	37	37	16	17	5	1	2	19	19	20	60	3	12	12	2	0	2	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0
4	3	nan	3	3	9	2	nan	nan	nan	1	2	nan	0	nan	nan	11250	nan	nan	nan	nan	nan	nan	5	1	1	nan	nan	nan	nan	nan	nan	12	3	0	1	nan	0	0	nan	nan	nan	nan	1	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
3	11	1	1	1	4	2	5	3	13	1	2	5	1	10	1	22250	34	35	35	35	7.5	5.5	4	1	2	15	15	16	55	4	5.5	7.5	0	0	3	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	nan	0	1	1	0
1	13	6	5	3	5	1	3	3	13	3	1	10	0	10	5	37250	11	13	12	12	12	14	3	1	2	31	32	33	34	5	12	20	1	2	3	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0
3	9	nan	5	3	5	1	nan	nan	nan	2	2	nan	1	nan	nan	22250	nan	nan	nan	nan	nan	nan	3	1	4	nan	nan	nan	nan	nan	nan	12	2	3	0	nan	0	0	nan	nan	nan	nan	0	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
4	3	1	1	3	4	1	2	4	3	1	2	6	0	0	1	137250	33	36	36	36	7.5	13	5	1	5	23	23	26	53	5	0	7.5	0	0	3	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	nan	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0
3	12	1	1	3	6	1	2	2	11	1	1	11	0	690	3	67250	33	35	34	34	13	17	5	1	2	23	24	25	69	4	17	16	0	3	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1
4	2	nan	5	1	3	1	nan	nan	nan	1	2	nan	1	nan	nan	112250	nan	nan	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	14	1	2	3	nan	0	0	nan	nan	nan	nan	1	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan
1	3	nan	3	3	2	2	nan	nan	nan	1	2	nan	0	nan	nan	27250	nan	nan	nan	nan	nan	nan	6	3	1	nan	nan	nan	nan	nan	nan	12	3	0	2	nan	0	0	nan	nan	nan	nan	1	1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan
4	3	1	1	3	4	2	2	4	3	1	2	2	0	510	1	32250	44	46	44	44	11	13	5	3	2	16	18	18	64	5	7.5	12	1	1	3	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	1	0	0	0	0	0	0	0	1	1	0	nan	0	1	1	0
3	12	1	1	3	8	2	2	1	13	1	2	2	1	350	1	32250	6	7	7	7	17	14	2	3	2	22	22	23	31	4	17	16	1	1	2	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0
4	2	1	2	3	5	1	2	4	2	1	2	12	0	0	1	37250	nan	3	2	2.5	7.5	12	7	1	1	74	75	nan	65	5	14	10	1	2	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	nan	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	0	0
