PAPGLB_FRIEND	PAPRELIGION	PARTNER_RACE	PPMARIT	PPPARTYID3	PPREG9	PPRENT	Q12	Q29	Q7B	RESPONDENT_RACE	PAPGLB_STATUS	AGE_DIFFERENCE	CHILDREN_IN_HH	DISTANCEMOVED_10MI	GENDER_ATTRACTION	HHINC	HOW_LONG_AGO_FIRST_COHAB	HOW_LONG_AGO_FIRST_MET	HOW_LONG_AGO_FIRST_ROMANTIC	HOW_LONG_RELATIONSHIP	PARTNER_MOM_YRSED	PARTNER_YRSED	PPAGECAT	PPHOUSE	PPHOUSEHOLDSIZE	Q21A	Q21B	Q21C	Q9	RELATIONSHIP_QUALITY	RESPONDENT_MOM_YRSED	RESPONDENT_YRSED	ZPFORBORN_CAT	ZPNHBLACK_CAT	ZPNHWHITE_CAT	CORESIDENT	GLBSTATUS	MARRIED	MET_THROUGH_AS_COWORKERS	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_FAMILY	MET_THROUGH_FRIENDS	PPHHHEAD	PPMSACAT	PPNET	Q24_MET_ONLINE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q32_INTERNET	SAME_SEX_COUPLE	US_RAISED	ZPRURAL_CAT	PARENTAL_APPROVAL	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	EITHER_INTERNET_ADJUSTED	PAPEVANGELICAL	Q13A	Q25	Q26	Q27	Q28	Q7A	Q8A	SUCCESS
4	2	1	1	1	7	1	3	1	2	1	2	1	0	10	1	80000	5	12	11	11	12	16	2	1	2	16	17	23	27	5	16	16	3	2	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1
2	3	1	1	1	3	1	1	1	3	1	2	2	0	20	1	67250	19	20	19	19	12	12	3	1	5	19	20	20	37	4	12	16	2	2	2	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	nan	1	1	1	0	1
1	2	1	5	1	2	1	2	1	3	1	2	1	0	0	1	200000	nan	1	1	.75	16	16	2	1	4	26	26	nan	28	4	13	17	2	3	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	-1
3	1	1	5	1	3	1	2	3	11	6	2	17	1	650	1	32250	nan	5	3	2.5	16	13	3	1	1	33	35	nan	21	5	16	13	1	0	3	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1
1	13	1	1	3	9	1	3	3	13	1	1	1	0	2030	2	67250	40	42	42	42	12	13	5	1	2	17	17	19	58	5	nan	12	1	0	2	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	nan	1	1	1	0	1
4	3	6	1	1	9	1	2	1	9	6	2	6	1	2160	1	112250	9	12	10	10	5.5	12	2	1	4	22	24	25	40	4	5.5	12	3	2	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	nan	1	1	0	1	-1
2	2	1	1	3	1	1	3	3	3	1	1	4	0	0	2	112250	17	18	18	18	12	13	4	1	2	35	35	36	49	3	12	13	1	1	3	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
4	2	1	1	3	2	1	1	3	3	1	2	5	0	130	1	67250	35	37	37	37	7.5	12	5	1	2	20	20	22	52	5	10	12	1	0	3	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	nan	0	0	1	0	1
1	1	2	6	3	3	1	2	1	2	2	1	4	0	0	2	37250	nan	2	0	.15000000596	12	13	3	1	4	38	40	nan	36	5	16	16	1	3	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	-1
1	1	1	1	3	7	1	5	3	13	6	2	3	0	0	1	22250	35	36	36	36	9	11	4	4	1	16	16	17	55	3	7.5	12	0	1	2	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	nan	0	0	nan	0	0	1	0	1
4	13	6	5	3	8	2	5	1	11	1	2	3	2	0	1	55000	1	2	1	1.5	12	12	1	1	3	20	21	21	19	4	12	12	2	1	2	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
2	11	1	1	1	6	1	3	1	4	1	2	6	2	1040	1	22250	6	6	6	6	16	13	2	1	4	26	26	26	26	5	13	12	0	2	2	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	nan	1	1	0	1	-1
1	11	1	1	1	6	1	1	1	2	1	2	5	0	470	1	67250	5	6	6	6	16	13	3	1	3	29	29	30	30	4	12	16	1	2	2	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	1
1	5	1	1	3	8	1	1	1	2	1	2	3	0	2070	1	112250	5	6	5	5	16	17	2	1	2	23	24	24	32	5	12	16	2	0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
4	11	4	5	1	9	1	5	1	3	1	2	4	0	1450	1	92250	0	3	3	4	14	13	2	1	2	22	22	25	29	4	14	14	2	0	2	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	-1
2	nan	1	1	1	9	1	1	4	11	1	2	5	0	150	1	55000	13	14	14	14	12	13	4	1	2	36	36	37	55	5	12	12	2	0	2	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	nan	0	0	1	0	0	1	0	0	nan	0	1	nan	1	1	0	0	1
3	11	1	1	1	6	2	1	3	2	1	1	0	2	4380	3	137250	4	5	5	5	16	16	4	1	6	40	40	41	45	5	13	17	2	2	2	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1
3	3	6	5	3	7	2	5	2	3	6	1	2	0	30	5	11250	3	11	11	11	7.5	10	5	1	2	45	45	53	54	5	13	13	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
4	5	1	1	3	2	1	3	4	5	1	2	8	0	0	1	92250	39	41	40	40	12	13	5	1	2	23	24	25	72	2	16	14	3	2	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1
1	11	1	3	1	9	1	2	4	13	4	1	6	1	6900	4	45000	nan	1	1	.75	14	12	4	1	5	48	48	nan	55	3	7.5	16	3	2	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	nan	0	0	0	0	0	1	0	1	1	1	1	nan	1	1	1	1	-1
1	13	1	6	3	8	1	3	4	13	1	1	1	0	1860	5	55000	19	31	31	31	17	16	4	1	2	22	22	34	54	4	12	13	3	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	nan	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1
4	3	1	5	1	3	1	1	1	11	1	2	1	0	0	1	67250	1	5	5	5	12	16	2	1	4	20	20	24	26	5	16	16	2	0	3	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1
1	3	6	3	3	8	1	2	4	3	1	1	16	0	2210	5	200000	nan	0	0	.15000000596	13	13	4	1	2	53	53	nan	37	4	12	12	3	2	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	nan	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	-1
3	3	1	4	3	2	1	2	3	3	1	1	1	0	2220	4	13750	28	29	28	28	12	12	4	4	1	24	25	25	52	2	11	12	nan	nan	nan	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	nan	0	1	0	0	0	0	0	0	0	1	0	1	nan	1	1	1	1	-1
4	11	1	1	3	9	1	3	4	11	1	2	2	0	1320	1	67250	13	14	14	14	12	12	5	1	2	49	49	50	61	4	10	10	2	0	2	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	nan	1	0	0	0	0	0	0	0	1	0	1	nan	1	1	0	0	1
2	3	6	1	1	9	1	1	1	11	6	2	3	1	0	1	92250	13	16	16	16	13	13	3	1	3	25	25	28	38	5	12	12	3	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	nan	0	1	0	1	1
2	2	1	1	3	3	1	5	4	2	1	2	1	0	0	1	45000	45	48	47	47	12	12	5	1	2	15	16	18	64	5	12	12	0	3	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	0	1	nan	0	1	1	0	1
3	1	1	1	1	8	1	1	1	1	6	2	2	4	30	1	55000	3	7	4	4	12	13	1	1	6	14	17	18	23	4	12	13	3	2	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	-1
5	12	1	1	1	6	1	1	4	11	1	2	2	0	160	1	92250	48	50	50	50	10	13	6	1	2	20	20	22	68	5	10	12	0	3	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	nan	0	0	0	0	0	1	0	0	0	1	1	nan	1	1	0	0	1
4	3	1	1	3	4	1	2	1	3	1	2	11	1	930	1	137250	17	17	17	17	12	13	3	1	3	26	26	26	54	4	12	17	2	1	2	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
1	2	5	5	2	3	1	2	1	3	1	1	6	0	120	5	92250	nan	3	2	1.5	12	16	4	1	1	47	48	nan	44	3	16	16	1	2	2	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	-1
4	2	1	6	3	4	1	2	1	1	1	2	11	1	20	1	45000	17	17	17	17	12	12	3	4	3	18	18	18	46	4	10	9	0	0	3	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	nan	1	1	1	0	1
1	2	1	1	3	4	1	2	1	2	1	2	0	0	270	1	67250	5	6	6	6	16	17	3	1	3	33	33	34	39	4	16	17	1	2	2	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1
3	13	1	6	3	2	1	2	3	11	1	1	6	0	60	5	137250	20	20	20	20	12	13	4	1	4	26	26	26	52	4	14	16	3	3	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
4	2	2	1	3	3	1	2	2	1	2	2	1	2	410	1	45000	22	23	23	23	12	13	4	1	4	27	27	28	49	4	12	12	2	3	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
1	12	1	6	3	7	1	2	4	11	5	1	3	0	1590	5	80000	10	11	11	11	16	17	6	1	2	57	57	58	71	5	12	16	2	2	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	nan	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1
4	2	1	1	1	2	1	1	4	2	1	2	4	0	20	1	32250	47	49	49	49	5.5	12	6	1	2	23	23	25	68	5	7.5	12	0	0	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	0	0	1	nan	1	1	0	0	1
1	2	1	1	1	3	1	1	3	2	1	2	1	0	0	1	112250	19	19	19	19	14	13	4	1	2	29	29	29	47	5	17	16	0	0	3	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1
1	12	1	1	3	5	1	2	4	13	1	1	1	0	2290	5	162250	46	51	48	48	13	20	6	1	2	17	20	22	69	5	17	20	3	3	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1
4	13	1	1	3	2	1	2	1	13	1	2	0	2	20	1	80000	15	22	21	21	12	12	3	1	4	15	16	22	37	5	12	12	1	0	3	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	nan	1	1	1	0	1
4	1	1	1	1	8	1	1	4	1	1	2	2	0	310	1	137250	45	50	49	49	12	13	6	1	2	17	18	22	65	5	12	20	2	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
3	2	1	6	1	3	2	2	1	2	1	1	2	0	0	1	112250	3	8	6	6	14	16	1	3	3	14	16	19	24	5	16	13	3	3	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	nan	0	1	0	1	1	0	0	1
1	11	1	5	3	1	1	2	1	1	1	2	3	0	0	1	112250	nan	0	0	.05000000075	14	13	1	1	4	22	22	nan	19	5	16	13	0	0	3	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1
5	2	4	6	1	5	1	1	1	3	1	2	1	0	0	1	92250	3	7	5	5	12	13	2	1	2	19	21	23	25	5	12	16	2	2	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	-1
1	2	4	5	1	9	1	1	1	2	4	2	6	0	6330	2	137250	nan	0	0	.75	16	16	1	1	3	19	19	nan	25	4	16	12	3	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	0	0	1	0	-1
1	2	4	5	3	9	2	5	3	13	4	2	6	0	2350	1	92250	0	2	2	2.5	16	17	3	3	2	34	34	36	30	5	16	17	3	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
4	11	1	3	1	6	1	1	1	11	1	2	2	0	850	1	45000	nan	0	0	.44999998808	12	13	3	1	1	41	41	nan	43	5	9	13	0	2	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	-1
1	11	1	6	1	6	1	5	4	11	1	2	15	0	0	1	67250	7	8	8	8	12	13	3	1	2	31	31	32	24	4	12	13	1	2	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1
1	2	1	1	3	3	1	5	1	13	1	2	9	0	9330	2	22250	9	9	9	9	14	12	2	3	2	18	18	18	36	4	16	13	2	3	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	nan	1	1	1	0	1
1	2	1	6	3	5	1	2	1	2	6	1	0	0	930	4	112250	19	21	20	20	12	17	3	1	2	18	19	20	39	5	16	17	1	3	0	1	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1
3	11	1	6	3	8	1	2	3	13	1	1	4	0	0	5	67250	9	11	11	11	12	13	4	2	1	38	38	40	45	5	5.5	13	3	3	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1
1	3	1	1	3	5	2	2	3	2	6	2	2	0	90	1	112250	4	9	8	8	12	17	2	3	2	24	25	29	31	5	12	16	3	2	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1
1	13	1	5	1	9	1	2	1	13	1	2	8	0	0	1	112250	nan	0	0	.05000000075	12	13	1	1	3	20	20	nan	28	4	12	14	1	0	3	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	1	0	-1
1	2	1	6	3	8	1	2	2	2	1	1	2	0	1220	5	162250	23	24	24	24	13	17	6	1	5	43	43	44	69	5	16	16	2	0	2	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
1	11	2	3	3	7	1	2	4	1	2	2	6	0	80	1	37250	5	6	6	6	12	13	3	1	2	34	34	35	34	2	9	12	2	2	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	nan	1	0	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	-1
3	3	1	3	1	5	2	1	4	3	1	2	9	0	0	1	13750	2	3	3	4	12	17	4	3	1	50	50	51	44	5	12	13	1	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	nan	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	1
1	13	4	5	3	9	1	3	1	8	4	2	11	0	6900	1	55000	0	1	1	1.5	16	16	2	1	3	24	24	25	36	5	2.5	16	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
3	3	6	6	3	7	1	2	4	3	6	1	18	0	230	5	112250	32	37	35	35	12	14	5	1	2	23	25	28	42	5	11	16	2	2	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	nan	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	-1
3	3	1	5	3	2	2	2	1	1	1	1	2	0	50	5	45000	nan	0	0	.75	14	14	1	2	2	22	22	nan	24	4	13	16	0	3	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	-1
1	13	1	5	3	1	2	3	1	3	1	2	4	0	900	1	92250	nan	0	0	.05000000075	12	13	2	3	1	32	32	nan	36	5	13	17	3	1	2	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
5	12	1	1	3	5	1	2	1	12	6	2	69	0	760	1	67250	8	8	8	8	14	13	2	1	2	22	22	22	99	5	17	13	1	2	2	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
1	2	1	1	3	4	1	2	3	2	1	2	5	2	930	1	112250	12	14	14	14	16	17	3	1	4	28	28	30	37	5	16	20	1	1	3	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1
1	2	1	1	1	3	1	1	1	5	1	2	1	2	0	1	112250	21	28	26	26	13	20	3	1	4	16	18	23	43	5	9	17	0	1	3	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1
3	1	1	1	1	4	1	5	3	11	1	2	1	0	340	1	67250	21	22	22	22	13	12	3	1	2	21	21	22	42	5	10	12	0	2	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	nan	1	1	0	0	1
1	13	1	5	3	5	1	2	1	3	1	1	5	0	260	2	67250	nan	15	11	11	16	13	2	1	1	16	20	nan	36	4	13	16	2	3	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1
3	3	1	1	1	1	1	3	3	2	1	2	1	0	0	1	92250	16	17	17	17	12	12	4	4	2	37	37	38	55	4	12	12	0	0	3	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
3	2	1	1	1	3	1	1	4	2	1	1	1	0	90	3	45000	53	60	59	59	12	12	6	2	2	14	15	21	73	5	12	12	2	2	2	1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	nan	0	0	0	0	1	0	0	0	1	0	1	nan	0	1	1	0	1
3	13	1	5	3	8	1	5	1	3	1	2	0	0	0	1	45000	5	7	6	6	12	10	1	1	7	13	14	15	20	3	12	11	2	0	2	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	nan	1	1	1	0	-1
4	2	1	1	1	9	1	1	1	13	1	2	5	1	110	1	92250	5	5	5	5	12	17	3	1	3	30	30	30	30	5	14	16	2	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
4	1	1	1	1	7	2	1	1	1	1	2	5	0	1180	1	22250	20	21	21	21	14	12	3	3	2	18	18	19	44	4	12	12	2	2	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	0	0	1	nan	1	1	0	1	1
4	4	1	1	1	8	1	3	1	4	1	2	0	1	0	1	112250	7	12	7	7	13	16	2	1	6	16	21	21	28	5	17	16	1	0	3	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
1	13	1	6	3	8	1	3	1	13	1	1	14	0	360	5	162250	4	9	9	9	7.5	17	5	1	2	47	47	52	70	5	12	17	nan	nan	nan	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	nan	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1
5	1	1	1	1	5	1	1	3	1	1	2	1	0	0	1	45000	37	38	38	38	5.5	14	5	1	2	18	18	19	57	5	12	12	2	3	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	nan	0	1	0	0	1
4	1	1	1	1	4	2	1	1	1	1	2	0	1	10	1	37250	6	13	10	10	13	16	2	1	4	15	18	22	28	5	13	16	0	0	3	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1
3	3	1	1	1	2	1	1	3	3	1	2	14	0	0	1	67250	20	21	20	20	12	13	4	1	4	29	30	30	64	3	14	12	1	1	3	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	nan	0	1	1	0	1
1	3	1	6	1	3	2	5	1	13	6	1	12	0	0	2	37250	9	9	9	9	12	12	2	3	2	20	20	20	41	4	12	13	0	2	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
1	13	2	6	3	7	1	2	3	1	2	1	4	2	10	5	67250	21	21	21	21	16	12	4	1	4	24	24	24	49	5	10	13	0	2	2	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	nan	1	1	1	0	1
3	13	1	1	3	9	1	2	1	13	1	2	9	1	1020	1	45000	10	11	11	11	13	17	3	1	4	28	28	29	30	5	13	20	nan	nan	nan	1	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	nan	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1
5	6	4	5	3	9	1	2	3	6	4	2	5	0	0	1	92250	nan	1	1	1.5	13	16	1	1	4	19	19	nan	25	5	13	16	3	2	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1
1	13	1	1	3	9	1	1	1	11	1	2	3	1	5580	1	112250	12	14	14	14	14	14	3	1	3	21	21	23	38	4	14	16	3	2	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	-1
3	3	1	1	3	4	1	2	1	13	1	2	2	2	1100	1	55000	12	13	13	13	12	16	3	1	4	24	24	25	35	5	14	17	0	0	3	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
4	4	1	1	1	7	1	1	1	4	1	2	3	2	400	1	92250	15	16	16	16	13	16	3	1	6	19	19	20	38	5	16	16	2	2	2	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
4	11	1	1	1	8	1	1	1	11	1	2	1	2	0	1	45000	11	15	13	13	16	16	2	1	7	14	16	18	30	5	16	14	2	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1
2	2	2	1	3	2	1	2	1	9	2	2	4	0	0	1	67250	11	19	18	18	13	14	3	1	4	16	17	24	31	5	14	13	0	3	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
