PAPGLB_FRIEND	PAPRELIGION	PARTNER_RACE	PPMARIT	PPPARTYID3	PPREG9	PPRENT	Q12	Q29	Q7B	RESPONDENT_RACE	PAPGLB_STATUS	AGE_DIFFERENCE	CHILDREN_IN_HH	DISTANCEMOVED_10MI	GENDER_ATTRACTION	HHINC	HOW_LONG_AGO_FIRST_COHAB	HOW_LONG_AGO_FIRST_MET	HOW_LONG_AGO_FIRST_ROMANTIC	HOW_LONG_RELATIONSHIP	PARTNER_MOM_YRSED	PARTNER_YRSED	PPAGECAT	PPHOUSE	PPHOUSEHOLDSIZE	Q21A	Q21B	Q21C	Q9	RELATIONSHIP_QUALITY	RESPONDENT_MOM_YRSED	RESPONDENT_YRSED	ZPFORBORN_CAT	ZPNHBLACK_CAT	ZPNHWHITE_CAT	CORESIDENT	GLBSTATUS	MARRIED	MET_THROUGH_AS_COWORKERS	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_FAMILY	MET_THROUGH_FRIENDS	PPHHHEAD	PPMSACAT	PPNET	Q24_MET_ONLINE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q32_INTERNET	SAME_SEX_COUPLE	US_RAISED	ZPRURAL_CAT	PARENTAL_APPROVAL	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	EITHER_INTERNET_ADJUSTED	PAPEVANGELICAL	Q13A	Q25	Q26	Q27	Q28	Q7A	Q8A	SUCCESS
3	13	1	6	3	8	1	2	4	3	1	1	13	0	2280	5	80000	38	43	43	43	12	14	6	1	2	31	31	36	61	5	16	20	2	0	2	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	nan	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1
2	3	1	5	1	4	1	1	1	3	1	2	0	1	0	1	67250	nan	13	0	.44999998808	16	16	1	1	4	9	22	nan	22	5	16	13	1	1	3	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1
3	9	1	1	1	1	1	3	4	2	1	2	7	0	0	1	22250	46	53	46	46	12	13	6	1	2	20	27	27	66	5	7.5	7.5	1	0	3	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	nan	1	0	0	0	0	0	0	0	0	0	1	nan	1	1	0	0	1
3	3	6	6	3	5	1	2	1	3	6	1	4	0	230	5	92250	2	3	2	2.5	9	13	3	1	2	34	35	35	33	4	9	16	3	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	-1
3	5	1	5	1	9	2	3	1	2	1	2	7	0	0	2	27250	nan	0	0	.44999998808	13	17	3	3	2	41	41	nan	48	4	16	12	3	2	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	nan	1	1	1	0	-1
1	1	2	5	3	5	2	2	1	1	2	3	1	4	0	2	55000	nan	5	5	5	7.5	12	3	3	2	31	31	nan	37	4	16	14	0	3	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	-1	0	0	1	nan	1	1	1	0	-1
1	1	4	6	3	9	1	3	3	13	1	1	32	0	1470	5	37250	12	12	12	12	17	16	6	1	2	56	56	56	36	5	13	16	3	2	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1
3	13	1	6	3	8	2	2	3	12	6	1	4	0	720	5	67250	2	10	10	10	12	17	4	1	2	43	43	51	57	4	12	16	nan	nan	nan	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	nan	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
1	2	1	5	1	9	2	1	1	2	1	2	5	0	110	1	45000	nan	3	3	4	12	17	2	3	1	26	26	nan	34	5	17	16	3	2	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1
1	2	1	3	3	9	2	2	4	2	1	2	16	0	0	1	55000	nan	1	0	.15000000596	13	20	6	3	1	73	74	nan	58	4	13	20	3	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	-1
4	11	1	3	1	4	2	1	1	13	1	2	0	0	210	1	37250	nan	2	1	.75	12	13	2	3	1	26	27	nan	28	4	12	14	1	1	3	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	-1
4	3	1	1	3	9	1	3	1	3	6	2	9	1	2330	1	55000	7	7	7	7	12	10	2	1	4	26	26	26	42	5	12	12	2	1	2	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	nan	1	1	1	0	1
1	11	1	6	3	5	1	2	1	13	1	1	3	0	20	5	45000	nan	1	1	.75	14	16	3	1	2	43	43	nan	41	5	13	13	1	3	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	-1
5	13	1	4	3	5	2	3	4	13	1	3	10	0	970	2	8750	nan	1	1	.75	12	13	4	3	1	47	47	nan	38	4	12	13	2	2	2	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	nan	0	0	0	0	0	1	0	-1	1	1	1	1	1	1	1	0	-1
1	3	1	6	3	4	1	2	1	2	1	1	6	0	0	5	112250	19	20	20	20	16	16	4	2	2	34	34	35	48	4	12	17	2	0	2	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	1
1	3	1	1	3	3	1	2	1	3	1	2	0	1	30	1	67250	6	6	6	6	12	12	2	1	9	25	25	25	31	4	12	14	nan	nan	nan	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	nan	0	0	0	0	0	0	0	1	0	0	0	1	nan	1	1	0	0	1
4	11	1	5	1	3	1	1	2	3	1	2	0	1	0	1	27250	6	37	11	11	12	13	4	1	2	14	40	45	51	4	10	13	2	1	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	-1
3	1	1	3	1	3	1	5	3	2	1	2	0	0	0	1	22250	29	39	29	29	12	17	5	1	1	21	31	31	60	1	13	12	0	0	3	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	nan	1	1	1	0	-1
1	13	1	1	3	5	1	2	3	3	1	2	10	0	0	1	80000	15	17	16	16	13	16	3	2	2	18	19	20	45	4	14	13	2	2	2	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1
1	2	1	1	3	3	1	2	4	2	1	3	14	0	50	2	112250	25	27	26	26	12	17	6	1	2	46	47	48	59	4	12	17	1	3	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	nan	0	0	1	0	0	0	0	-1	1	1	1	1	1	1	1	0	1
3	1	1	6	1	7	2	3	1	2	1	2	1	0	50	1	67250	nan	3	3	2.5	13	16	2	3	2	25	25	nan	29	5	16	16	2	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1
1	2	1	1	1	5	1	1	3	2	1	2	1	1	110	1	67250	21	23	23	23	12	20	3	1	3	20	20	22	44	5	12	16	1	2	2	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1
1	13	1	6	3	5	1	2	4	3	1	1	18	0	950	5	67250	35	35	35	35	7.5	13	7	1	2	41	41	41	58	5	0	16	2	0	3	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	nan	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
1	5	1	1	3	9	2	2	1	11	6	2	13	0	2420	2	80000	8	15	14	14	16	14	3	3	2	28	29	35	56	4	16	16	3	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1
3	2	1	5	1	3	1	3	1	2	1	2	0	0	0	1	67250	nan	0	0	.44999998808	12	13	1	1	4	19	19	nan	19	5	12	13	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	-1
4	2	1	1	3	5	1	5	4	2	3	2	2	0	20	1	112250	37	43	40	40	16	20	5	1	2	18	21	24	59	5	12	16	2	2	2	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1
1	2	1	1	3	9	2	3	1	3	1	2	0	0	10	1	80000	10	12	11	11	12	16	2	1	5	21	22	23	33	4	13	17	2	1	2	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
3	3	1	5	3	3	1	1	4	2	1	1	2	0	500	3	162250	nan	4	4	4	12	13	4	1	1	50	50	nan	52	5	16	16	2	1	3	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	nan	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	1
3	2	1	5	3	7	1	3	4	2	1	1	6	0	500	5	17250	nan	3	3	4	17	16	5	1	1	53	53	nan	50	5	10	16	1	1	2	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	nan	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	-1
5	2	nan	6	1	3	1	5	1	2	4	2	70	0	nan	1	37250	nan	9	9	9	20	13	2	1	9	20	20	nan	99	4	16	16	2	0	3	0	0	0	nan	nan	nan	nan	1	1	0	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	-1
1	5	1	1	3	4	1	2	1	2	1	2	2	0	1060	1	80000	24	27	27	27	13	20	4	1	2	23	23	26	52	5	17	20	1	2	2	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1
1	2	6	6	3	2	1	3	1	3	1	1	5	0	100	4	67250	4	7	4	4	12	17	2	1	2	24	27	27	26	4	14	17	1	1	2	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1
3	13	1	6	3	9	2	2	4	11	1	1	0	0	2570	4	112250	28	30	30	30	13	16	5	1	2	34	34	36	64	5	10	13	3	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	nan	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
1	2	1	5	3	7	1	3	1	11	1	2	3	0	10	1	112250	1	5	5	5	16	16	1	1	4	18	18	22	26	4	14	13	1	0	3	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1
5	3	1	6	1	3	1	1	1	2	1	2	2	0	230	1	67250	3	6	5	5	12	17	2	1	2	21	22	24	29	5	16	16	1	1	2	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	1
1	12	1	3	3	9	2	2	4	1	1	1	9	0	2150	3	92250	6	11	11	11	13	13	4	3	1	36	36	41	38	4	12	13	3	2	2	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	nan	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	-1
4	11	1	1	3	4	2	5	1	11	1	2	3	0	0	1	55000	7	7	7	7	10	12	2	3	4	20	20	20	30	5	13	13	1	0	3	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	nan	1	1	0	0	1
3	11	1	1	2	4	1	1	1	2	1	3	nan	0	1000	2	80000	13	16	14	14	14	16	3	1	4	24	26	27	nan	4	14	16	1	0	3	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	-1	0	1	1	-2	1	0	0	0	1
3	13	1	1	3	7	1	3	1	12	1	3	10	2	120	4	13750	8	8	8	8	10	12	3	4	4	29	29	29	27	5	12	12	1	2	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	-1	1	0	1	nan	0	1	1	0	1
3	12	1	6	3	9	1	5	1	13	6	2	13	0	730	2	137250	21	21	21	21	13	17	4	1	3	24	24	24	58	5	12	12	2	2	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
1	2	1	5	1	2	2	2	2	5	1	2	2	0	20	1	55000	nan	18	7	7	17	20	4	3	1	33	44	nan	53	4	16	16	3	2	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	-1
1	13	1	6	1	9	2	5	1	13	1	2	0	0	1700	1	32250	5	6	6	6	12	12	2	1	2	28	28	29	34	3	17	16	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	nan	1	1	1	1	-1
4	3	1	1	3	3	1	2	1	3	5	2	11	0	4870	1	200000	5	7	6	6	12	16	1	1	5	16	17	18	34	5	7.5	14	2	0	3	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
1	11	2	1	3	9	1	1	1	9	2	2	1	0	250	1	162250	2	3	3	2.5	13	16	3	1	1	41	41	42	45	5	12	12	3	2	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	nan	1	1	0	0	1
2	3	1	6	1	5	1	5	1	3	1	2	6	0	0	1	162250	1	1	1	2.5	16	16	2	1	2	25	25	25	32	5	14	16	2	2	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
4	3	1	1	1	5	1	2	1	3	1	2	2	1	1080	1	67250	33	36	36	36	7.5	12	4	1	2	16	16	19	54	5	7.5	16	3	0	2	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
3	10	1	5	1	5	1	2	1	13	1	3	3	0	0	2	55000	nan	2	2	2.5	12	13	2	1	3	25	25	nan	24	5	17	13	3	2	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1
1	11	1	1	1	3	1	5	1	3	1	2	4	0	2000	1	80000	nan	0	0	.75	13	14	4	1	4	46	46	nan	50	5	17	14	2	2	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1
3	12	1	6	3	5	1	2	4	2	1	1	7	0	750	5	55000	17	18	18	18	16	20	6	2	2	55	55	56	80	5	10	13	1	2	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	nan	0	0	0	0	0	1	0	0	1	1	1	-2	1	1	1	0	1
4	1	1	1	1	8	1	1	3	1	1	2	0	3	490	1	92250	31	32	31	31	12	13	4	1	5	19	20	20	51	5	10	12	nan	nan	nan	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	nan	1	0	0	1	0	0	0	0	0	0	0	1	nan	1	1	0	1	1
1	13	1	5	2	2	1	5	3	13	5	2	21	0	40	1	45000	nan	17	17	17	12	20	4	2	4	37	37	nan	33	5	12	20	2	1	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	-2	-1
3	1	1	1	1	5	1	3	4	2	1	2	3	1	0	1	80000	40	41	41	41	12	13	5	1	3	20	20	21	58	5	7.5	13	2	2	2	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
5	3	1	5	3	2	1	2	1	2	1	2	2	0	0	1	92250	0	1	0	.75	16	13	1	1	3	23	24	24	26	3	17	12	1	1	3	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	-1
1	3	1	1	3	9	1	2	2	13	4	2	3	0	2560	1	200000	6	8	8	8	13	16	3	1	2	33	33	35	44	5	12	17	3	3	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1
1	2	1	1	1	5	1	3	1	11	1	2	5	0	40	1	22250	35	35	35	35	9	16	5	1	2	21	21	21	61	5	13	13	1	2	2	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1
3	3	1	6	3	7	1	3	4	1	4	3	14	0	740	5	55000	8	8	8	8	12	16	4	1	2	40	40	40	62	5	14	14	0	2	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	nan	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1
1	3	1	1	1	1	1	1	1	3	1	2	10	1	0	1	67250	10	11	11	11	7.5	14	3	1	4	31	31	32	52	4	13	13	1	0	3	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
5	11	1	1	3	8	1	2	3	13	1	2	3	0	10	1	112250	7	8	8	8	16	16	2	1	3	18	18	19	29	5	14	14	2	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1
3	3	1	5	3	4	2	3	4	2	1	1	1	0	0	2	27250	nan	52	51	51	12	13	6	3	1	19	20	nan	70	5	12	12	1	0	2	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	0	0	0	1	0	1	0	1	nan	1	1	1	0	-1
3	3	4	5	3	9	1	2	1	3	4	2	1	0	0	1	22250	nan	0	0	.15000000596	17	13	1	1	4	19	19	nan	20	5	17	12	3	3	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
1	3	1	1	1	8	1	3	1	13	6	2	7	0	110	1	112250	9	10	10	10	13	16	3	2	2	28	28	29	31	5	12	16	2	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1
1	5	1	5	3	9	2	1	1	2	1	2	35	0	0	1	6250	5	6	5	5	12	16	1	3	2	18	19	19	59	5	16	13	3	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	-1
3	1	1	6	3	5	1	3	4	1	1	1	13	0	1100	5	55000	21	24	21	21	10	14	5	1	2	40	43	43	51	5	5.5	13	1	2	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	nan	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
4	5	1	1	1	3	1	3	1	5	1	2	3	0	0	1	55000	2	3	3	.44999998808	16	16	3	1	2	36	36	37	36	4	16	14	3	3	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
4	3	1	1	3	2	1	2	1	2	1	2	0	0	10	1	112250	8	14	13	13	16	14	2	1	4	15	16	21	29	5	14	16	2	1	3	1	0	1	nan	nan	nan	nan	1	1	1	nan	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1
