CASEID_NEW,WEIGHT1,WEIGHT2,PPAGE,PPAGECAT,PPAGECT4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHOUSEHOLDSIZE,PPHOUSE,PPINCIMP,HHINC,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPRENT,PPT01,PPT1317,PPT18OV,PPT25,PPT612,CHILDREN_IN_HH,PPWORK,PPNET,PPQ14ARACE,PPHISPAN,PPRACE_WHITE,PPRACE_BLACK,PPRACE_NATIVEAMERICAN,PPRACE_ASIANINDIAN,PPRACE_CHINESE,PPRACE_FILIPINO,PPRACE_JAPANESE,PPRACE_KOREAN,PPRACE_VIETNAMESE,PPRACE_OTHERASIAN,PPRACE_HAWAIIAN,PPRACE_GUAMANIAN,PPRACE_SAMOAN,PPRACE_OTHERPACIFICISLANDER,PPRACE_SOMEOTHERRACE,PAPGLB_FRIEND,PPPARTYID3,PAPEVANGELICAL,PAPRELIGION,PPPPCMDATE_YRMO,PPPADATE_YRMO,PPHHCOMP11_MEMBER2_AGE,PPHHCOMP11_MEMBER3_AGE,PPHHCOMP11_MEMBER4_AGE,PPHHCOMP11_MEMBER5_AGE,PPHHCOMP11_MEMBER6_AGE,PPHHCOMP11_MEMBER7_AGE,PPHHCOMP11_MEMBER8_AGE,PPHHCOMP11_MEMBER9_AGE,PPHHCOMP11_MEMBER10_AGE,PPHHCOMP11_MEMBER11_AGE,PPHHCOMP11_MEMBER12_AGE,PPHHCOMP11_MEMBER13_AGE,PPHHCOMP11_MEMBER14_AGE,PPHHCOMP11_MEMBER15_AGE,PPHHCOMP11_MEMBER2_GENDER,PPHHCOMP11_MEMBER3_GENDER,PPHHCOMP11_MEMBER4_GENDER,PPHHCOMP11_MEMBER5_GENDER,PPHHCOMP11_MEMBER6_GENDER,PPHHCOMP11_MEMBER7_GENDER,PPHHCOMP11_MEMBER8_GENDER,PPHHCOMP11_MEMBER9_GENDER,PPHHCOMP11_MEMBER10_GENDER,PPHHCOMP11_MEMBER11_GENDER,PPHHCOMP11_MEMBER12_GENDER,PPHHCOMP11_MEMBER13_GENDER,PPHHCOMP11_MEMBER14_GENDER,PPHHCOMP11_MEMBER15_GENDER,PPHHCOMP11_MEMBER2_RELATIONSHIP,PPHHCOMP11_MEMBER3_RELATIONSHIP,PPHHCOMP11_MEMBER4_RELATIONSHIP,PPHHCOMP11_MEMBER5_RELATIONSHIP,PPHHCOMP11_MEMBER6_RELATIONSHIP,PPHHCOMP11_MEMBER7_RELATIONSHIP,PPHHCOMP11_MEMBER8_RELATIONSHIP,PPHHCOMP11_MEMBER9_RELATIONSHIP,PPHHCOMP11_MEMBER10_RELATIONSHIP,PPHHCOMP11_MEMBER11_RELATIONSHIP,PPHHCOMP11_MEMBER12_RELATIONSHIP,PPHHCOMP11_MEMBER13_RELATIONSHIP,PPHHCOMP11_MEMBER14_RELATIONSHIP,PPHHCOMP11_MEMBER15_RELATIONSHIP,IRB_CONSENT,WEIGHT3,WEIGHT4,WEIGHT5,WEIGHT6,WEIGHT7,WEIGHT_COUPLES_CORESIDENT,HCMST_MAIN_INTERVIEW_YRMO,DURATION,QFLAG,GLBSTATUS,PAPGLB_STATUS,RECSOURCE,S1,S1A,S2,Q3_CODES,Q4,Q5,Q6A,Q6B,Q7A,Q7B,Q8A,Q8B,Q9,Q10,Q11,Q12,Q13A,Q13B,Q14,Q15A1_COMPRESSED,Q16,Q17A,Q17B,Q17C,Q17D,GENDER_ATTRACTION,Q18A_1,Q18A_2,Q18A_3,Q18A_REFUSED,Q18B_CODES,Q18C_CODES,Q19,Q20,Q21A,Q21A_REFUSAL,Q21B,Q21B_REFUSAL,Q21C,Q21C_REFUSAL,Q21D,Q21D_REFUSAL,Q21E,Q21E_REFUSAL,Q22,Q23,Q24_CODES,Q25,Q26,Q27,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q31_OTHER_TEXT_ENTERED,Q32,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_OTHER_TEXT_ENTERED,Q34,Q35_CODES,Q35_TEXT_ENTERED,Q24_MET_ONLINE,SUMMARY_Q24_TOTAL,Q24_R_COWORK,Q24_R_FRIEND,Q24_R_FAMILY,Q24_R_SIG_OTHER,Q24_R_NEIGHBOR,Q24_P_COWORK,Q24_P_FRIEND,Q24_P_FAMILY,Q24_P_SIG_OTHER,Q24_P_NEIGHBOR,Q24_BTWN_I_COWORK,Q24_BTWN_I_FRIEND,Q24_BTWN_I_FAMILY,Q24_BTWN_I_SIG_OTHER,Q24_BTWN_I_NEIGHBOR,Q24_SCHOOL,Q24_COLLEGE,Q24_MILITARY,Q24_CHURCH,Q24_VOL_ORG,Q24_CUSTOMER,Q24_BAR_RESTAURANT,Q24_INTERNET_DATING,Q24_INTERNET_SOCIAL_NETWORKING,Q24_INTERNET_GAME,Q24_INTERNET_CHAT,Q24_INTERNET_COMMUNITY,Q24_INTERNET_OTHER,Q24_PUBLIC,Q24_PRIVATE_PARTY,Q24_BLIND_DATE,Q24_VACATION,Q24_SINGLES_SERVICE_NON_INTERNET,Q24_BUSINESS_TRIP,Q24_WORK_NEIGHBOR,Q24_FAM_SISTER_ACTIVE,Q24_FAM_BROTHER_ACTIVE,Q24_FAM_MOTHER_ACTIVE,Q24_FAM_FATHER_ACTIVE,Q24_FAM_OTHER_ACTIVE,Q24_FAM_COUSINS_ACTIVE,Q24_FAM_AUNT_NIECE_ACTIVE,Q24_FAM_UNCLE_NEPHEW_ACTIVE,Q24_FAM_GRANDMOTHER_ACTIVE,Q24_FAM_GRANDFATHER_ACTIVE,Q24_FAM_SISTER_PASSIVE,Q24_FAM_BROTHER_PASSIVE,Q24_FAM_MOTHER_PASSIVE,Q24_FAM_FATHER_PASSIVE,Q24_FAM_OTHER_PASSIVE,Q24_FAM_COUSINS_PASSIVE,Q24_FAM_AUNT_NIECE_PASSIVE,Q24_FAM_UNCLE_NEPHEW_PASSIVE,Q24_FAM_GRANDMOTHER_PASSIVE,Q24_FAM_GRANDFATHER_PASSIVE,Q24_FAM_FEMALE,Q24_FAM_MALE,DISTANCEMOVED_10MI,MARRYNOTREALLY,MARRYCOUNTRY,CIVILNOTREALLY,PARTNER_DECEASED,PARTNER_RELIGION_RECLASSIFIED,PARTNER_RELIGION_CHILD_RECLASS,OWN_RELIGION_CHILD_RECLASS,Q32_INTERNET,HOW_MET_ONLINE,EITHER_INTERNET,EITHER_INTERNET_ADJUSTED,SAME_SEX_COUPLE,POTENTIAL_PARTNER_GENDER_RECODES,ALT_PARTNER_GENDER,HOW_LONG_AGO_FIRST_MET,HOW_LONG_AGO_FIRST_ROMANTIC,HOW_LONG_AGO_FIRST_COHAB,HOW_LONG_AGO_FIRST_MET_CAT,HOW_LONG_RELATIONSHIP,RESPONDENT_RACE,PARTNER_RACE,AGE_DIFFERENCE,MET_THROUGH_FRIENDS,MET_THROUGH_FAMILY,MET_THROUGH_AS_NEIGHBORS,MET_THROUGH_AS_COWORKERS,RESPONDENT_RELIGION_AT_16,RESPONDENT_RELIG_16_CAT,PARTNER_RELIGION_AT_16,PARTNER_RELIG_16_CAT,MARRIED,PARENTAL_APPROVAL,RESPONDENT_YRSED,PARTNER_YRSED,HOME_COUNTRY_RECODE,US_RAISED,PARTNER_MOM_YRSED,RESPONDENT_MOM_YRSED,RELATIONSHIP_QUALITY,CORESIDENT,PP2_AFTERP1,PP2_PPHHHEAD,PP2_PPHHSIZE,PP2_PPHOUSE,PP2_PPINCIMP,PP2_PPMARIT,PP2_PPMSACAT,PP2_PPEDUC,PP2_PPEDUCAT,PP2_RESPONDENT_YRSED,PP2_PPETHM,PP2_PPREG4,PP2_PPREG9,PP2_PPRENT,PP2_PPT01,PP2_PPT1317,PP2_PPT18OV,PP2_PPT25,PP2_PPT612,PP2_PPWORK,PP2_PPNET,PP2_PPCMDATE_YRMO,PP_IGDR1,PP_IEDUC1,PP2_IGDR2,PP2_IEDUC2,W2_DECEASED,W2_MULTINAME,W2_PANELSTAT,W2_DONOTCONTACT,W2_ASSIGNED,W2_F1COMPLETE,W2_HCMST_INTERVIEW_FIN_YRMO,W2_DURATION,W2_XMARRY,W2_XSS,W2_SOURCE,W2_Q1,W2_Q2,W2_Q3,W2_Q4,W2_Q5,W2_Q6,W2_Q7,W2_Q8,W2_Q9,W2_Q10,W2_BROKE_UP,W2_DAYS_ELAPSED,PP3_PPHHHEAD,PP3_PPHHSIZE,PP3_PPHOUSE,PP3_PPINCIMP,PP3_PPMARIT,PP3_PPMSACAT,PP3_PPRENT,PP3_PPREG4,PP3_PPREG9,INTERSTATE_MOVER_PP1_PP2,INTERSTATE_MOVER_PP2_PP3,INTERSTATE_MOVER_PP1_PP3,PP3_PPT01,PP3_PPT1317,PP3_PPT18OV,PP3_PPT25,PP3_PPT612,PP3_PPWORK,PP3_PPNET,PP3_PPCMDATE_YRMO,PP3_PPEDUC,PP3_PPEDUCAT,PP3_RESPONDENT_YRSED,PP3_PPETHM,PP3_NEWER,W2W3_COMBO_BREAKUP,W3_BROKE_UP,W3_XPARTNERED,W3_XDECEASED,W3_MULTINAME,W3_XSS,W3_XLAST,W3_XYEAR,W3_XMONTH,W3_XQUALIFIED,W3_STATUS,W3_COMPLETE,W3_SOURCE,W3_HCMST_INTERVIEW_FIN_YRMO,W3_DAYS_ELAPSED,W3_DURATION,W3_XMARRY,W3_XTYPE,W3_Q1,W3_Q2,W3_Q3,W3_Q4,W3_MBTIMING_YEAR,W3_MBTIMING_MONTH,W3_Q5,W3_Q6,W3_Q7,W3_Q8,W3_Q9,W3_Q10,W3_NONMBTIMING_YEAR,W3_NONMBTIMING_MONTH,ZPNHWHITE_CAT,ZPNHBLACK_CAT,ZPHISP_CAT,ZPMEDHHINC_CAT,ZPFORBORN_CAT,ZPRURAL_CAT,Q15A1_OTHER_UNEDITED,Q15A1,Q15A3_CODES,w4_xqualified,w4_status,w4_complete,w4_source,w4_duration,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xmonth,w4_xmarry,w4_xlast,w4_xwave1_month,w4_xcivil,w4_xss,w4_q1,w4_q2,w4_quality,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month,relationship_quality_w4,w4_broke_up,w234_combo_breakup,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,success
 ,16,0,0,3,3,2,0,7,1, ,1,2,1, ,4, ,2,2,3,3, , , ,7,4,0,0,1,0,0,1, ,0,0,1,0,0,0,0, , ,4,8,2,0,0,0, ,1,0,2, ,1, ,6,1,1, ,6,1,2, ,0,7,0,1,1,1, ,0,1,0,1,4,3, ,0,1,1, ,12,0,200709,0, ,0,3,774,0,1,201003,1,0, , ,1, ,0,3, , , , ,1,1,2,0,0, ,0,2,2,1,0, , ,0,10,12,0, ,0,201303,1,6,4,4, , , ,201104, , , , ,1,2, ,1,6, , ,634.354187012,2, ,0, ,0,1,1,0,2, ,4, ,1,0,1, ,0,6,0,0,0,4,7, ,6,0,1,1, ,0,22526,0,1, ,0,1,52, ,0,200902,1,2, ,48, ,0, ,4,2, ,1,1,0,12,0, ,2,3,0, ,2,2, ,0,6,0, ,2,0,3576,3576,7505,5618,4265,4265,4265,0, ,1, ,0,0,2,1,16,0,0,1,22250, ,2,0, , ,2,0, ,0,47, ,2, ,0,2010,0, ,3, ,1,3,16, , , ,2,2, , ,1, ,2,1,1,3, ,3, ,2,1,0, , ,1,1, , ,3,2,2,2,2,4, ,0,0,0,0,1,0,0,0,0,12, , ,-1,-1,-1,2,-1,-1,-1, , ,0, ,1, ,-2, , , , ,0, ,0, ,2,0,2,2,3,0,2,0,0,0,1,0,1,1,20,0,3, ,1,2,0,0,2,0, , ,1,4,200711, ,4, ,7,0,0,0,2,2,0,0,6,8,2,0, ,1,0,0, , ,0,1,7, ,1,200905,4,1,0,0,3,1,0,16,4, , ,0,2,0,0,0,-1,5,0,1,1,1,201107,0,1,0,390,0,1,0,45,45,45,1, , ,1,12, ,0,9,11,2,0,1,1,3,0,1,0,0,0,0,0,0, ,1,0,1, ,0,14,4,0,3,1,12, ,1,6,2,2,1, ,0,4, ,4,0,1,1
 ,20,0,0,0,3,2,0,8,1, ,1,2,2, ,4, ,4,2,9,9, , , ,9,4,0,0,1,0,0,1, ,0,0,2,0,0,0,0, , ,2,2,2,0,0,0, ,1,0,2, ,1, ,1,3,1, ,6, ,1, ,0,8,0,1,0,1, ,0,0,0,0,3,0, ,1,1,1, ,14,0,200709,0, ,0,5,788,1,1,201003,1,0, ,USA, , ,0,1,1,1, , , , , ,0,0, ,0,2,4,1,0, , ,0,2510,14,0, ,0,201303,1,0,4,1, , ,0,201104, ,1, ,1, , , , ,2, ,3,9589.90625,2, ,0,11,1,1,1,0,4, ,4, ,1,0,1, ,1,1,0,0,0,4,11, ,6,0,1,2, ,0,23286,0,1, ,0,1,28, ,0,200902,1,2, ,30, ,0, ,3, ,1,1,3,0,16,0, ,3,2,0, ,13,2, ,0,1,0, ,2,0,10241,10241,11198,8383,16485,16485,16485,1,0,0, ,0,0,1,1,17,0,0,0,45000, ,1,0, , ,2,0, ,0,29, ,2, ,0,2010,0, ,3, ,1,3,20, ,0, ,5,2,1, ,1, , , , ,3, ,9,1,4,1,0, , , ,3, , ,1,2,1,2,2,1, ,0,0,1,0,0,0,0,0,0,14, , ,0,0,0,5,0,0,0, , ,1, ,1, ,-2, , , , ,0, ,0, ,4,0,2,2,9,1,2,0,0,0,1,0,1,1,13,0,3, ,2,2,0,0,11,0, , ,1,1,200711, ,1, ,6,0,0,0,2,1,0,2,15,1,0,0, ,1,0,0, , ,0, ,16, ,0,200904,1,1,0,1, ,2,0,20,2, , ,0,2,0,0,0,1,13,0,3,1,1,201106,0,1,0,390,0,1,0,20,22,19,1,23,26,1,14, ,0,12,12,2,0,1,1,2,0,1,1,0,0,0,0,0, ,1,0,1, ,0,16,1,0,3,2,13, ,0,6,2,2,1, ,0,1, ,4,0,1,1
 ,14,0,0, ,3,1,0,8,1, , ,1,1, ,3,1,3,1,5,5, , , ,8,3,0,0,0,0,0, , ,1,0,1,0,0,0, , , ,9, ,1,0,0,0, ,1,0,1, , , ,1,3,0, ,5,1,2, ,0,8,0,1,0, , , ,0,0,1,5,0, ,0,1,1, ,11,0,200709,0, ,1,12, ,0,1,201003,0,0, , , ,1,0,2, , , , ,2, , ,0,0,12,0,2,3,1,0, ,200903,1,1790,11,0, ,0, ,1,13,3,1, , , , , , , , , , , , ,2, ,1, ,2, ,0,13,0,1,1,0,3, , , , ,0,1, ,1,5,0,0,0,4,11, ,5,0,1,2, ,1,26315,0,1, ,0,1,31, ,0,200902,1,1, ,40, ,0,5, ,1, ,1,4,0,12,0, ,1,3,0, ,12,2, ,0,1,0, ,1,0,10270,10270,11562,8656,4575,4575,4575,0,1,1, ,0,0, , ,14,0,0,1,45000, , ,0, , ,1,0, ,0, , ,2, ,0, ,0, , , ,1,3,16, , , , ,1, , ,1, , , , ,3, ,5, ,3,1,0, , , ,3,1, ,1,2, ,2,2,1,201309,0,0,0,0,0,0,0,1,0,11, , ,0,0,0,12,0,1,0,2, ,1, ,1, ,-2, , , , ,0, ,0, ,3,0,2,1,5,1,1,0,0,0,1,0,1,1,9,0,3, , ,1,0,0,13,0, , ,1,1,200710, ,1, ,8,0,0,0, ,2,0,2,11,1, ,0, ,5,0,0, , ,0, ,11,6,1,200905,1,1,0,0,2, ,0,14,2, , ,0,2,0,0,0,0,12,0,3, , ,201106,0,1,0,391,0,1,0,23,23,23,2, , , ,12, ,0,9,9,2,0,2,1,3,1,1,0,0,0,0,0,0, ,1,0,1, ,0,12,1,1, ,2,11, ,0,5,1,1,1, ,0,1, ,3,0,1,-1
 ,16,0,0,1,3,1,0,12,1,1,1,1,1, ,4, ,2,2,4,4, ,2, ,12,4,0,0,1,0,0,1, ,1,0,2,0,0,0,0, , ,2,8,1,0,0,0, ,1,0,2, ,1, ,1,2,1, ,6,1,2,2011,0,12,0,1,0,1, ,0,1,1,0,4,2, ,0,1,1, ,12,0,200709,0, ,0,2,774,0,1,201003,1,0, , ,1, ,0,3, , , , ,1,1,2,0,0, ,0,2,2,1,0, ,200902,0,60,12,0, ,0,201303,1,0,4,1, , , ,201104, , , , ,1,2, ,1,2, ,1,1280.037231446,2, ,0,1,0,1,1,0,1, ,3, ,1,0,1, ,0,6,0,0,0,4,17, ,6,0,1,2, ,1,28536,0,1, ,0,1,53, ,0,200902,1,1, ,55, ,0,4, ,1, ,1,1,0,13,0, ,2,1,0,4,13,2, ,0,1,0, ,2,0,1517,1517,2335,1748,1924,1924,1924,0,1,1, ,0,0,2,1,16,0,0,0,137250, ,2,0, , ,2,0, ,0,54, ,2,0,0,2010,0, ,2, ,1,1,17, , , , ,1, , ,1, ,2,1,1,1, ,4, ,2,1,0, , ,1,1, , ,1,2,2,2,2,3,201305,0,0,0,0,0,0,0,1,0,12, , ,1,0,0,2,0,0,0,2, ,0, ,1, ,-2, , , , ,0, ,0, ,2,0,2,1,4,0,1,0,0,0,1,0,1,1,8,0,4, ,1,2,0,0,1,0, , ,1,1,200710, ,1, ,12,0,0,0,3,2,0,2,17,1,0,0, ,1,0,0, , ,0,1,16,5,0,200904,1,1,0,0, ,1,0,16,4, , ,0,1,0,0,0,0,15,0,2,1,1,201107,0,1,0,389,0,1,0,41,41,41,1, , ,2,13,2,0,10,13,2,0,1,1,1,0,1,0,0,0,0,0,0, ,1,0,1, ,0,17,1,0,3,2,12, ,0,6,2,1,1, ,0,1, ,4,0,1,1
 ,20,0,0,1,3,2,0,30,1,2,2,1,2, ,4, ,3,1,5,5, ,2, ,30,4,1,0,1,0,0,1, ,0,0,2,0,0,0,0, , ,7, ,2,0,0,0, ,1,0,1, ,1, ,5,1,1, ,4, ,1,2011,0,30,0,1,0,1, ,0,0,0,0,4,2, ,0,1,1, ,14,0,200709,0, ,0,2,774,0,1,201003,0,0, , , , ,0,3,1,2, , , , , ,0,0, ,1,1,3,1,0, ,200903,0,220,13,0, ,0,201303,1,0,4,1, , , ,201104, ,1, ,1, , , , ,2, ,1, ,2, ,0,3,1,1,1,0,2, ,4, ,1,0,1, ,0,4,0,0,0,4,6, ,4,0,0,2, ,0,29584,1,1, ,0,1,58, ,0,200902,2,2, ,51, ,0,4, , ,1,1,1,0,13,0, ,1,1,0,4,2,2, ,0,1,0, ,1,0,2630,2630,3756,2812,3173,3173,3173, ,1, , ,0,0,2,1,17,0,0,0,17250, ,1,0, , ,1,0, ,0, , ,2,0,0,2010,0, , , ,1,3,13, , , , ,1,2, ,1, , , , ,3, ,5,1,3,1,0, , , ,3,1, ,3,2,2,2,2,2,201305,1,0,0,0,0,0,0,0,0,13, , ,0,0,0,2,1,0,0,2, ,0, ,1, ,-2, , , , ,0, ,0, ,3,0,2,2,5,0,2,0,0, ,1,0,1,1,9,0,6, ,2,1,0,0,3,0, , ,1,1,200710, ,1, ,28,0,0,0,2,1,0,1,7,1,0,0, ,2,0,0, , ,0, ,6,2,0,200904,1,1,0,0, ,2,0,17,5, , ,0,1,0,0,0,0,19,0,2,1,1,201107,0,1,0,389,0,1,0,28,30,28,1,30, ,2,10,1,0,10,13,2,0,2,1,3,0,1,0,0,0,0,0,0, ,1,0,1, ,0,17,1,0,3,2,13, ,0,1,1,1,1, ,0,1, ,4, ,1,1
 ,20,0,0,1,3,1,0,15,1,1,1,1,1, ,4, ,4,2,9,9, ,2, ,15,4,0,0,1,0,0,1, ,0,1,1,0,0,0,0, , ,9,8,1,0,0,0, ,1,0,2, ,1, ,2,3,1, ,6,1,2,2011,0,15,0,1,0,1, ,0,0,0,0,5,0, ,0,2,1, ,14,0,200809,0, ,0,2,774,0,1,201003,1,0, , ,1, ,0,3, , , , ,1,1,2,0,0, ,0,2,4,1,0, ,200905,0,1950,14,0, ,0,201303,1,8,4,1, , , ,201104, , , , ,1,2, ,1,2, ,1,4520.868164063,1, ,0, ,0,1,1,0,1, ,4, ,1,0,1, ,0,6,0,0,0,5,19, ,6,0,1,1, ,0,33536,0,1, ,0,1,53, ,0,200902,1,1, ,44, ,0,5, ,1, ,1,1,0,12,0, ,2,2,0,4,2,2, ,0,1,0, ,2,0,3177,3177,3946,2954,3190,3190,3190,0,1,1, ,0,0,1,1,20,0,0,0,200000, ,2,0, , ,2,0, ,0,43, ,2,0,0,2010,0, ,2, ,1,2,16, , , , ,1, , ,1, ,2,1,1,2, ,9, ,4,1,0, , ,1,1, , ,2,2,2,2,2,1,201207,0,0,0,0,0,0,1,0,0,14, , ,0,1,0,2,0,0,0,2, ,0, ,1, ,-2, , , , ,0, ,0, ,4,0,2,1,9,0,1,0,0,0,1,0,1,2,12,0,4, ,1,2,0,0,2,0, , ,1,1,200809, ,1, ,15,0,0,0,2,2,0,2,16,1,4,0, ,1,0,0, , ,0,1,19,4,0,200905,1,1,0,0, ,1,0,20,4, , ,0,1,0,0,0,0,18,0,2,1,1,201107,0,1,0,390,0,1,0,38,38,38,1, , ,1,12,2,0,9,13,2,0,1,1,2,0,1,0,0,0,0,0,0, ,1,0,1, ,0,17,1,0,3,2,14, ,0,6,2,1,2, ,0,1, ,4,0,1,1
 ,16,0,0,221,3,1,0,14,1,2,2,2,2, ,4, ,4,2,9,9, ,2, ,16,4,0,0,1,0,0,1, ,0,0,2,0,0,0,0, , ,0,2,2,1,0,0, ,1,0,2, ,1, ,1,2,1, ,1, ,1,2011,0,14,0,1,0,1, ,0,0,0,0,2,2, ,1,1,1, ,12,0,200801,0, ,0,12,774,1,1,201003,1,0,13, , , ,0,2,1,1, , , , , ,0,1,12,0,1,4,1,0, ,200903,0,2230,12,0, ,0,201303,1,0,4,1, , , ,201104, ,1, ,1, , , , ,2, ,1,2575.498291016,1, ,0,2,1,1,1,0,6, ,5, ,1,0,1, ,1,1,0,0,0,5,14, ,1,0,0,2, ,0,34341,0,1, ,0,1,34, ,0,200902,2,1, ,34, ,0, ,2, ,1,1,5,0,17,0, ,2,3,0,4,12,2, ,0,1,0, ,2,1,9021,9021,12221,9149,4924,4924,4924, ,1, , ,0,0,2,1,16,1,1,0,80000, ,1,0, , ,2,0, ,0,33, ,2,0,0,2010,0, ,2, ,1,1,14, , , ,13,2,1, ,1, , , , ,1, ,4,1,2,1,0, , , ,3, , ,1,2,1,2,2,1,201007,0,0,1,0,0,0,0,0,0,12, , ,0,0,0,13,0,1,0,2, ,1, ,1, ,-2, , , , ,0, ,0, ,4,0,2,2,9,0,2,0,0, ,0,0,1,1,24,0,5, ,2,2,0,0,2,0, , ,1,1,200801, ,1, ,12,0,0,0,1,1,0,2,14,1,0,0, ,1,0,0, , ,0, ,15,6,0,200905,1,1,0,0, ,2,0,16,2, , ,0,1,0,0,0,0,14,0,1,1,2,201007,0,1,0,389,0,1,0,20,22,18,1,23, ,2,11,1,0,13,12,3,0,1,1,3,0,1,1,0,0,0,0,0, ,1,0,1, ,0,16,1,0,3,2,12, ,0,1,2,2,1, ,0,1, ,4, ,1,1
 ,17,0,0, ,3,1,0,14,1, , ,1,1, ,4,2,4,2,8,8, , , ,14,4,0,0,0,0,0, , ,0,0, ,0,0, , , , ,15,9,1,0,0,0, ,1,0,2, , , ,1, ,0, ,3,1,2, ,0,14,0,1,1, , , ,0,0,1,5, , ,0,1,1, ,13,0,200709,0, ,1,11, ,0,1,201003,0,0, , , ,3,0,4, , , , ,2, , ,0,0,12,0,2,4,1,0, ,200903,1,10,13,0, ,0, ,1,1,4,1, , , , , , , , , , , , ,3, , , ,1, ,0,3,0,1,1,0,1, , , , ,0,1, ,0,5,0,0,0,5,11, ,5,0,1,2, ,0,35653,0,1, ,0,1,65, ,0,200902,1,1, ,50, ,0,5, ,1, ,1,2,0,12,0, ,2,1,0, ,12,2, ,0,1,0, ,2,0,2016,2016,3175,2377,2303,2303,2303,0, ,1, ,0,0, , ,17,0,0,1,45000, , ,0, , ,2,0, ,0,61, ,2, ,0, ,0, ,2, ,1,1,12, , , ,3,2, , ,1, , , , ,1, ,8, ,4,1,0, , , ,1,2, ,3,2,2,2,2,4,201305,0,0,0,0,1,0,0,0,0,13, , ,0,1,0,3,0,0,0,2, ,0, ,1, ,-2, , , , ,0, ,0, ,4,0,2,1,8,0,1,0,0,0,1,0,1,1,9,0,4, , ,2,0,0,3,0, , ,1,1,200712, ,1, , ,0,0,0, ,2,0, ,12,1, ,0, ,2,0,0, , ,0, ,11,6,1,200904,1,1,0,0,3, ,0,17,6, , ,0,1,0,0,0,0,12,0, , , ,201107,0,1,0,389,0,1,0,51, ,51,2, , , ,8, ,0,9,10,2,0,2,1,1,0,1,0,0,0,0,0,0, ,1,0,1, ,0,13,3,1, ,2,13, ,1,6,2,1,1, ,0,1, ,4,0,1,-1
 ,16,0,0, ,3,1,0,.15000000596,1, , ,2,1, ,4,3,2,1,4,4, , , ,0,4,0,0,0,0,0, , ,0,0,0,0,0,0, , , ,3,3,2,0,0,0, ,1,0,1, , , ,1,3,0, ,3,1,2, ,0,0,0,1,1, , , ,0,0,1,5,1, ,0,1,1, ,12,0,200709,0, ,1,2, ,0,1,201003,0,0, , , ,1,0,3, , , , ,2, , ,0,0, ,0,3,2,1,0, ,200903,1,920,12,0, ,0, ,1,3,4,1, , , , , , , , , , , , ,5, , , ,3, ,0, ,0,1,1,0,1, , , , ,0,1, ,0,3,0,0,0,3,11, ,3,0,1,1, ,3,36493,0,1, ,0,1,49, ,0,200903,1,1, ,46, ,0,5, ,2, ,1,1,0,13,0, ,1,3,0, ,2,2, ,1,1,0, ,2,0,1075,1075,2257,1690,1704,1704,1704,0, ,1, ,0,0, , ,16,0,0,1,45000, , ,0, , ,1,0, ,0,20, ,2, ,0, ,0, ,3, ,1,3,16, , , , ,1, , ,1, , , , ,1, ,4, ,2,1,0, , , ,3,2,2,3,2,2,2,2,4,201209,0,0,0,0,1,0,0,0,0,12, , ,0,1,0,2,0,0,0,3, ,0, ,1, ,-2, , , , ,0, ,0, ,2,0,2,2,4,0,1,0,0,0,1,0,1,1,16267,0,1, , ,1,0,0,2,0, , ,1,1,200711, ,1, , ,0,0,0, ,2,0,2,9,1, ,0, ,1,0,0, , ,0, ,10,2,1,200904,1,1,0,0,3, ,0,16,4, , ,0,1,0,0,0,0,9,0,2, , ,201107,0,1,0,378,0,1,0,49, ,49,2, , , ,12, ,0,10,12,2,0,2,0,3,0,1,0,0,0,0,0,0, ,1,0,1, ,0,16,1,1, ,2,12, ,0,3,1,1,1, ,0,1, ,4,0,1,-1
