w234_combo_breakup	CASEID_NEW	PPGENDER	PPAGE	PPINCIMP	HOW_LONG_AGO_FIRST_ROMANTIC	SAME_SEX_COUPLE	Q23	Q19	PPEDUC	Q18A_1	Q18A_2	PPINCIMP	MET_THROUGH_FRIENDS	MET_THROUGH_FAMILY	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_AS_COWORKERS	Q24_CHURCH	Q24_SCHOOL	Q24_COLLEGE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q31_9	Q31_OTHER_TEXT_ENTERED
0	2246691	2	69	15	47	0	1	1	13	 	 	15	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	2247501	2	50	12	17	0	3	1	13	 	 	12	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	2249411	2	41	16	18	0	1	1	14	 	 	16	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
1	2250596	2	59	5	6	0	2	1	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2252496	1	49	17	8	1	3	1	10	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
0	2256431	1	43	11	24	0	2	1	6	 	 	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2260661	1	66	12	32	0	1	1	9	 	 	12	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
1	2266405	1	40	14	3	1	1	2	12	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	2268411	1	41	16	10	0	1	1	12	 	 	16	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2272671	1	67	11	48	0	-1	1	10	 	 	11	 	 	 	 	 	 	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
0	2273691	1	69	12	39	0	1	1	9	 	 	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	2274225	2	22	18	2	0	2	2	10	0	0	18	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
1	2276244	2	24	5	1	0	3	1	7	 	 	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2277506	2	50	7	14	0	1	1	10	1	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2278553	2	55	8	13	0	3	1	13	 	 	8	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1	2280655	1	65	7	 	0	1	2	12	0	0	7	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1	2281616	1	61	17	33	1	3	1	12	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2282431	1	43	16	10	0	3	1	14	 	 	16	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	2285351	1	35	13	10	0	1	1	12	 	 	13	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1	2286421	1	42	13	20	0	1	1	9	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2288511	2	51	5	23	0	2	1	10	 	 	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2289671	1	67	12	42	0	3	1	9	 	 	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2290306	2	30	7	8	0	3	1	10	 	 	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2292275	1	27	8	4	0	3	1	12	0	0	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2294411	2	41	19	13	0	2	1	14	 	 	19	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2296531	1	53	17	38	0	1	1	9	 	 	17	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0
0	2297221	1	22	8	3	0	1	1	9	 	 	8	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	2298381	1	38	10	9	0	3	1	12	 	 	10	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2299651	2	65	15	37	0	1	1	10	 	 	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2300541	1	54	13	27	0	1	1	9	 	 	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2302541	2	54	8	29	0	3	1	9	 	 	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2304511	2	51	15	20	0	1	1	10	 	 	15	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2306401	1	40	10	 	0	1	1	10	 	 	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	2307264	2	26	6	5	0	-1	2	10	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	2309591	2	59	16	40	0	1	1	13	 	 	16	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0	2310431	1	43	14	26	0	3	1	9	 	 	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	2311205	2	20	15	2	0	3	2	10	0	0	15	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	2312496	2	49	14	8	1	3	1	12	1	0	14	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2314732	2	73	7	8	0	3	1	5	 	 	7	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	2317486	2	48	5	23	0	1	1	9	 	 	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2318566	2	56	13	20	1	3	1	10	0	0	13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2321421	1	42	17	24	0	1	1	10	 	 	17	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2322215	1	21	12	2	0	3	2	10	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2323671	1	67	19	40	0	1	1	12	 	 	19	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
0	2327642	2	64	4	47	0	1	2	6	 	 	4	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	2328561	2	56	4	34	0	1	1	7	 	 	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	2330376	2	37	13	4	1	3	1	10	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2333551	1	55	17	18	0	1	1	9	 	 	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2334456	2	45	6	14	0	3	1	6	 	 	6	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	1	0
0	2335586	2	58	15	16	1	3	1	12	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	2337554	1	55	12	37	0	2	2	10	 	 	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	2338195	1	19	16	2	0	2	2	10	0	0	16	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1	2339381	1	38	14	9	0	1	1	13	 	 	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2342326	2	32	4	12	1	1	1	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2343271	2	27	14	7	0	3	1	12	 	 	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2344281	2	28	16	5	0	1	1	13	 	 	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	2347261	2	26	14	11	0	1	1	12	 	 	14	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	2349521	2	52	2	33	0	3	1	11	 	 	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2350195	2	19	14	0	0	3	2	10	0	0	14	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	2352296	2	29	13	12	1	1	1	10	0	0	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	2353373	1	37	11	2	1	1	1	8	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	2354381	1	38	7	13	0	1	1	10	 	 	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2355521	2	52	12	13	0	3	1	9	 	 	12	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2356606	1	60	18	14	1	3	1	13	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2358331	2	33	17	10	0	1	1	12	 	 	17	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2361411	2	41	15	7	0	2	1	13	 	 	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	2363391	1	39	15	13	0	1	1	12	 	 	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2364441	2	44	19	4	0	2	1	14	 	 	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2365386	2	38	17	9	1	1	1	14	0	0	17	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
0	2366361	1	36	13	9	0	1	1	14	 	 	13	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0
0	2367561	2	56	12	38	0	3	1	9	 	 	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2368446	1	44	15	9	0	1	2	10	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2370396	1	39	13	16	1	1	1	13	1	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	2371312	2	31	10	2	0	3	2	13	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2373376	2	37	8	3	1	1	1	12	1	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
1	2374284	1	28	11	1	0	3	2	10	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0	2376421	1	42	13	24	0	2	1	9	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2377541	2	54	12	21	0	3	1	12	 	 	12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2379611	2	61	11	14	0	3	1	8	 	 	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2380466	1	46	2	7	0	3	1	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2381381	1	38	13	16	0	1	1	10	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2382301	2	30	13	11	0	3	1	12	 	 	13	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
0	2388281	1	28	13	5	0	3	1	11	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2389501	2	50	14	8	0	1	1	12	 	 	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	2390491	2	49	15	20	0	3	1	9	 	 	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2393341	1	34	16	8	0	3	1	12	 	 	16	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1	2394813	1	81	11	 	0	3	2	12	 	 	11	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	2395381	1	38	8	10	0	1	1	12	 	 	8	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	2397281	2	28	14	10	0	3	1	12	 	 	14	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	2398492	1	49	16	4	1	1	1	10	0	0	16	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1
0	2401544	2	54	4	20	0	3	2	10	 	 	4	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2402351	1	35	15	14	0	1	1	13	 	 	15	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	2403491	2	49	13	14	0	3	1	11	 	 	13	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2405331	1	33	13	9	0	3	1	12	 	 	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2406541	2	54	11	23	0	3	1	9	 	 	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2408506	2	50	4	32	0	2	2	9	 	 	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	2409671	1	67	13	47	0	1	1	9	 	 	13	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2412491	2	49	13	23	0	2	1	9	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2416571	1	57	17	37	0	1	1	12	 	 	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	2422533	1	53	14	0	0	1	2	13	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	2423613	1	61	13	2	0	1	2	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2427431	1	43	13	14	0	1	1	12	 	 	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	2428344	1	34	10	6	0	1	2	10	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2429371	2	37	8	16	0	3	1	9	 	 	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2430446	1	44	15	12	1	3	1	10	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2431491	2	49	11	24	0	3	1	9	 	 	11	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2433651	1	65	12	25	0	3	1	8	 	 	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2434421	1	42	16	6	0	1	1	12	 	 	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	2437651	1	65	7	45	0	1	1	10	 	 	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	2439205	1	20	12	0	0	2	2	9	0	0	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2440651	1	65	13	28	0	1	1	4	 	 	13	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2442581	2	58	12	44	0	2	1	11	 	 	12	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1	2449225	2	22	11	4	0	3	2	10	0	0	11	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	2451281	2	28	13	10	0	3	1	12	 	 	13	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0	2453455	1	45	9	2	1	3	2	9	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	2457561	2	56	13	30	0	1	1	10	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2460536	2	53	15	1	0	1	1	12	 	 	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	2461521	1	52	19	26	0	2	1	12	 	 	19	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2462533	1	53	3	1	0	1	1	8	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	2463495	1	49	8	8	0	1	2	10	-1	-1	8	 	 	 	 	 	 	 	0	0	0	0	0	1	0	0	0	0
0	2464481	2	48	11	8	0	3	1	10	 	 	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2465606	2	60	12	10	1	1	2	14	0	0	12	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2468481	1	48	13	22	0	1	1	9	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2470335	1	33	10	0	0	1	2	12	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2471586	1	58	12	 	0	1	1	10	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2472495	2	49	9	1	0	3	2	12	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2473591	2	59	10	10	0	1	1	11	 	 	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2478401	1	40	13	19	0	1	1	12	 	 	13	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2479313	2	31	17	5	0	3	2	9	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2480586	2	58	19	21	1	2	1	11	0	0	19	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2482586	2	58	15	16	1	1	1	13	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2483563	2	56	13	18	1	1	1	12	0	1	13	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	2485465	1	46	11	2	0	3	2	9	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2486245	2	24	13	1	0	3	1	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2487583	2	58	19	8	0	3	2	9	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	2488453	2	45	1	13	0	3	1	10	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2489561	1	56	15	21	0	1	1	10	 	 	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2490501	1	50	10	27	0	2	1	9	 	 	10	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	2491261	2	26	10	10	0	3	1	9	 	 	10	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	2492401	2	40	16	14	0	1	1	12	 	 	16	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2494291	1	29	15	5	0	1	1	12	 	 	15	 	 	 	 	 	 	 	0	0	1	0	0	0	0	0	0	0
0	2496271	1	27	10	8	0	1	1	12	 	 	10	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
1	2497286	2	28	12	4	0	1	2	12	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	2499671	2	67	19	54	0	3	1	11	 	 	19	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	2500281	2	28	11	3	0	1	1	12	 	 	11	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	2501285	2	28	13	2	0	3	2	12	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	2502671	1	67	15	49	0	1	1	5	 	 	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2503411	2	41	11	21	0	3	1	9	 	 	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2504476	1	47	15	13	1	1	1	14	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2505436	2	43	13	21	1	3	1	13	0	0	13	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	2506506	1	50	18	17	1	2	1	14	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	2508414	1	41	13	0	0	2	2	12	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2510361	1	36	12	16	0	1	1	9	 	 	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2514683	1	68	11	19	0	1	2	9	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	2515245	1	24	8	2	1	1	2	7	0	0	8	 	 	 	 	 	 	 	0	0	0	0	0	0	0	1	0	0
0	2517611	2	61	13	39	0	1	1	12	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2518321	1	32	18	10	0	1	1	12	 	 	18	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0	2519493	1	49	9	10	0	3	2	12	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2520291	2	29	12	9	0	3	1	10	 	 	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2524351	1	35	14	14	0	1	1	12	 	 	14	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0
0	2526551	1	55	13	30	0	3	1	12	 	 	13	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2527611	2	61	16	9	0	2	1	13	 	 	16	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1	2528285	2	28	11	0	0	3	2	12	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2529781	1	78	11	42	0	3	1	9	 	 	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
0	2530373	2	37	11	3	0	3	1	9	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2532553	1	55	13	12	0	1	2	10	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	2533411	1	41	15	23	0	1	1	9	 	 	15	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2534481	2	48	15	30	0	1	1	13	 	 	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2536634	2	63	3	20	0	2	2	8	 	 	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
1	2538381	1	38	12	7	0	3	1	10	 	 	12	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
0	2539331	1	33	13	9	0	2	1	12	 	 	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
1	2542495	2	49	10	19	0	1	1	10	0	0	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	2543495	1	49	14	2	0	3	2	12	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2544491	1	49	16	28	0	1	1	11	 	 	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	2547395	1	39	15	2	0	2	2	12	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2548661	1	66	12	42	0	1	1	12	 	 	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	2549605	1	60	2	1	0	3	1	10	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2550291	2	29	12	10	0	3	1	10	 	 	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2554441	2	44	15	21	0	3	1	9	 	 	15	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2555255	2	25	16	4	0	3	2	12	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	2557351	1	35	16	13	1	1	1	12	 	 	16	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
0	2558261	1	26	9	7	0	1	1	9	 	 	9	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2559361	1	36	10	17	0	2	1	12	 	 	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2562645	1	64	12	8	0	1	2	12	0	0	12	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0	2564501	1	50	14	14	0	1	1	11	 	 	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	2565561	1	56	14	32	0	1	1	9	 	 	14	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2566692	1	69	8	2	0	1	2	10	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2567461	1	46	14	20	0	3	1	9	 	 	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2568441	1	44	13	5	0	1	1	13	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2569551	2	55	10	35	0	3	1	12	 	 	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0	2570381	1	38	14	20	0	1	1	12	 	 	14	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1	2581443	1	44	10	1	0	2	1	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2582441	1	44	12	14	0	3	1	13	 	 	12	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1
0	2585571	1	57	11	34	0	1	1	11	 	 	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2588496	2	49	10	10	0	3	1	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2589535	2	53	16	1	1	1	2	14	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2591556	1	55	8	10	1	1	1	10	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	2594431	2	43	13	12	0	3	1	9	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2595533	2	53	12	10	1	2	1	10	0	1	12	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
0	2596391	2	39	13	17	0	3	1	12	 	 	13	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0	2597631	1	63	16	4	0	1	1	13	 	 	16	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
1	2598385	1	38	7	3	0	2	2	9	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
1	2600415	1	41	13	2	1	1	2	12	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	2602436	2	43	15	14	1	1	1	14	0	0	15	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
0	2603411	1	41	6	18	0	1	1	6	 	 	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
0	2605456	1	45	15	9	1	1	1	10	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	2606331	2	33	13	12	0	3	1	9	 	 	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2607495	2	49	17	9	0	2	1	9	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2608691	1	69	13	51	0	1	1	9	 	 	13	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0	2609225	2	22	12	1	0	3	2	11	0	0	12	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2611571	1	57	12	28	0	3	1	9	 	 	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2613456	1	45	16	15	0	3	1	10	 	 	16	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	1	0
0	2614361	1	36	12	5	0	1	1	9	 	 	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2615546	1	54	6	5	1	3	1	10	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2616381	1	38	11	14	0	2	1	12	 	 	11	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	2617245	1	24	17	2	0	1	1	11	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	2618441	1	44	12	13	0	3	1	9	 	 	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2619511	1	51	16	26	0	3	1	14	 	 	16	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1
0	2620791	1	79	11	62	0	1	1	9	 	 	11	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	2621593	2	59	11	32	0	1	2	10	0	0	11	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
